	prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
427	Q99258	O60181	Yes	Yes	PTHR21327	PTHR21327
428	P34761	O74452	Yes	No	PTHR10501	PTHR10501
429	P33767	O59866	Yes	Yes	PTHR10830	PTHR10830
430	P53335	Q9URX9	Yes	No	PTHR23149	PTHR23149
431	P32567	Q9UUJ6	Yes	Yes	PTHR12181	PTHR12181
432	P26309	P78972	Yes	No	PTHR19918	PTHR19918
433	P40354	O60178	Yes	No	PTHR11750	PTHR11750
434	Q06512	O94372	Yes	No	PTHR12455	PTHR12455
435	P32897	Q9USM7	Yes	Yes	PTHR15371	PTHR15371
436	P35996	O94292	Yes	Yes	PTHR11761	PTHR11761
437	P33760	O13764	Yes	No	PTHR23077	PTHR23077
438	P21576	Q9URZ5	Yes	Yes	PTHR11566	PTHR11566
439	P47154	Q10071	Yes	Yes	PTHR10120	PTHR10120
440	Q03124	Q9P7W8	Yes	No	PTHR22970	
441	P25356	Q7LKZ7	Yes	No	PTHR13743	PTHR13743
442	Q3E705	Q09867	Yes	No	PTHR33911	PTHR33911
443	P28263	Q9P7R4	Yes	No	PTHR24068	PTHR24068
444	P32626	Q9P6Q2	Yes	Yes	PTHR20371	PTHR20371
445	P47170	O74788	Yes	No	PTHR13179	PTHR13179
446	Q12680	Q9C102	Yes	Yes	PTHR11938	PTHR11938
447	P23503	Q9Y7N7	Yes	Yes	PTHR11615	PTHR11615
448	P21372	Q9P7C7	Yes	No	PTHR24031	PTHR24031
449	P07703	O94616	Yes	Yes	PTHR11800	PTHR11800
450	P33892	Q10105	Yes	Yes	PTHR23346	PTHR23346
451	Q3E785	Q9US02	Yes	Yes	PTHR13675	PTHR13675
452	P17883	O94474	Yes	Yes	PTHR15704	PTHR15704
453	P25301	Q9UUL2	Yes	No	PTHR22942	PTHR22942
454	P52492	O00103	Yes	Yes	PTHR24068	PTHR24068
455	Q04969	Q9UTQ9	Yes	Yes	PTHR13085	PTHR13085
456	Q12420	O94538	Yes	No	PTHR14152	PTHR14152
457	P41832	Q10059	Yes	No	PTHR47102	PTHR47102
458	P29311	P42657	Yes	No	PTHR18860	PTHR18860
459	P46995	O14026	Yes	No	PTHR22884	PTHR22884
460	P21182	Q9P7E3	Yes	Yes	PTHR11570	PTHR11570
461	Q03496	O60081	Yes	No	PTHR14387	PTHR14387
462	Q04344	O94586	Yes	Yes	PTHR46648	PTHR46648
463	Q03630	Q9UT70	Yes	Yes	PTHR23249	PTHR23249
464	P41814	Q9HGL4	Yes	Yes	PTHR12945	PTHR12945
465	P32904	Q09865	Yes	No	PTHR11655	PTHR11655
466	P14742	Q09740	Yes	Yes	PTHR10937	PTHR10937
467	P49367	Q9UT74	Yes	Yes	PTHR43822	PTHR43822
468	P38274	P78963	Yes	No	PTHR10738	PTHR10738
469	P47133	O60110	Yes	Yes	PTHR12760	PTHR12760
470	Q12009	Q96WV1	Yes	Yes	PTHR23417	PTHR23417
471	P38121	O74946	Yes	No	PTHR23061	PTHR23061
472	P0CX49	Q8TFH1	Yes	Yes	PTHR10934	PTHR10934
473	P53040	O74462	Yes	Yes	PTHR10221	PTHR10221
474	P25299	O43040	Yes	No	PTHR45735	PTHR45735
475	P36172	O42922	Yes	Yes	PTHR23501	PTHR23501
476	P21954	O14254	Yes	Yes	PTHR11822	PTHR11822
477	P43571	Q9UT41	Yes	Yes	PTHR15495	PTHR15495
478	P32774	O74948	Yes	Yes	PTHR10966	PTHR10966
479	Q04958	Q9USJ4	Yes	Yes	PTHR14226	PTHR14226
480	Q07896	O94288	Yes	Yes	PTHR14428	PTHR14428
481	P0CX37	P05752	Yes	No	PTHR11502	PTHR11502
482	Q12102	O74740	Yes	No	PTHR45922	PTHR45922
483	P00549	Q10208	Yes	Yes	PTHR11817	PTHR11817
484	P38068	Q9Y7N3	Yes	No	PTHR45694	PTHR45694
485	P40486	O43076	Yes	Yes	PTHR12967	PTHR12967
486	P38995	O59666	Yes	Yes	PTHR43520	PTHR43520
487	P25303	O94625	Yes	Yes	PTHR43888	PTHR43888
488	Q12000	Q9USV4	Yes	Yes	PTHR12681	PTHR12681
489	P20604	P36614	Yes	Yes	PTHR45619	PTHR45619
490	P52488	O42939	Yes	Yes	PTHR10953	PTHR10953
491	P51533	P41820	Yes	Yes	PTHR19241	PTHR19241
492	Q12532	Q9USN8	Yes	No	PTHR15239	PTHR15239
493	Q08204	O13710	Yes	No	PTHR45916	PTHR45916
494	P35728	O94264	Yes	Yes	PTHR15439	PTHR15439
495	P38860	Q9UT06	Yes	Yes	PTHR11702	PTHR11702
496	P53873	O59762	Yes	No	PTHR13211	PTHR13211
497	P53861	O59671	Yes	No	PTHR15141	PTHR15141
498	Q12204	P87109	Yes	No	PTHR23509	PTHR23509
499	P40215	O14121	Yes	Yes	PTHR43706	PTHR43706
500	Q03760	O94506	Yes	No		
501	Q07807	O94462	Yes	No	PTHR12537	PTHR12537
502	P52891	Q10331	Yes	Yes	PTHR13003	PTHR13003
503	Q06592	P79081	Yes	No	PTHR10545	PTHR10545
504	P38921	Q10442	Yes	No	PTHR45667	PTHR45667
505	P38615	Q10452	Yes	Yes	PTHR24057	PTHR24057
506	P20435	P36595	Yes	Yes	PTHR47227	PTHR47227
507	Q12518	O74423	Yes	No	PTHR12276	PTHR12276
508	P53961	Q9Y7L7	Yes	No	PTHR15231	PTHR15231
509	Q06346	O13994	Yes	No	PTHR28077	PTHR28077
510	Q12520	Q8WZJ9	Yes	Yes	PTHR10778	PTHR10778
511	Q01217	P31318	Yes	Yes	PTHR23342	PTHR23342
512	P32643	Q9UTA9	Yes	No	PTHR44942	PTHR42912
513	Q05568	Q9UUF0	Yes	No	PTHR23350	PTHR23350
514	Q99312	O14349	Yes	Yes	PTHR28213	PTHR28213
515	P0CX31	O13784	Yes	No	PTHR10496	PTHR10496
516	P40045	Q9UTS6	Yes	No		PTHR21255
517	P49687	Q9UTK4	Yes	Yes	PTHR23198	PTHR23198
518	P0CT04	O74989	Yes	No	PTHR28288	PTHR28288
519	P33313	O13754	Yes	Yes	PTHR46035	PTHR46035
520	P23542	O42652	Yes	Yes	PTHR11879	PTHR11879
521	Q12074	Q09741	Yes	Yes	PTHR11558	PTHR11558
522	P53832	P87179	Yes	No	PTHR15549	PTHR16861
523	Q00381	Q9Y7L6	Yes	Yes	PTHR11753	PTHR11753
524	Q12692	P48003	Yes	Yes	PTHR23430	PTHR23430
525	P07259	Q09794	Yes	Yes	PTHR11405	PTHR11405
526	P38211	Q09712	Yes	Yes	PTHR12468	PTHR12468
527	P47068	O42854	Yes	No	PTHR31802	PTHR15175
528	P38913	O74841	Yes	No	PTHR23293	PTHR23293
529	P39988	O74860	Yes	No	PTHR10534	PTHR10534
530	Q8J0M4	O14068	Yes	No	PTHR28023	PTHR28023
531	P06777	P36617	Yes	Yes	PTHR10150	PTHR10150
532	P39984	O94244	Yes	Yes	PTHR22850	PTHR22850
533	P25582	O42832	Yes	Yes	PTHR10920	PTHR10920
534	P25625	Q9P6N9	Yes	Yes	PTHR13148	PTHR13148
535	Q06686	Q9P7F9	Yes	No	PTHR12483	PTHR12483
536	Q12080	Q9UUI4	Yes	No	PTHR14211	PTHR14211
537	Q03940	Q9C0X6	Yes	Yes	PTHR11093	PTHR11093
538	Q99321	Q09790	Yes	Yes	PTHR12629	PTHR12629
539	P40350	O60061	Yes	Yes	PTHR10859	PTHR10859
540	P40161	Q92348	Yes	No	PTHR45849	PTHR45849
541	P01123	P11620	Yes	Yes	PTHR24073	PTHR24073
542	P39980	O74395	Yes	No	PTHR23501	PTHR23501
543	P21243	O94517	Yes	Yes	PTHR11599	PTHR11599
544	P36521	Q09724	Yes	No	PTHR11560	PTHR11560
545	P47130	O13873	Yes	No	PTHR12732	PTHR12732
546	P15565	Q9P804	Yes	Yes	PTHR10631	PTHR10631
547	P53934	Q9Y7J3	Yes	Yes	PTHR12303	PTHR12303
548	P39517	Q09181	Yes	Yes	PTHR47960	PTHR47960
549	Q03289	Q9C0W9	Yes	No	PTHR22883	PTHR22883
550	P31755	Q9UTR6	Yes	No	PTHR31834	PTHR31834
551	P53901	O94701	Yes	No	PTHR47052	PTHR32246
552	P25586	O74777	Yes	Yes	PTHR12581	PTHR12581
553	P48363	Q10143	Yes	Yes	PTHR12409	PTHR12409
554	Q03981	Q9UUJ7	Yes	No	PTHR15350	PTHR15350
555	P0CX41	P0CT60	Yes	Yes	PTHR11761	PTHR11761
556	P38985	Q9P372	Yes	No	PTHR12013	PTHR12013
557	P52893	Q10334	Yes	No	PTHR11751	PTHR11751
558	P40088	Q09919	Yes	Yes	PTHR31632	PTHR31632
559	Q3E840	Q9UT33	Yes	Yes	PTHR21454	PTHR21454
560	P38345	C6Y4C4	Yes	No	PTHR28524	PTHR28524
561	P38793	Q8TFG7	Yes	Yes	PTHR23245	PTHR23245
562	P38248	O74411	Yes	Yes	PTHR31018	PTHR31018
563	P32566	O14362	Yes	No	PTHR47432	PTHR47432
564	Q01855	Q9UTQ6	Yes	Yes	PTHR11880	PTHR11880
565	P09733	P04688	Yes	Yes	PTHR11588	PTHR11588
566	Q07534	Q9P6N6	Yes	Yes	PTHR46181	PTHR46181
567	P33339	O74458	Yes	Yes	PTHR23082	PTHR23082
568	P39078	P50999	Yes	Yes	PTHR11353	PTHR11353
569	P22579	Q09750	Yes	No	PTHR12346	PTHR12346
570	Q02784	Q9HDW8	Yes	Yes	PTHR10293	PTHR10293
571	Q02648	O74516	Yes	Yes	PTHR21210	PTHR21210
572	P32383	P40977	Yes	Yes	PTHR10336	PTHR10336
573	P32914	Q9P7K8	Yes	Yes	PTHR12882	PTHR12882
574	Q03761	O13722	Yes	No	PTHR12264	PTHR12264
575	P53010	Q09798	Yes	Yes	PTHR15728	PTHR15728
576	P07273	P49373	Yes	Yes	PTHR11477	PTHR11477
577	P38817	P87157	Yes	Yes	PTHR47180	PTHR47180
578	Q12697	O74431	Yes	Yes	PTHR45630	PTHR45630
579	Q05635	O94627	Yes	No		PTHR13383
580	P40107	Q9UTK8	Yes	Yes	PTHR11132	PTHR11132
581	P53904	Q10235	Yes	Yes		PTHR18916
582	P32178	O13739	Yes	Yes	PTHR21145	PTHR21145
583	P46996	O13714	Yes	No	PTHR23507	PTHR23507
584	P00812	Q10066	Yes	Yes	PTHR43782	PTHR43782
585	P32264	O13810	Yes	Yes	PTHR43654	PTHR43654
586	P47150	O13744	Yes	No	PTHR11205	PTHR11205
587	P40529	Q9UT34	Yes	No	PTHR45705	PTHR45705
588	Q03262	O74478	Yes	Yes	PTHR45745	PTHR45745
589	P16862	O42938	Yes	Yes	PTHR13697	PTHR13697
590	Q05521	Q9UUA6	Yes	Yes	PTHR10165	PTHR10165
591	P00560	O60101	Yes	Yes	PTHR11406	PTHR11406
592	P53937	O59772	Yes	Yes	PTHR10871	PTHR10871
593	P53916	O94526	Yes	No	PTHR12305	PTHR12305
594	P08425	O74952	Yes	Yes	PTHR11538	PTHR11538
595	P36039	Q9P787	Yes	Yes	PTHR13116	PTHR13116
596	P40557	P87178	Yes	No	PTHR45672	PTHR46426
597	Q12483	O94663	Yes	Yes	PTHR12806	PTHR12806
598	P25502	O14130	Yes	No	PTHR47424	PTHR46910
599	P36095	O14296	Yes	Yes	PTHR10476	PTHR10476
600	P40040	O74871	Yes	No	PTHR46551	PTHR46551
601	P54885	Q9UT44	Yes	Yes	PTHR11063	PTHR11063
602	P07277	Q09780	Yes	Yes	PTHR43290	PTHR43290
603	P04806	Q09756	Yes	No	PTHR19443	PTHR19443
604	Q02981	Q9P7M0	Yes	Yes	PTHR45890	PTHR45890
605	P09201	P09202	Yes	Yes	PTHR11556	PTHR11556
606	P41695	O94751	Yes	No	PTHR14030	PTHR14030
607	P28240	Q9P6J1	Yes	Yes	PTHR21631	PTHR21631
608	P38753	O74749	Yes	Yes	PTHR45929	PTHR45929
609	P30665	P29458	Yes	Yes	PTHR11630	PTHR11630
610	Q12488	Q9P7X6	Yes	Yes	PTHR12914	PTHR12914
611	P43588	P41878	Yes	Yes	PTHR10410	PTHR10410
612	Q04868	O74385	Yes	No	PTHR16184	PTHR16184
613	Q05791	Q9P7N5	Yes	Yes	PTHR15323	PTHR15323
614	P38170	Q9Y7R3	Yes	Yes	PTHR13108	PTHR13108
615	P47156	Q9US53	Yes	No	PTHR10694	PTHR10694
616	P39007	O94335	Yes	Yes	PTHR13872	PTHR13872
617	P15274	P50998	Yes	No	PTHR11359	PTHR11359
618	P07258	O60060	Yes	Yes	PTHR11405	PTHR11405
619	P32657	O14139	Yes	Yes	PTHR45623	PTHR45623
620	P40150	Q10284	Yes	Yes	PTHR19375	PTHR19375
621	P28005	Q9UU90	Yes	Yes	PTHR10993	PTHR15441
622	P38889	O14283	Yes	No	PTHR10015	PTHR10015
623	P23369	Q9UUJ5	Yes	Yes	PTHR28041	PTHR28041
624	P38861	Q09817	Yes	Yes	PTHR12746	PTHR12746
625	Q12109	Q09692	Yes	Yes	PTHR10055	PTHR10055
626	P31384	O74874	Yes	No	PTHR12121	PTHR12121
627	P09950	O14092	Yes	No	PTHR13693	PTHR13693
628	P40454	O36016	Yes	Yes	PTHR10012	PTHR10012
629	P12689	O94623	Yes	No	PTHR45990	PTHR45990
630	Q07951	Q9C0X2	Yes	No		PTHR31051
631	P09798	P41889	Yes	No	PTHR12558	PTHR12558
632	P47122	O42906	Yes	Yes	PTHR21231	PTHR21231
633	P40968	O43071	Yes	Yes	PTHR43979	PTHR43979
634	P41800	O74368	Yes	No	PTHR13466	PTHR13466
635	P38112	O74393	Yes	Yes	PTHR24031	PTHR24031
636	Q03976	Q09705	Yes	No	PTHR13490	PTHR13490
637	P04819	P12000	Yes	Yes	PTHR45674	PTHR45674
638	P33750	O74340	Yes	Yes	PTHR22851	PTHR22851
639	Q04418	O43088	Yes	No		
640	P29056	Q9P6R0	Yes	Yes	PTHR11618	PTHR11618
641	Q03088	Q09894	Yes	No	PTHR21708	PTHR21708
642	P07276	P28706	Yes	No	PTHR16171	PTHR16171
643	P53163	Q9USJ9	Yes	Yes	PTHR45987	PTHR45987
644	Q12003	Q10078	Yes	Yes	PTHR45998	PTHR45998
645	P38711	O74330	Yes	Yes	PTHR11594	PTHR11594
646	P53140	O94615	Yes	No		
647	P38264	O42940	Yes	Yes	PTHR28112	PTHR28112
648	Q06440	O13923	Yes	No	PTHR10856	PTHR10856
649	Q08685	Q10299	Yes	Yes	PTHR12755	PTHR12755
650	P38604	Q10231	Yes	Yes	PTHR11764	PTHR11764
651	P47141	O42919	Yes	Yes	PTHR43595	PTHR43595
652	Q12116	Q9HDY3	Yes	Yes	PTHR10383	PTHR10383
653	P12753	Q9UTJ8	Yes	No	PTHR18867	PTHR18867
654	P22213	O74534	Yes	Yes	PTHR11679	PTHR11679
655	P47110	P30261	Yes	No		PTHR17598
656	P32454	Q9USX1	Yes	Yes	PTHR11533	PTHR11533
657	P04801	P87144	Yes	Yes	PTHR11451	PTHR11451
658	Q08954	Q9UTP4	Yes	No	PTHR47417	PTHR47417
659	Q06090	Q9UUC8	Yes	Yes	PTHR21396	PTHR21396
660	Q08742	Q10215	Yes	Yes	PTHR44086	PTHR44086
661	P08678	P14605	Yes	No	PTHR48051	PTHR45752
662	P47045	O94624	Yes	No	PTHR12358	PTHR12358
663	P22936	P50525	Yes	Yes	PTHR21445	PTHR21445
664	Q04949	Q9P3W4	Yes	No		PTHR12688
665	P47013	Q9P6N5	Yes	No	PTHR14969	PTHR14969
666	P53101	O94350	Yes	Yes	PTHR11808	PTHR11808
667	Q12440	Q874R3	Yes	No	PTHR45957	PTHR45957
668	P33893	Q9UT77	Yes	Yes	PTHR11659	PTHR11659
669	Q08193	O13692	Yes	No	PTHR31468	PTHR31468
670	Q08601	O74477	Yes	Yes	PTHR48104	PTHR48104
671	P38315	Q76PC4	Yes	No	PTHR28020	PTHR15430
672	P36101	O13861	Yes	Yes	PTHR43267	PTHR43267
673	P35691	Q10344	Yes	Yes	PTHR11991	PTHR11991
674	P53859	O59821	Yes	No	PTHR12686	PTHR12686
675	P28584	P47946	Yes	No	PTHR31064	PTHR31064
676	Q12386	Q9US07	Yes	No	PTHR11937	PTHR11937
677	P53886	Q9URV2	Yes	No	PTHR12827	PTHR12827
678	P42945	O60179	Yes	No	PTHR13457	PTHR13457
679	P32361	O94537	Yes	No	PTHR13954	PTHR13954
680	P40483	Q9US12	Yes	Yes	PTHR21054	PTHR21054
681	P40312	Q9USM6	Yes	No	PTHR19359	PTHR19359
682	P31385	Q9P7M1	Yes	No	PTHR21964	PTHR21964
683	P38851	O13818	Yes	No	PTHR14248	PTHR14248
684	P22007	O13782	Yes	Yes	PTHR11774	PTHR11774
685	P39968	O43028	Yes	Yes	PTHR47249	PTHR47249
686	P27999	O74635	Yes	Yes	PTHR11239	PTHR11239
687	P28273	Q10094	Yes	Yes	PTHR11365	PTHR11365
688	P28273	Q10093	Yes	Yes	PTHR11365	PTHR11365
689	P47134	O14064	Yes	No	PTHR46771	PTHR10044
690	P40471	Q09851	Yes	Yes	PTHR44169	PTHR44169
691	P16649	Q09715	Yes	No	PTHR44156	PTHR22847
692	P42943	P87153	Yes	Yes	PTHR11353	PTHR11353
693	P40467	O60130	Yes	No	PTHR47540	PTHR46910
694	P08456	O94584	Yes	Yes	PTHR14269	PTHR14269
695	P04050	P36594	Yes	Yes	PTHR19376	PTHR19376
696	P38624	O43063	Yes	Yes	PTHR11599	PTHR11599
697	P54781	O13820	Yes	Yes	PTHR24286	PTHR24286
698	P38075	Q9UTQ1	Yes	Yes	PTHR10851	PTHR10851
699	P80428	Q9P7X7	Yes	Yes	PTHR11937	PTHR11937
700	Q03956	O74387	Yes	No	PTHR13618	PTHR13618
701	P23797	Q9HDW9	Yes	Yes	PTHR12993	PTHR12993
702	P53303	O13724	Yes	Yes	PTHR10876	PTHR10876
703	P32452	O14361	Yes	Yes	PTHR21022	PTHR21022
704	Q01163	O59677	Yes	No	PTHR12810	PTHR12810
705	Q06058	O14119	Yes	No		PTHR21212
706	P33298	O74894	Yes	Yes	PTHR23073	PTHR23073
707	P47076	Q9C0Z9	Yes	Yes	PTHR15561	PTHR15561
708	P06105	O59810	Yes	Yes	PTHR10627	PTHR10627
709	P09938	P36603	Yes	Yes	PTHR23409	PTHR23409
710	Q12748	P87227	Yes	No		PTHR48208
711	Q05498	O13610	Yes	Yes	PTHR12416	PTHR12416
712	P32629	O74745	Yes	No	PTHR43083	PTHR43083
713	P32337	O74476	Yes	Yes	PTHR10527	PTHR10527
714	P14906	Q9HGN7	Yes	Yes	PTHR24075	PTHR24075
715	P40987	Q10197	Yes	No	PTHR12658	PTHR12658
716	Q12496	Q10068	Yes	Yes	PTHR43016	PTHR43016
717	P27515	O74427	Yes	Yes	PTHR10285	PTHR10285
718	P38713	O13944	Yes	No	PTHR10972	PTHR10972
719	P36534	O14178	Yes	No	PTHR12903	PTHR12903
720	Q02354	O60188	Yes	No	PTHR23271	PTHR23271
721	Q10740	O94544	Yes	Yes	PTHR45726	PTHR45726
722	Q12322	Q9HDZ3	Yes	No	PTHR11075	PTHR11075
723	P40970	Q09925	Yes	Yes	PTHR13693	PTHR13693
724	Q12177	Q9Y7K4	Yes	Yes	PTHR48079	PTHR48079
725	P04037	P79010	Yes	Yes	PTHR10122	PTHR10122
726	P54860	Q9HE05	Yes	Yes	PTHR13931	PTHR13931
727	P53091	P49731	Yes	Yes	PTHR11630	PTHR11630
728	P33333	Q9US20	Yes	Yes	PTHR10434	PTHR10434
729	P43553	O13657	Yes	No	PTHR21535	PTHR21535
730	Q04048	Q9P7R9	Yes	Yes	PTHR11246	PTHR11246
731	Q12424	P87122	Yes	No	PTHR12266	PTHR12266
732	P40395	O42656	Yes	No	PTHR22746	PTHR22746
733	P38318	Q9USW4	Yes	Yes	PTHR12778	PTHR12778
734	P24521	Q9UT88	Yes	Yes	PTHR31814	PTHR31814
735	P53153	O60168	Yes	Yes	PTHR12302	PTHR12302
736	Q06696	O43038	Yes	Yes	PTHR13128	PTHR13128
737	P32784	Q9P7P0	Yes	Yes	PTHR31605	PTHR31605
738	Q02892	O94659	Yes	Yes	PTHR45759	PTHR45759
739	P21592	Q9Y7Y4	Yes	No	PTHR43448	PTHR43448
740	Q04081	O94257	Yes	Yes	PTHR13600	PTHR13600
741	P05756	P28189	Yes	Yes	PTHR11885	PTHR11885
742	P53622	Q96WV5	Yes	Yes	PTHR19876	PTHR19876
743	P36048	O94316	Yes	Yes	PTHR42908	PTHR42908
744	P36008	P40921	Yes	No	PTHR43986	PTHR43986
745	P53925	O13912	Yes	No	PTHR43139	PTHR43139
746	P40472	Q9UR09	Yes	No	PTHR31316	PTHR31316
747	Q12358	B5BP48	Yes	Yes	PTHR30468	PTHR30468
748	P39079	O94515	Yes	Yes	PTHR11353	PTHR11353
749	Q07648	O14274	Yes	Yes	PTHR10472	PTHR10472
750	Q99207	O43051	Yes	Yes	PTHR23183	PTHR23183
751	P38247	Q9Y7J2	Yes	No		PTHR13323
752	P38805	O14180	Yes	Yes	PTHR22734	PTHR22734
753	Q06096	O74990	Yes	No	PTHR24016	PTHR24016
754	Q12461	Q9P7H4	Yes	Yes	PTHR10012	PTHR10012
755	P53331	O94443	Yes	Yes	PTHR12801	PTHR12801
756	Q06116	Q6LA55	Yes	No	PTHR15678	PTHR15678
757	P40087	Q10256	Yes	Yes	PTHR12917	PTHR12917
758	P36173	Q92341	Yes	No	PTHR23501	PTHR23501
759	P36146	O42936	Yes	No	PTHR15002	PTHR15002
760	P38523	O43047	Yes	Yes	PTHR21237	PTHR21237
761	P32466	O74849	Yes	No	PTHR48022	PTHR48022
762	Q08826	O94291	Yes	Yes	PTHR45963	PTHR45963
763	P38716	O42851	Yes	Yes	PTHR11808	PTHR11808
764	P54837	O13946	Yes	Yes	PTHR22811	PTHR22811
765	P33416	O74402	Yes	Yes	PTHR11638	PTHR11638
766	P43544	Q9UTE4	Yes	No	PTHR31559	PTHR31559
767	Q05788	Q9UTG1	Yes	Yes	PTHR11904	PTHR11904
768	P32899	O13835	Yes	Yes	PTHR11831	PTHR11831
769	P18410	Q9USQ0	Yes	No	PTHR28249	PTHR20996
770	P53953	Q9UUI5	Yes	Yes	PTHR13803	PTHR13803
771	P38922	Q9P3U1	Yes	No	PTHR23003	PTHR23003
772	Q06344	O74828	Yes	Yes	PTHR12202	PTHR12202
773	P33753	Q09833	Yes	Yes	PTHR11061	PTHR11061
774	P33297	O14126	Yes	Yes	PTHR23073	PTHR23073
775	P27466	Q9P7I2	Yes	No	PTHR24347	PTHR24347
776	P47069	Q09825	Yes	No	PTHR12911	PTHR12911
777	Q06436	O94271	Yes	No	PTHR12983	PTHR12983
778	P38968	O13637	Yes	Yes	PTHR13923	PTHR13923
779	P53261	O60164	Yes	Yes	PTHR12221	PTHR12221
780	P14540	P36580	Yes	Yes	PTHR30559	PTHR30559
781	P36078	O14033	Yes	Yes	PTHR28082	PTHR28082
782	P38127	Q9P6L7	Yes	Yes	PTHR45829	PTHR45829
783	Q07381	O13956	Yes	Yes	PTHR12858	PTHR12858
784	Q08220	P35669	Yes	Yes	PTHR11130	PTHR11130
785	P25568	Q09812	Yes	Yes	PTHR23519	PTHR23519
786	P39073	O13958	Yes	No	PTHR24056	PTHR24056
787	Q08930	Q09874	Yes	No	PTHR18063	PTHR18063
788	Q06819	P87215	Yes	Yes	PTHR12052	PTHR12052
789	P07991	Q9P7L5	Yes	Yes	PTHR11986	PTHR11986
790	P38120	O14006	Yes	Yes	PTHR21569	PTHR21569
791	Q12674	Q9UT43	Yes	No	PTHR24092	PTHR24092
792	P25491	O74752	Yes	Yes	PTHR43888	PTHR43888
793	P40958	O14417	Yes	Yes	PTHR11842	PTHR11842
794	P25574	O13981	Yes	No	PTHR21573	PTHR21573
795	P40012	Q10062	Yes	Yes	PTHR42923	PTHR42923
796	P34110	O74552	Yes	Yes	PTHR11099	PTHR11099
797	P38164	Q09866	Yes	No	PTHR16453	PTHR16453
798	P46944	O94731	Yes	No		PTHR12975
799	P40078	Q9UU79	Yes	Yes	PTHR12642	PTHR12642
800	P42826	Q9C0U6	Yes	Yes	PTHR10196	PTHR10196
801	Q12181	O94613	Yes	Yes	PTHR19384	PTHR19384
802	P53202	Q09760	Yes	Yes	PTHR11932	PTHR11932
803	P20606	Q01475	Yes	Yes	PTHR45684	PTHR45684
804	Q06892	Q9UT98	Yes	Yes	PTHR20275	PTHR20275
805	P07274	P39825	Yes	Yes	PTHR11604	PTHR11604
806	P15442	Q9HGN1	Yes	Yes	PTHR11042	PTHR11042
807	P32476	Q9C1W3	Yes	Yes	PTHR10835	PTHR10835
808	Q07979	Q10412	Yes	No	PTHR24341	PTHR24341
809	P47108	Q09804	Yes	No	PTHR15682	PTHR15682
810	P47158	Q09929	Yes	No	PTHR22602	PTHR22602
811	P38217	O14089	Yes	Yes	PTHR10527	PTHR10527
812	P15891	Q9P7E8	Yes	No	PTHR10829	PTHR10829
813	Q06106	O13620	Yes	No	PTHR23003	PTHR23147
814	Q08817	O94294	Yes	No		PTHR16083
815	Q04869	O13991	Yes	No	PTHR42840	PTHR43708
816	P12611	Q9P7D3	Yes	No	PTHR13384	PTHR13384
817	P40961	Q9P7H3	Yes	Yes	PTHR23222	PTHR23222
818	P32378	Q10252	Yes	Yes	PTHR11048	PTHR11048
819	P32861	P78811	Yes	Yes	PTHR43511	PTHR43511
820	P53540	Q9USQ2	Yes	No	PTHR19302	PTHR19302
821	P38765	Q8NIL3	Yes	Yes	PTHR13774	PTHR13774
822	P17255	P31406	Yes	No	PTHR43607	PTHR43607
823	P50112	Q10196	Yes	Yes	PTHR28154	PTHR28154
824	Q04511	Q9P7W4	Yes	No	PTHR14381	PTHR10223
825	Q08032	O74113	Yes	Yes	PTHR10507	PTHR10507
826	P32767	Q09796	Yes	No	PTHR12363	PTHR12363
827	P38111	Q02099	Yes	Yes	PTHR11139	PTHR11139
828	Q04370	Q8TFH8	Yes	Yes	PTHR12888	PTHR12888
829	Q08683	Q9P4W7	Yes	No	PTHR12830	PTHR12830
830	P22580	Q8TFF9	Yes	Yes	PTHR46072	PTHR46072
831	P40066	P41838	Yes	Yes	PTHR10971	PTHR10971
832	P38332	O74865	Yes	Yes	PTHR46042	PTHR46042
833	Q12220	P87177	Yes	Yes	PTHR19853	PTHR19853
834	P25355	Q09888	Yes	No	PTHR13255	PTHR13255
835	P32523	O14011	Yes	No	PTHR43995	PTHR43995
836	P38920	Q9P7W6	Yes	Yes	PTHR10073	PTHR10073
837	P31376	Q10210	Yes	No	PTHR28108	PTHR28108
838	P50111	O14100	Yes	No	PTHR28089	PTHR28089
839	P40989	Q10287	Yes	Yes	PTHR12741	PTHR12741
840	P40989	Q9P377	Yes	Yes	PTHR12741	PTHR12741
841	P53968	Q09838	Yes	No		PTHR24393
842	P36120	O60173	Yes	Yes	PTHR24031	PTHR24031
843	P35210	O13987	Yes	No	PTHR24180	PTHR23335
844	P40581	O59858	Yes	Yes	PTHR11592	PTHR11592
845	Q02783	P87149	Yes	Yes	PTHR13890	PTHR13890
846	Q02206	Q09948	Yes	No	PTHR16062	PTHR16062
847	P17423	O43056	Yes	Yes	PTHR20861	PTHR20861
848	Q6Q547	Q9P7M5	Yes	Yes	PTHR13305	PTHR13305
849	P39013	Q9USZ7	Yes	Yes	PTHR11216	PTHR11216
850	Q06624	P79064	Yes	Yes	PTHR10953	PTHR10953
851	Q03786	Q10242	Yes	Yes	PTHR43442	PTHR43442
852	P40554	Q9P3U9	Yes	Yes	PTHR14986	PTHR14986
853	P39706	O42858	Yes	Yes	PTHR44040	PTHR44040
854	P37366	P36613	Yes	No	PTHR10026	PTHR10026
855	Q92331	Q9C0U7	Yes	No	PTHR10555	PTHR10555
