	prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
1302	Q96KG7	Q9W0A0	Yes	Yes	PTHR24035	PTHR24035
1303	P07237	P54399	Yes	Yes	PTHR18929	PTHR18929
1304	P48739	A0A0B4KGG5	Yes	Yes	PTHR10658	PTHR10658
1305	Q9Y496	Q9VRK9	Yes	Yes	PTHR24115	PTHR24115
1306	P42285	Q9Y134	Yes	Yes	PTHR12131	PTHR12131
1307	Q8IY84	Q9VPW3	Yes	No	PTHR24343	PTHR24343
1308	P08246	Q9VEM5	Yes	No	PTHR24257	PTHR24260
1309	Q9BTE3	Q9VM60	Yes	Yes	PTHR13489	PTHR13489
1310	Q8TCJ2	Q9XZ53	Yes	Yes	PTHR13872	PTHR13872
1311	Q9NVS9	Q9VHZ5	Yes	Yes	PTHR10851	PTHR10851
1312	Q5VZY2	Q8IGV3	Yes	No	PTHR10165	PTHR10165
1313	Q13630	Q9W1X8	Yes	Yes	PTHR43238	PTHR43238
1314	Q9P0J0	Q9W402	Yes	Yes	PTHR12966	PTHR12966
1315	Q9HB71	Q9W3Y3	Yes	Yes	PTHR13164	PTHR13164
1316	P61201	Q94899	Yes	Yes	PTHR10678	PTHR10678
1317	O95255	Q7KTC0	Yes	Yes	PTHR24223	PTHR24223
1318	Q9NTI2	B7YZF8	Yes	Yes	PTHR24092	PTHR24092
1319	Q9UI26	Q7K0Q2	Yes	Yes	PTHR10997	PTHR10997
1320	P14618	O62619	Yes	Yes	PTHR11817	PTHR11817
1321	O15379	Q7KTS4	Yes	Yes	PTHR48252	PTHR48252
1322	O00258	Q8T481	Yes	Yes	PTHR42650	
1323	P14868	Q7K0E6	Yes	Yes	PTHR43450	PTHR43450
1324	P49756	Q9V3Y5	Yes	No	PTHR18806	PTHR18806
1325	Q6NVV7	Q9VHN3	Yes	No	PTHR31849	PTHR31849
1326	Q9Y2R9	Q9VKX4	Yes	No	PTHR11205	PTHR11205
1327	O60508	Q9VD52	Yes	Yes	PTHR43979	PTHR43979
1328	Q96P47	Q9NGC3	Yes	Yes	PTHR45819	PTHR45819
1329	P35249	Q9VX15	Yes	Yes	PTHR11669	PTHR11669
1330	Q6IAN0	Q9Y140	Yes	Yes	PTHR44196	PTHR44196
1331	Q9NYU2	Q09332	Yes	Yes	PTHR11226	PTHR11226
1332	P55210	O01382	Yes	Yes	PTHR10454	PTHR10454
1333	P48380	A0A0B4K653	Yes	No	PTHR12619	PTHR12619
1334	O00203	Q9W4K1	Yes	No	PTHR11134	PTHR11134
1335	P11766	P46415	Yes	Yes	PTHR43880	PTHR43880
1336	Q53H82	Q9VLS9	Yes	Yes	PTHR23131	PTHR23131
1337	Q86XA9	A0A0B4KGF6	Yes	Yes	PTHR21663	PTHR21663
1338	Q9Y5Z9	Q9V3R8	Yes	Yes	PTHR13929	PTHR13929
1339	Q9BY77	Q9VWQ6	Yes	No	PTHR19965	PTHR19965
1340	Q13561	Q7K2D2	Yes	Yes	PTHR15346	PTHR15346
1341	Q9UPX0	Q967D7	Yes	No	PTHR12231	PTHR10075
1342	P21589	Q8SZY4	Yes	Yes	PTHR11575	PTHR11575
1343	Q06330	P28159	Yes	Yes	PTHR10665	PTHR10665
1344	Q68CQ4	Q9W1G1	Yes	No	PTHR12933	PTHR12933
1345	P62191	P48601	Yes	Yes	PTHR23073	PTHR23073
1346	Q8NEW0	Q9VGS1	Yes	Yes	PTHR45755	PTHR45755
1347	Q9Y5W5	Q9W3W5	Yes	No	PTHR14949	PTHR14949
1348	Q9UKE5	Q9W002	Yes	No	PTHR48015	PTHR48015
1349	Q9NPF4	Q9VV41	Yes	Yes	PTHR11735	PTHR11735
1350	Q9UKM7	Q9VAP8	Yes	No	PTHR11742	PTHR11742
1351	P38919	Q9VHS8	Yes	Yes	PTHR47958	PTHR47958
1352	Q96D46	O46050	Yes	Yes	PTHR12746	PTHR12746
1353	Q8IY18	Q8IPT2	Yes	Yes	PTHR45916	PTHR45916
1354	Q5T653	Q9VTF8	Yes	No	PTHR13691	PTHR13691
1355	Q9NPD3	Q9VK19	Yes	Yes	PTHR11953	PTHR11953
1356	Q9BYC9	Q9VU36	Yes	Yes	PTHR10986	PTHR10986
1357	Q96MW5	Q9VKH0	Yes	Yes	PTHR21311	PTHR21311
1358	Q9Y3C1	Q9V9U9	Yes	Yes	PTHR13243	PTHR13243
1359	Q8WV74	Q9VY79	Yes	No	PTHR12992	PTHR12992
1360	Q9UQ80	Q9VRP2	Yes	Yes	PTHR10804	PTHR10804
1361	P78357	Q94887	Yes	No	PTHR15036	PTHR15036
1362	A6NK89	Q9W0U4	Yes	No	PTHR15286	PTHR15286
1363	Q9Y6N6	P15215	Yes	Yes	PTHR24035	PTHR10574
1364	Q9Y2L1	Q9VC93	Yes	Yes	PTHR23355	PTHR23355
1365	O95571	Q86PD3	Yes	Yes	PTHR43084	PTHR43084
1366	P23434	Q9U616	Yes	Yes	PTHR11715	PTHR11715
1367	P46782	Q24186	Yes	Yes	PTHR11205	PTHR11205
1368	Q92664	Q9VXB4	Yes	No	PTHR46179	PTHR24409
1369	P12004	P17917	Yes	Yes	PTHR11352	PTHR11352
1370	P51659	Q9VXJ0	Yes	Yes	PTHR13078	PTHR13078
1371	Q8N465	Q7K511	Yes	Yes	PTHR43716	PTHR43716
1372	Q9UBX3	Q9VDM3	Yes	No	PTHR45618	PTHR45618
1373	P22676	P41044	Yes	Yes	PTHR19972	PTHR19972
1374	Q13485	O62609	Yes	No	PTHR13703	PTHR13703
1375	Q9BYT1	Q9VQZ7	Yes	Yes	PTHR11662	PTHR11662
1376	Q9UH36	Q9VEB5	Yes	No	PTHR28626	PTHR28626
1377	P48637	Q86B44	Yes	No	PTHR11130	PTHR11130
1378	Q13526	P54353	Yes	Yes	PTHR10657	PTHR10657
1379	P30519	Q9VGJ9	Yes	No	PTHR10720	PTHR10720
1380	P49888	Q9VHH0	Yes	No	PTHR11783	PTHR11783
1381	Q53GS7	Q9V4W1	Yes	No	PTHR12960	PTHR12960
1382	Q9UHF3	Q9I7K4	Yes	No	PTHR13947	PTHR13947
1383	P40926	Q9VEB1	Yes	Yes	PTHR11540	PTHR11540
1384	Q8N336	Q9VI65	Yes	No	PTHR12771	PTHR12771
1385	Q96DM3	Q9VRX1	Yes	Yes	PTHR12897	PTHR12897
1386	Q13217	Q9VHA8	Yes	Yes	PTHR44140	PTHR44140
1387	Q969G6	O76206	Yes	Yes	PTHR22749	PTHR22749
1388	Q9UJX2	Q9I7L8	Yes	Yes	PTHR12558	PTHR12558
1389	Q14554	Q9VJZ1	Yes	Yes	PTHR45672	PTHR45672
1390	P07942	P11046	Yes	Yes	PTHR24035	PTHR10574
1391	Q71DI3	P02299	Yes	Yes	PTHR11426	PTHR11426
1392	O60308	Q9VIU5	Yes	Yes	PTHR13371	PTHR13371
1393	Q9Y305	Q9V9W5	Yes	No	PTHR12655	PTHR12655
1394	P16298	Q27889	Yes	Yes	PTHR45673	PTHR45673
1395	P53990	Q9VRY6	Yes	No	PTHR12161	PTHR12161
1396	P23921	P48591	Yes	Yes	PTHR11573	PTHR11573
1397	P51948	Q7KPG8	Yes	Yes	PTHR12683	PTHR12683
1398	P82979	Q9VHC8	Yes	Yes	PTHR46551	PTHR46551
1399	Q00403	P29052	Yes	Yes	PTHR11618	PTHR11618
1400	Q9UJQ1	Q8IQV4	Yes	No	PTHR11506	PTHR11506
1401	Q9H9Y6	P20028	Yes	Yes	PTHR20856	PTHR20856
1402	P61088	P35128	Yes	Yes	PTHR24068	PTHR24068
1403	Q330K2	Q9VYS5	Yes	Yes	PTHR21181	PTHR21181
1404	Q7Z4I7	Q8INQ9	Yes	No	PTHR24210	PTHR24210
1405	Q8WXX5	Q9VGR7	Yes	Yes	PTHR44144	PTHR44144
1406	P32969	P50882	Yes	Yes	PTHR11655	PTHR11655
1407	O00754	Q8IPB7	Yes	Yes	PTHR11607	PTHR11607
1408	Q56UN5	B7Z126	Yes	No	PTHR48016	PTHR22974
1409	Q96C36	Q9V3F8	Yes	No	PTHR11645	PTHR11645
1410	P51946	O76513	Yes	Yes	PTHR10026	PTHR10026
1411	P78346	Q9VPM0	Yes	Yes	PTHR13031	PTHR13031
1412	Q01101	Q9V3B8	Yes	No	PTHR15065	PTHR15065
1413	Q9HCL2	Q9Y137	Yes	No	PTHR12563	PTHR12563
1414	A6NM10	Q7KY01	Yes	No	PTHR21191	PTHR21191
1415	Q99807	Q9W3W4	Yes	Yes	PTHR11237	PTHR11237
1416	Q9Y2L5	Q9VW22	Yes	Yes	PTHR12975	PTHR12975
1417	O75312	Q9W379	Yes	Yes	PTHR10876	PTHR10876
1418	P49406	Q9VHN6	Yes	No	PTHR15680	PTHR15680
1419	Q13017	Q9VX32	Yes	No	PTHR46005	PTHR46005
1420	Q15036	Q9VL28	Yes	Yes	PTHR12431	PTHR12431
1421	Q8N3Y7	Q9VR28	Yes	Yes	PTHR24322	PTHR24322
1422	Q96AG3	Q9VXK8	Yes	No	PTHR21252	PTHR21252
1423	Q9H2K2	Q9VBP3	Yes	Yes	PTHR24180	PTHR24180
1424	P07098	Q9VPE9	Yes	No	PTHR11005	PTHR11005
1425	Q13686	Q7KUZ2	Yes	Yes	PTHR16557	PTHR16557
1426	P14314	Q9VJD1	Yes	Yes	PTHR12630	PTHR12630
1427	P47813	Q9VEA1	Yes	Yes	PTHR21668	PTHR21668
1428	Q02790	Q9VL78	Yes	Yes	PTHR10516	PTHR10516
1429	Q9UKT7	A1ZBR6	Yes	No	PTHR16134	PTHR20872
1430	Q9NUM3	Q9V4C6	Yes	Yes	PTHR16133	PTHR16133
1431	Q9Y295	P32234	Yes	Yes	PTHR43127	PTHR43127
1432	Q658L1	Q9VE97	Yes	No	PTHR31516	PTHR31516
1433	Q96L50	Q9VKU0	Yes	Yes	PTHR45752	PTHR45752
1434	Q9UPN6	A8DYK5	Yes	No	PTHR15921	PTHR23140
1435	P38405	P20354	Yes	Yes	PTHR10218	PTHR10218
1436	Q12765	Q9VI64	Yes	No	PTHR12994	PTHR12994
1437	Q16891	P91928	Yes	No	PTHR15415	PTHR15415
1438	P37837	Q9W1G0	Yes	Yes	PTHR10683	PTHR10683
1439	P35443	Q9VM97	Yes	No	PTHR10199	PTHR10199
1440	Q96SU4	A1Z814	Yes	Yes	PTHR10972	PTHR10972
1441	Q9H814	A1Z7P3	Yes	Yes	PTHR13135	PTHR13135
1442	Q8WYA6	Q9VHJ7	Yes	Yes	PTHR14978	PTHR14978
1443	P49354	Q9VR31	Yes	Yes	PTHR11129	PTHR11129
1444	Q8N1B4	Q9VMQ8	Yes	Yes	PTHR14190	PTHR14190
1445	P12081	Q8IQX8	Yes	Yes	PTHR11476	PTHR11476
1446	Q5TBB1	Q9VYA4	Yes	Yes	PTHR13383	PTHR13383
1447	Q9HAF1	Q9VRN3	Yes	No	PTHR13476	PTHR13476
1448	P62487	Q9VFB5	Yes	Yes	PTHR12709	PTHR12709
1449	Q16825	Q9V3V3	Yes	No	PTHR45706	PTHR45706
1450	Q96KQ4	Q86BG1	Yes	No	PTHR24131	PTHR24131
1451	Q96GA3	Q7KN79	Yes	Yes	PTHR21531	PTHR21531
1452	O75110	Q9VK06	Yes	Yes	PTHR24092	PTHR24092
1453	Q9Y2Q0	B7YZF8	Yes	Yes	PTHR24092	PTHR24092
1454	Q5VV42	Q7K4W1	Yes	Yes	PTHR11918	PTHR11918
1455	Q2Y0W8	Q8IPI3	Yes	Yes	PTHR11453	PTHR11453
1456	Q9BXJ7	Q9VPN2	Yes	No	PTHR14995	PTHR14995
1457	O43542	O77135	Yes	No	PTHR46487	PTHR46487
1458	Q5T5Y3	A1ZAU8	Yes	No	PTHR34491	PTHR21595
1459	P50616	Q9VXJ9	Yes	No	PTHR17537	PTHR17537
1460	P61764	Q07327	Yes	Yes	PTHR11679	PTHR11679
1461	Q9H3F6	Q7JZ62	Yes	Yes	PTHR11145	PTHR11145
1462	Q9NZC7	Q9VLU5	Yes	Yes	PTHR24320	PTHR24320
1463	P10109	Q8SZA8	Yes	No	PTHR23426	PTHR23426
1464	Q63HM1	Q9VMC9	Yes	Yes	PTHR23024	PTHR48081
1465	Q9H329	Q9VFU8	Yes	No	PTHR23280	PTHR23280
1466	O75122	Q9NBD7	Yes	No	PTHR21567	PTHR21567
1467	Q8NHS3	Q9VS51	Yes	Yes	PTHR23510	PTHR23510
1468	Q96BW1	M9PHI7	Yes	No	PTHR10285	
1469	O00584	Q9VSC3	Yes	No	PTHR11240	PTHR11240
1470	Q15650	Q9VRA1	Yes	No	PTHR12963	PTHR12963
1471	Q92560	Q7K5N4	Yes	No	PTHR10589	PTHR10589
1472	Q14671	P25822	Yes	No	PTHR12537	PTHR12537
1473	Q16864	Q24583	Yes	Yes	PTHR13861	PTHR13861
1474	P18031	Q9W0G1	Yes	No	PTHR46047	PTHR46047
1475	Q9HD33	Q8T3V6	Yes	Yes	PTHR21183	PTHR21183
1476	Q99567	Q9GYU8	Yes	Yes	PTHR13257	PTHR13257
1477	O15438	Q7KTC0	Yes	Yes	PTHR24223	PTHR24223
1478	O43583	Q9VX98	Yes	Yes	PTHR12789	PTHR12789
1479	P06576	Q05825	Yes	Yes	PTHR15184	PTHR15184
1480	P28331	Q94511	Yes	Yes	PTHR11615	PTHR11615
1481	Q9HAT8	O77237	Yes	Yes	PTHR12098	PTHR12098
1482	Q9NRZ7	D5AEK7	Yes	Yes	PTHR10983	PTHR10983
1483	Q9ULZ9	Q8MPP3	Yes	No	PTHR10201	PTHR10201
1484	Q8N6L1	Q8INQ7	Yes	Yes	PTHR32001	PTHR32001
1485	P62166	Q9VWX8	Yes	No	PTHR23055	PTHR23055
1486	P78356	Q8SXX1	Yes	Yes	PTHR23086	PTHR23086
1487	Q9Y6Z7	Q8IRH8	Yes	No	PTHR24024	PTHR22802
1488	Q9Y5J1	Q9V7P1	Yes	Yes	PTHR18359	PTHR18359
1489	Q92538	A1Z8W8	Yes	Yes	PTHR10663	PTHR10663
1490	O00410	Q9VN44	Yes	Yes	PTHR10527	PTHR10527
1491	A6NFT4	Q9VIY1	Yes	No	PTHR21683	PTHR21683
1492	Q8IWX7	Q9VHW4	Yes	Yes	PTHR45994	PTHR45994
1493	Q13796	A1Z9P3	Yes	No	PTHR15012	PTHR15012
1494	Q13885	Q24560	Yes	Yes	PTHR11588	PTHR11588
1495	Q17RM4	Q9VCV8	Yes	No	PTHR21436	PTHR21436
1496	Q9BQ67	Q8SYL1	Yes	Yes	PTHR45903	PTHR45903
1497	Q92990	Q7JRC9	Yes	Yes	PTHR15430	PTHR15430
1498	Q9Y6R4	Q8MSQ4	Yes	Yes	PTHR48016	PTHR48016
1499	O75525	Q9W255	Yes	No	PTHR11208	PTHR11208
1500	P37059	Q7K3N4	Yes	Yes	PTHR43313	PTHR43313
1501	P83731	Q9VJY6	Yes	Yes	PTHR10792	PTHR10792
1502	O75319	Q8SX38	Yes	No	PTHR10367	PTHR10367
1503	Q96K49	Q9VQ34	Yes	Yes	PTHR21229	PTHR21229
1504	Q96KN8	A8JUW4	Yes	No	PTHR13943	
1505	P07711	Q95029	Yes	Yes	PTHR12411	PTHR12411
1506	Q13011	Q9W5W8	Yes	Yes	PTHR43149	PTHR43149
1507	Q5SYB0	Q07436	Yes	No	PTHR46221	PTHR13429
1508	P31937	Q9V8M5	Yes	Yes	PTHR22981	PTHR22981
1509	Q0VGL1	Q9VZL6	Yes	No	PTHR33967	PTHR33967
1510	Q9H490	Q9VLK0	Yes	Yes	PTHR13121	PTHR13121
1511	Q15269	Q5U0X8	Yes	Yes	PTHR19858	PTHR19858
1512	Q5VZK9	A0A0B4KEE7	Yes	No	PTHR24112	PTHR24112
1513	Q9UQ90	Q9W4W8	Yes	No	PTHR43655	PTHR43655
1514	P11310	Q9VSA3	Yes	Yes	PTHR48083	PTHR48083
1515	Q0VG06	Q95RQ7	Yes	No	PTHR14890	
1516	Q9NQ66	P25455	Yes	No	PTHR10336	PTHR10336
1517	Q9UGL1	Q9VMJ7	Yes	Yes	PTHR10694	PTHR10694
1518	Q9BRX9	Q9VJL9	Yes	Yes	PTHR22842	PTHR22842
1519	P06737	Q9XTL9	Yes	Yes	PTHR11468	PTHR11468
1520	Q8WYK1	Q94887	Yes	Yes	PTHR15036	PTHR15036
1521	Q9NZE8	Q8MS27	Yes	No	PTHR15909	PTHR15909
1522	Q9UHB9	Q9VSS2	Yes	Yes	PTHR12860	PTHR12860
1523	Q15061	A1Z7K2	Yes	Yes	PTHR44267	PTHR44267
1524	O14647	Q7KU24	Yes	No	PTHR45623	PTHR45623
1525	P05452	Q9VM16	Yes	No	PTHR22799	PTHR22802
1526	Q99570	Q9VHH2	Yes	Yes	PTHR17583	PTHR17583
1527	Q6L8Q7	Q8IP91	Yes	Yes	PTHR12121	PTHR12121
1528	Q9BUE6	Q8T3X9	Yes	Yes	PTHR10072	PTHR10072
1529	Q7Z7H3	Q9V3B1	Yes	No	PTHR15505	
1530	Q96C23	Q9VRU1	Yes	Yes	PTHR10091	PTHR10091
1531	Q8IY95	Q9VEH2	Yes	No	PTHR31592	PTHR31592
1532	Q96LT9	A0A0B4LGA2	Yes	No	PTHR16105	PTHR16105
1533	P30041	Q9VQI7	Yes	Yes	PTHR43503	PTHR43503
1534	Q7L523	Q9VHJ4	Yes	Yes	PTHR11259	PTHR11259
1535	Q13356	Q7K231	Yes	Yes	PTHR45625	PTHR45625
1536	Q96NR3	Q86P36	Yes	No	PTHR10796	PTHR10796
1537	Q8WW35	Q9VH45	Yes	Yes	PTHR21255	PTHR21255
1538	P10586	P16621	Yes	Yes	PTHR19134	PTHR19134
1539	O75347	Q9V9U7	Yes	Yes	PTHR21500	PTHR21500
1540	P61244	P91664	Yes	No	PTHR10328	PTHR10328
1541	Q0VAM2	Q7KTU3	Yes	No	PTHR23113	PTHR23113
1542	Q86YJ7	Q7K4M9	Yes	Yes	PTHR12447	PTHR12447
1543	P00966	O97069	Yes	Yes	PTHR11587	PTHR11587
1544	P24539	Q94516	Yes	Yes	PTHR12733	PTHR12733
1545	P53611	Q9XZ68	Yes	Yes	PTHR11774	PTHR11774
1546	Q5T3U5	Q9VLP5	Yes	Yes	PTHR24223	PTHR24223
1547	Q9UBE0	Q7KSM5	Yes	Yes	PTHR10953	PTHR10953
1548	P33681	Q9W1H6	Yes	No	PTHR25466	PTHR21261
1549	Q5JPI3	Q9W0T9	Yes	Yes	PTHR21084	PTHR21084
1550	P63279	Q7KNM2	Yes	Yes	PTHR24067	PTHR24067
1551	Q9H330	A0A0B4K6B9	Yes	Yes	PTHR21716	PTHR21716
1552	Q9UPQ8	A1ZAI1	Yes	No	PTHR13205	PTHR13205
1553	O60749	Q9VQQ6	Yes	No	PTHR10555	PTHR10555
1554	P53582	Q9VC48	Yes	Yes	PTHR43330	PTHR43330
1555	Q96CB9	Q9VPX3	Yes	Yes	PTHR22808	PTHR22808
1556	Q9H0H5	A1Z9I5	Yes	Yes	PTHR46199	PTHR46199
1557	Q86SR1	Q6WV16	Yes	Yes	PTHR11675	PTHR11675
1558	Q9UID3	Q8MSY4	Yes	Yes	PTHR15954	PTHR15954
1559	P63096	P20353	Yes	Yes	PTHR10218	PTHR10218
1560	Q9BX73	Q9VY86	Yes	No	PTHR21016	PTHR21016
1561	Q9Y5X5	Q9VNM1	Yes	No	PTHR24241	PTHR24235
1562	Q9NRP4	Q8SZ16	Yes	Yes	PTHR13137	PTHR13137
1563	Q12981	Q9VNI9	Yes	Yes	PTHR12825	PTHR12825
1564	Q15024	Q29QQ9	Yes	Yes	PTHR11097	PTHR11097
1565	Q9NZJ9	Q7JVG2	Yes	No	PTHR12629	PTHR12629
1566	Q9Y244	Q9VIJ5	Yes	No	PTHR12828	PTHR12828
1567	Q8IZP0	A0A0B4K774	Yes	No	PTHR10460	PTHR10460
1568	Q9NRA2	Q9VYG7	Yes	No	PTHR11662	PTHR11662
1569	Q75T13	Q9W495	Yes	Yes	PTHR15495	PTHR15495
1570	P13994	Q7K0F0	Yes	Yes	PTHR12111	PTHR12111
1571	Q8WVC6	Q9VI57	Yes	Yes	PTHR10695	PTHR10695
1572	O60333	A1ZAJ2	Yes	Yes	PTHR24115	PTHR24115
1573	O75306	Q9V4E0	Yes	Yes	PTHR11993	PTHR11993
1574	Q9H1B5	Q7KVA1	Yes	No	PTHR46025	PTHR46025
1575	Q92521	Q9VZM5	Yes	Yes	PTHR22760	PTHR22760
1576	Q8NHV5	Q9VW61	Yes	Yes	PTHR31186	PTHR31186
1577	Q9BZE7	Q9VSS7	Yes	No	PTHR28348	PTHR28348
1578	Q6J4K2	A1Z8H3	Yes	Yes	PTHR12266	PTHR12266
1579	Q92903	P56079	Yes	Yes	PTHR13773	PTHR13773
1580	Q96C01	Q7JVK8	Yes	Yes	PTHR21096	PTHR21096
1581	Q96I59	Q7JZR5	Yes	Yes	PTHR22594	PTHR22594
1582	O95249	Q9VE50	Yes	Yes	PTHR21094	PTHR21094
1583	Q16795	Q9VPE2	Yes	Yes	PTHR12126	PTHR12126
1584	Q6ZXV5	Q7K4B6	Yes	Yes	PTHR44395	PTHR44395
1585	Q8TAG9	Q9VDE6	Yes	Yes	PTHR12702	PTHR12702
1586	P63098	P48451	Yes	No	PTHR45942	PTHR45942
1587	Q96P65	Q9VDC4	Yes	No	PTHR24241	PTHR24243
1588	Q13029	Q9VPQ6	Yes	No	PTHR16515	PTHR12958
1589	Q969Z0	Q9VD14	Yes	No	PTHR21228	PTHR21228
1590	Q8NFI3	Q9VX51	Yes	No	PTHR13246	PTHR13246
1591	Q5BJD5	Q9VX39	Yes	Yes	PTHR43220	PTHR43220
1592	P49023	Q2PDT4	Yes	Yes	PTHR24216	PTHR24216
1593	O75821	Q9W4X7	Yes	No	PTHR10352	PTHR10352
1594	Q9H981	Q9VX09	Yes	Yes	PTHR11937	PTHR11937
1595	P31153	P40320	Yes	Yes	PTHR11964	PTHR11964
1596	Q6P5X5	Q4QPU3	Yes	No	PTHR28052	PTHR28052
1597	Q7Z6E9	Q9XZ21	Yes	No	PTHR15439	PTHR15439
1598	P18615	P92204	Yes	No	PTHR17250	PTHR17250
1599	Q6PF18	Q8MLN3	Yes	No	PTHR46511	PTHR23084
1600	Q8N6N6	Q8IQP3	Yes	No	PTHR31435	PTHR31435
1601	Q9C0B5	Q9VPM2	Yes	No	PTHR12349	PTHR22883
1602	Q9Y243	Q8INB9	Yes	Yes	PTHR24356	PTHR24356
1603	Q9Y6M5	Q9VPE3	Yes	Yes	PTHR45820	PTHR45820
1604	O75398	Q24180	Yes	No	PTHR10237	PTHR10237
1605	Q15691	A1Z6P3	Yes	Yes	PTHR10623	PTHR10623
1606	O60879	P48608	Yes	No	PTHR45691	PTHR45691
1607	Q6ZMH5	A4IJ72	Yes	No	PTHR12191	PTHR12191
1608	Q9NU23	Q6IGM9	Yes	Yes	PTHR13675	PTHR13675
1609	Q9UBQ0	Q9VPX5	Yes	Yes	PTHR11124	PTHR11124
1610	Q9Y4E6	Q9W543	Yes	Yes	PTHR44099	PTHR44099
1611	Q13043	Q8T0S6	Yes	No	PTHR48015	PTHR48015
1612	Q6UWP2	Q9VMH9	Yes	Yes	PTHR43115	PTHR43115
1613	Q96H35	X2JBU2	Yes	No	PTHR21245	PTHR21245
1614	Q96GM5	Q9VYG2	Yes	No	PTHR13844	PTHR13844
1615	Q9Y6V7	Q07886	Yes	Yes	PTHR24031	PTHR24031
1616	Q9NVA1	Q9VRZ7	Yes	No	PTHR12184	PTHR12184
1617	Q9Y672	Q9VKX7	Yes	Yes	PTHR12413	PTHR12413
1618	Q8TBB5	Q9VTZ7	Yes	Yes	PTHR46063	PTHR46063
1619	Q09327	Q95RF3	Yes	No	PTHR12224	PTHR12224
1620	H3BPM6	Q9VQA8	Yes	Yes	PTHR33963	PTHR33963
1621	P49366	Q9VSF4	Yes	Yes	PTHR11703	PTHR11703
1622	P17050	Q9VL27	Yes	Yes	PTHR11452	PTHR11452
1623	Q8TDD1	Q8SY39	Yes	Yes	PTHR24031	PTHR24031
1624	Q92547	Q9VY97	Yes	No	PTHR13561	PTHR13561
1625	P35712	Q59DN5	Yes	No	PTHR45789	PTHR45789
1626	Q9H6F2	Q9VXG9	Yes	Yes	PTHR12454	PTHR12454
1627	Q9BXT6	Q6J5K9	Yes	No	PTHR10887	PTHR10887
1628	Q96K17	Q7KM15	Yes	Yes	PTHR10351	PTHR10351
1629	A6NMX2	Q9VRY0	Yes	No	PTHR11960	PTHR11960
1630	Q8WVQ1	Q9VGN8	Yes	Yes	PTHR13023	PTHR13023
1631	P33121	Q9VVT8	Yes	Yes	PTHR43272	PTHR43272
1632	Q7Z3Q1	Q9VY22	Yes	No	PTHR23507	PTHR23507
1633	O00566	Q9VLK1	Yes	No	PTHR17039	PTHR17039
1634	O95562	Q9VPD4	Yes	No	PTHR23137	PTHR23137
1635	P78536	Q9VAC5	Yes	Yes	PTHR45702	PTHR45702
1636	P20265	P16241	Yes	No	PTHR11636	PTHR11636
1637	Q93099	Q9VKJ0	Yes	Yes	PTHR11056	PTHR11056
1638	Q8NBA8	Q9VI85	Yes	Yes	PTHR21392	PTHR21392
1639	Q9Y4P9	Q9VXK2	Yes	No	PTHR12509	PTHR12509
1640	P34947	P32866	Yes	Yes	PTHR24355	PTHR24355
1641	Q8TEA7	Q9W4F8	Yes	Yes	PTHR22957	PTHR22957
1642	O43776	Q9V434	Yes	Yes	PTHR22594	PTHR22594
1643	Q16822	P20007	Yes	Yes	PTHR11561	PTHR11561
1644	Q16822	Q7JXB5	Yes	Yes	PTHR11561	PTHR11561
1645	Q9BT30	Q9VTP1	Yes	Yes	PTHR21052	PTHR21052
1646	Q9NQA5	M9PI57	Yes	No	PTHR10582	PTHR10582
1647	P22735	Q9VLU2	Yes	Yes	PTHR11590	PTHR11590
1648	Q9NNW5	Q86B53	Yes	Yes	PTHR14344	PTHR14344
1649	Q9H074	Q7K581	Yes	No	PTHR23254	PTHR23254
1650	O95159	Q9VD26	Yes	Yes	PTHR12981	PTHR12981
1651	P25705	P35381	Yes	Yes	PTHR48082	PTHR48082
1652	Q00059	Q86BR8	Yes	No	PTHR48112	PTHR48112
1653	Q8NE86	Q8IQ70	Yes	Yes	PTHR13462	PTHR13462
1654	Q8N5M9	Q7K1V5	Yes	Yes	PTHR20955	PTHR20955
1655	P0CG13	Q2PDX2	Yes	Yes	PTHR28605	PTHR28605
1656	O15541	Q9VDP8	Yes	Yes	PTHR12930	PTHR12930
1657	Q495M9	Q7JQL2	Yes	Yes	PTHR24161	PTHR24161
1658	Q567U6	A1ZAC7	Yes	Yes	PTHR16441	PTHR16441
1659	Q9BZV2	Q9VGV5	Yes	No	PTHR10686	PTHR10686
1660	Q969M3	Q9VK46	Yes	Yes	PTHR21236	PTHR21236
1661	Q9H792	Q9VE02	Yes	No	PTHR22972	PTHR37970
1662	Q16644	P49071	Yes	No	PTHR24349	PTHR24349
1663	Q9UNY4	P34739	Yes	No	PTHR45626	PTHR45626
1664	P08962	A1Z8K7	Yes	No	PTHR19282	PTHR19282
1665	Q8N6M0	Q9VUN9	Yes	Yes	PTHR12419	PTHR12419
1666	Q14749	Q9VG42	Yes	Yes	PTHR16458	PTHR16458
1667	Q5PT55	Q9VXV4	Yes	Yes	PTHR10361	PTHR10361
1668	Q9UNS1	Q8INH7	Yes	Yes	PTHR22940	PTHR22940
1669	Q9Y255	Q9V579	Yes	No	PTHR11158	PTHR11158
1670	Q6YP21	Q8SXC2	Yes	Yes	PTHR43807	PTHR43807
1671	O77932	Q9VXA8	Yes	Yes	PTHR12395	PTHR12395
1672	P0DPD8	Q9W5Y0	Yes	Yes	PTHR11733	PTHR11733
