	prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
420	O95396	P38820	Yes	Yes	PTHR10953	PTHR10953
421	P52209	P53319	Yes	Yes	PTHR11811	PTHR11811
422	Q99643	Q04487	Yes	No	PTHR10978	PTHR10978
423	P18621	P05740	Yes	Yes	PTHR11593	PTHR11593
424	P52657	P32774	Yes	Yes	PTHR10966	PTHR10966
425	P62306	P54999	Yes	Yes	PTHR11021	PTHR11021
426	P26639	P04801	Yes	Yes	PTHR11451	PTHR11451
427	Q9HAB8	P40506	Yes	Yes	PTHR12290	PTHR12290
428	Q9P2R7	P53312	Yes	Yes	PTHR11815	PTHR11815
429	O15131	Q02821	Yes	No	PTHR23316	PTHR23316
430	P13196	P09950	Yes	No	PTHR13693	PTHR13693
431	Q9GZL7	Q12024	Yes	Yes	PTHR19855	PTHR19855
432	O43913	P50874	Yes	Yes	PTHR12705	PTHR12705
433	Q9NVV5	P38842	Yes	No	PTHR10989	PTHR10989
434	Q9Y333	P38203	Yes	Yes	PTHR13829	PTHR13829
435	P61586	P06780	Yes	Yes	PTHR24072	PTHR24072
436	P49247	Q12189	Yes	No	PTHR11934	PTHR11934
437	Q9H3E2	Q01846	Yes	No	PTHR22775	PTHR22775
438	Q9Y3D8	Q12055	Yes	Yes	PTHR12595	PTHR12595
439	P51149	P32939	Yes	Yes	PTHR47981	PTHR47981
440	Q9NRM0	P38142	Yes	No	PTHR23503	PTHR23503
441	O00623	Q04370	Yes	Yes	PTHR12888	PTHR12888
442	Q9UNW1	P00635	Yes	No	PTHR20963	PTHR20963
443	O60359	P40169	Yes	No	PTHR12107	PTHR36414
444	Q9BT17	Q03151	Yes	Yes	PTHR45782	PTHR45782
445	Q9Y6V7	P38719	Yes	Yes	PTHR24031	PTHR24031
446	Q8NBU5	P28737	Yes	Yes	PTHR45644	PTHR45644
447	P29218	P38710	Yes	No	PTHR20854	PTHR20854
448	P49356	P22007	Yes	Yes	PTHR11774	PTHR11774
449	Q9HBH5	Q08651	Yes	No	PTHR24320	PTHR24320
450	Q96FK6	P53962	Yes	No	PTHR22889	PTHR22889
451	P20132	P25379	Yes	Yes	PTHR48078	PTHR48078
452	Q96MC6	P46996	Yes	No	PTHR23504	PTHR23507
453	Q9NWM0	P50264	Yes	No	PTHR10742	PTHR10742
454	P60709	P60010	Yes	Yes	PTHR11937	PTHR11937
455	Q7L523	Q00582	Yes	Yes	PTHR11259	PTHR11259
456	O95347	P38989	Yes	Yes	PTHR43941	PTHR43941
457	P49770	P32502	Yes	Yes	PTHR45859	PTHR45859
458	P49643	P20457	Yes	Yes	PTHR10537	PTHR10537
459	Q9UQ80	Q03862	Yes	No	PTHR10804	PTHR10804
460	Q92994	P29056	Yes	No	PTHR11618	PTHR11618
461	Q01581	P54839	Yes	Yes	PTHR43323	PTHR43323
462	Q53GS7	Q12315	Yes	No	PTHR12960	PTHR12960
463	Q8WUX2	P32656	Yes	Yes	PTHR12192	PTHR12192
464	Q96G46	Q06053	Yes	Yes	PTHR45846	PTHR45846
465	Q7L211	P42840	Yes	Yes	PTHR12277	PTHR12277
466	Q7L5A8	Q03529	Yes	Yes	PTHR12863	PTHR12863
467	Q8TDD1	Q12389	Yes	Yes	PTHR24031	PTHR24031
468	Q8TCG2	P42951	Yes	No	PTHR12865	PTHR12865
469	O00231	Q12377	Yes	Yes	PTHR10678	PTHR10678
470	Q96BZ9	P43570	Yes	No	PTHR20913	PTHR20913
471	P30837	P46367	Yes	Yes	PTHR11699	PTHR11699
472	Q13946	P06776	Yes	No	PTHR11347	PTHR11347
473	P60510	P32345	Yes	No	PTHR45619	PTHR45619
474	Q9UBV2	Q05787	Yes	No	PTHR11102	PTHR11102
475	P27694	P22336	Yes	Yes	PTHR23273	PTHR23273
476	O43583	P47089	Yes	No	PTHR12789	PTHR12789
477	Q92485	Q04119	Yes	No	PTHR10340	PTHR10340
478	P41214	Q04600	Yes	Yes	PTHR12217	PTHR12217
479	Q8IWX7	P51534	Yes	No	PTHR45994	PTHR45994
480	O00232	Q12250	Yes	Yes	PTHR10855	PTHR10855
481	Q2TAA2	P41734	Yes	Yes	PTHR14209	PTHR14209
482	Q92546	P16664	Yes	No	PTHR12507	PTHR12507
483	P16435	P16603	Yes	Yes	PTHR19384	PTHR19384
484	O95249	P38736	Yes	No	PTHR21094	PTHR21094
485	Q9UKD2	P33201	Yes	Yes	PTHR45841	PTHR45841
486	O75439	P10507	Yes	Yes	PTHR11851	PTHR11851
487	Q6IA69	P38795	Yes	Yes	PTHR23090	PTHR23090
488	O14874	P40530	Yes	No	PTHR11947	PTHR11947
489	P11940	P04147	Yes	No	PTHR24012	PTHR24012
490	Q6YI46	P36164	Yes	No	PTHR46593	PTHR47549
491	Q8N7R7	P40186	Yes	No	PTHR14248	PTHR15615
492	Q6Y1H2	P40857	Yes	Yes	PTHR11035	PTHR11035
493	Q8WTS1	Q12385	Yes	No	PTHR42886	PTHR42886
494	O95336	P37262	Yes	No	PTHR11054	PTHR11054
495	Q96G03	Q03262	Yes	Yes	PTHR45745	PTHR45745
496	P54278	P14242	Yes	No	PTHR10073	PTHR10073
497	Q5VTY9	P53154	Yes	No	PTHR13285	PTHR13285
498	P83876	Q06819	Yes	Yes	PTHR12052	PTHR12052
499	Q2M3R5	Q04835	Yes	No	PTHR22911	PTHR22911
500	Q8NI36	Q06078	Yes	Yes	PTHR22840	PTHR22840
501	P23786	P80235	Yes	Yes	PTHR22589	PTHR22589
502	Q9BV86	P38340	Yes	Yes	PTHR12753	PTHR12753
503	Q00403	P29055	Yes	Yes	PTHR11618	PTHR11618
504	Q96EK9	P34253	Yes	No	PTHR12435	PTHR12435
505	O15160	P07703	Yes	Yes	PTHR11800	PTHR11800
506	O00410	P32337	Yes	Yes	PTHR10527	PTHR10527
507	O43615	Q01852	Yes	Yes	PTHR10721	PTHR10721
508	Q9ULX3	Q08444	Yes	Yes	PTHR12814	PTHR12814
509	Q8IWW8	P10127	Yes	No	PTHR11496	PTHR11496
510	Q07020	P0CX49	Yes	Yes	PTHR10934	PTHR10934
511	Q92979	Q06287	Yes	Yes	PTHR12636	PTHR12636
512	Q9UBQ0	P38759	Yes	No	PTHR11124	PTHR11124
513	Q8N5M1	P22135	Yes	Yes	PTHR21013	PTHR21013
514	Q9UMY4	Q08826	Yes	No	PTHR45963	PTHR45963
515	Q9NRX5	Q12116	Yes	No	PTHR10383	PTHR10383
516	Q9Y5Q8	P32367	Yes	No	PTHR13230	PTHR13230
517	P06493	P00546	Yes	No	PTHR24056	PTHR24056
518	A6NK06	Q12428	Yes	No	PTHR16943	PTHR16943
519	Q9BRX2	P33309	Yes	Yes	PTHR10853	PTHR10853
520	Q9Y2T3	Q07729	Yes	Yes	PTHR11271	PTHR11271
521	P49720	P25451	Yes	Yes	PTHR11599	PTHR11599
522	Q9Y2Q5	P38247	Yes	No	PTHR13323	
523	P48735	P41939	Yes	Yes	PTHR11822	PTHR11822
524	Q3KQV9	P43123	Yes	No	PTHR11952	PTHR11952
525	O94973	P38065	Yes	Yes	PTHR22780	PTHR22780
526	Q96EC8	P53093	Yes	No	PTHR21236	PTHR21236
527	Q96DT6	P53867	Yes	No	PTHR22624	PTHR22624
528	P15374	P35127	Yes	Yes	PTHR10589	PTHR10589
529	P04181	P07991	Yes	Yes	PTHR11986	PTHR11986
530	Q9ULC5	P39518	Yes	No	PTHR43272	PTHR43272
531	Q9BV79	P38071	Yes	Yes	PTHR43981	PTHR43981
532	P30154	P31383	Yes	No	PTHR10648	PTHR10648
533	P51398	Q01163	Yes	No	PTHR12810	PTHR12810
534	Q9BZE9	P54730	Yes	No	PTHR46467	PTHR46467
535	P63167	Q02647	Yes	Yes	PTHR11886	PTHR11886
536	P51148	P36017	Yes	No	PTHR24073	PTHR24073
537	Q9H7H0	P36056	Yes	No	PTHR21320	PTHR13184
538	Q9Y2D4	P22224	Yes	Yes	PTHR12702	PTHR12702
539	Q5VUY0	P53324	Yes	No	PTHR23024	
540	P10768	P40363	Yes	Yes	PTHR10061	PTHR10061
541	O95602	P10964	Yes	Yes	PTHR19376	PTHR19376
542	Q8N1S5	P34240	Yes	No	PTHR11040	PTHR11040
543	P16260	P38702	Yes	Yes	PTHR24089	PTHR24089
544	O75792	P53942	Yes	Yes	PTHR10954	PTHR10954
545	Q15031	P11325	Yes	Yes	PTHR43740	PTHR43740
546	Q9BY44	P53235	Yes	Yes	PTHR13227	PTHR13227
547	Q9UHQ9	P38626	Yes	No	PTHR19370	PTHR19370
548	P23919	P00572	Yes	Yes	PTHR10344	PTHR10344
549	Q9Y697	P25374	Yes	Yes	PTHR11601	PTHR11601
550	Q6PI48	P15179	Yes	Yes	PTHR22594	PTHR22594
551	Q9Y570	P38796	Yes	Yes	PTHR14189	PTHR14189
552	O60287	P34241	Yes	No	PTHR13500	PTHR13500
553	P42658	P33894	Yes	No	PTHR11731	PTHR11731
554	Q9BV87	Q12477	Yes	No	PTHR15615	PTHR15615
555	Q15435	P36047	Yes	Yes	PTHR45973	PTHR45973
556	P40938	P38251	Yes	Yes	PTHR11669	PTHR11669
557	Q8WUY1	P38256	Yes	No	PTHR12475	PTHR12475
558	Q9BSV6	P39707	Yes	Yes	PTHR13070	PTHR13070
559	Q9UI14	P53633	Yes	Yes	PTHR19317	PTHR19317
560	Q9UJS0	Q12482	Yes	No	PTHR45678	PTHR45678
561	Q9Y5Y2	P40558	Yes	Yes	PTHR23264	PTHR23264
562	Q8WVE0	P53200	Yes	Yes	PTHR13200	PTHR13200
563	Q92616	P33892	Yes	No	PTHR23346	PTHR23346
564	Q01415	P04385	Yes	Yes	PTHR10457	PTHR10457
565	P62258	P34730	Yes	Yes	PTHR18860	PTHR18860
566	Q16181	P32457	Yes	Yes	PTHR18884	PTHR18884
567	Q6PCB7	P38225	Yes	No	PTHR43107	PTHR43107
568	Q9H790	P38289	Yes	No	PTHR14464	PTHR14464
569	Q9NWT1	P20484	Yes	No	PTHR44675	PTHR44675
570	Q9NZL4	P38260	Yes	No	PTHR19316	PTHR19316
571	O43504	Q3E830	Yes	No	PTHR13342	
572	Q969M1	P23644	Yes	Yes	PTHR10802	PTHR10802
573	Q86YJ6	P16120	Yes	Yes	PTHR42690	PTHR42690
574	Q9Y4R8	P53038	Yes	No	PTHR15830	PTHR15830
575	P05089	P00812	Yes	Yes	PTHR43782	PTHR43782
576	P22059	P35845	Yes	No	PTHR10972	PTHR10972
577	P19388	P20434	Yes	Yes	PTHR10535	PTHR10535
578	P18669	P00950	Yes	No	PTHR11931	PTHR11931
579	Q9BT81	P25042	Yes	No	PTHR10270	PTHR10270
580	Q96ES7	P25554	Yes	No	PTHR21539	PTHR21539
581	Q13601	P25586	Yes	Yes	PTHR12581	PTHR12581
582	P78549	P31378	Yes	No	PTHR43286	PTHR43286
583	P14868	P04802	Yes	Yes	PTHR43450	PTHR43450
584	Q9BTY7	P48362	Yes	No	PTHR13387	PTHR13387
585	O95620	Q06063	Yes	Yes	PTHR11082	PTHR11082
586	Q99567	P40368	Yes	No	PTHR13257	PTHR13257
587	P61009	Q12133	Yes	No	PTHR12804	PTHR12804
588	P62263	P06367	Yes	Yes	PTHR11759	PTHR11759
589	P62263	P39516	Yes	No	PTHR11759	PTHR11759
590	Q9BYD1	Q12487	Yes	Yes	PTHR11545	PTHR11545
591	O60907	P38262	Yes	No	PTHR22846	PTHR22846
592	Q6UWH6	P38869	Yes	Yes	PTHR13144	PTHR13144
593	P37837	P15019	Yes	No	PTHR10683	PTHR10683
594	P55060	P33307	Yes	Yes	PTHR10997	PTHR10997
595	Q6ZP29	Q12010	Yes	Yes	PTHR16201	PTHR16201
596	P60891	P38063	Yes	No	PTHR10210	PTHR10210
597	Q8IWX5	P23501	Yes	No	PTHR14969	PTHR14969
598	P24534	P32471	Yes	Yes	PTHR11595	PTHR11595
599	Q7Z6J9	Q02825	Yes	No	PTHR21027	PTHR21027
600	P61081	P52491	Yes	Yes	PTHR24068	PTHR24068
601	Q12893	Q12239	Yes	No	PTHR13377	PTHR13377
602	O15162	P47140	Yes	No	PTHR23248	PTHR23248
603	Q96H96	P32378	Yes	No	PTHR11048	PTHR11048
604	Q86W74	P25631	Yes	No	PTHR24166	PTHR24180
605	Q9NWZ5	P27515	Yes	Yes	PTHR10285	PTHR10285
606	P00167	P40312	Yes	No	PTHR19359	PTHR19359
607	Q4G176	P38137	Yes	Yes	PTHR24096	PTHR43201
608	Q8N468	Q08280	Yes	No	PTHR23121	PTHR23514
609	Q7Z2W9	P40858	Yes	No	PTHR21349	PTHR21349
610	P62277	P05756	Yes	Yes	PTHR11885	PTHR11885
611	P04040	P15202	Yes	Yes	PTHR11465	PTHR11465
612	P43246	P25847	Yes	Yes	PTHR11361	PTHR11361
613	P63146	P06104	Yes	No	PTHR24067	PTHR24067
614	Q9H871	Q12508	Yes	Yes	PTHR12170	PTHR12170
615	Q9P2X3	P25637	Yes	No	PTHR16301	PTHR16301
616	P28340	P15436	Yes	Yes	PTHR10322	PTHR10322
617	P53992	P38810	Yes	No	PTHR13803	PTHR13803
618	Q9NQZ7	P40009	Yes	No	PTHR11782	PTHR11782
619	Q7Z7A3	P53088	Yes	Yes	PTHR11807	PTHR11807
620	P62191	P40327	Yes	Yes	PTHR23073	PTHR23073
621	Q8WV22	Q07913	Yes	No	PTHR20973	PTHR20973
622	Q9BSH5	Q04223	Yes	No	PTHR46191	PTHR46191
623	Q9P1U1	P47117	Yes	Yes	PTHR11937	PTHR11937
624	Q96DG6	P39721	Yes	Yes	PTHR46812	PTHR17630
625	P38646	P0CS90	Yes	Yes	PTHR19375	PTHR19375
626	O95619	P53930	Yes	Yes	PTHR23195	PTHR23195
627	P37268	P29704	Yes	Yes	PTHR11626	PTHR11626
628	Q6UW68	Q06089	Yes	Yes	PTHR46916	PTHR23241
629	O75688	P34221	Yes	No	PTHR47992	PTHR13832
630	P39019	P07280	Yes	Yes	PTHR11710	PTHR11710
631	P20839	P38697	Yes	Yes	PTHR11911	PTHR11911
632	P62249	P0CX51	Yes	Yes	PTHR21569	PTHR21569
633	Q6ZNW5	P16550	Yes	No	PTHR20884	PTHR42746
634	O15118	Q12200	Yes	Yes	PTHR45727	PTHR45727
635	Q9NWV4	P25654	Yes	Yes	PTHR12857	PTHR12857
636	P11142	P10592	Yes	Yes	PTHR19375	PTHR19375
637	Q9BXY0	P10962	Yes	No	PTHR23405	PTHR23405
638	P30039	P38765	Yes	Yes	PTHR13774	PTHR13774
639	P68366	P09733	Yes	Yes	PTHR11588	PTHR11588
640	Q9BW85	P28320	Yes	No	PTHR12111	PTHR12111
641	Q92674	Q12748	Yes	No	PTHR48208	
642	Q9P2W1	P53187	Yes	Yes	PTHR15938	PTHR15938
643	Q9NX20	P38064	Yes	No	PTHR12220	PTHR12220
644	P17858	P16862	Yes	Yes	PTHR13697	PTHR13697
645	P61421	P32366	Yes	Yes	PTHR11028	PTHR11028
646	P15313	P16140	Yes	Yes	PTHR43389	PTHR43389
647	Q15397	Q04373	Yes	No	PTHR13389	PTHR13389
648	Q9UBQ7	P53839	Yes	Yes	PTHR10996	PTHR10996
649	Q01813	P16861	Yes	Yes	PTHR13697	PTHR13697
650	Q96EB1	Q02884	Yes	Yes	PTHR12896	PTHR12896
651	Q13547	P32561	Yes	Yes	PTHR48252	PTHR48252
652	Q14410	P32190	Yes	No	PTHR10196	PTHR10196
653	P61011	P20424	Yes	Yes	PTHR11564	PTHR11564
654	P10644	P07278	Yes	No	PTHR11635	PTHR11635
655	O95273	Q05881	Yes	No	PTHR15492	PTHR15492
656	O15498	P36015	Yes	Yes	PTHR45806	PTHR45806
657	O95067	P24869	Yes	No	PTHR10177	PTHR10177
658	Q96AJ9	Q04338	Yes	Yes	PTHR21230	PTHR21230
659	Q14206	P36054	Yes	No	PTHR10300	PTHR10300
660	Q8TBQ9	Q8TGJ3	Yes	Yes	PTHR13229	PTHR13229
661	Q9BZJ0	Q12309	Yes	Yes	PTHR11246	PTHR11246
662	Q9Y3A6	Q12450	Yes	No	PTHR22811	PTHR22811
663	Q8IZD9	Q06409	Yes	No	PTHR45653	PTHR45653
664	Q9Y230	Q12464	Yes	Yes	PTHR11093	PTHR11093
665	P53007	P38152	Yes	Yes	PTHR45788	PTHR45788
666	Q3SYC2	Q08650	Yes	Yes	PTHR12317	PTHR12317
667	P41223	P25337	Yes	Yes	PTHR19411	PTHR19411
668	Q92989	Q08685	Yes	Yes	PTHR12755	PTHR12755
669	Q9ULW3	P53743	Yes	No	PTHR12311	PTHR12311
670	P63208	P52286	Yes	Yes	PTHR11165	PTHR11165
671	Q14692	Q08965	Yes	No	PTHR12858	PTHR12858
672	P15170	P05453	Yes	No	PTHR23115	PTHR23115
673	Q9H3S4	P35202	Yes	Yes	PTHR13622	PTHR13622
674	P49411	P02992	Yes	Yes	PTHR43721	PTHR43721
675	Q9NXB9	P25358	Yes	No	PTHR11157	PTHR11157
676	Q9UBM1	P05375	Yes	Yes	PTHR15458	PTHR15458
677	P41250	Q06817	Yes	Yes	PTHR10745	PTHR10745
678	A5YKK6	P25655	Yes	No	PTHR13162	PTHR13162
679	Q9H944	P34162	Yes	No	PTHR12465	PTHR12465
680	Q9Y584	Q12328	Yes	No	PTHR14110	PTHR14110
681	Q9Y4W6	P39925	Yes	No	PTHR43655	PTHR43655
682	O15269	P25045	Yes	Yes	PTHR13693	PTHR13693
683	O00762	P52492	Yes	No	PTHR24068	PTHR24068
684	Q96MV8	P42836	Yes	No	PTHR22883	PTHR22883
685	Q9NPI6	Q12446	Yes	No	PTHR16290	PTHR23202
686	O60869	O14467	Yes	Yes	PTHR10245	PTHR10245
687	Q8N8A6	P53734	Yes	No	PTHR24031	PTHR24031
688	Q9BU89	P47120	Yes	Yes	PTHR12697	PTHR12697
689	O43172	P20053	Yes	Yes	PTHR19846	PTHR19846
690	P43034	P39946	Yes	Yes	PTHR44129	PTHR44129
691	P24863	P47821	Yes	Yes	PTHR10026	PTHR10026
692	O43156	P36097	Yes	No	PTHR18460	PTHR18460
693	Q9BXI2	Q12375	Yes	No	PTHR45624	PTHR45624
694	O14841	P28273	Yes	Yes	PTHR11365	PTHR11365
695	O15027	P48415	Yes	No	PTHR13402	PTHR13402
696	P62906	P0CX43	Yes	Yes	PTHR23105	PTHR23105
697	P62495	P12385	Yes	Yes	PTHR10113	PTHR10113
698	Q9HCS7	Q04048	Yes	No	PTHR11246	PTHR11246
699	Q9Y6M5	P20107	Yes	No	PTHR45820	PTHR45820
700	Q99518	P38866	Yes	No	PTHR23023	PTHR43539
701	P40926	P17505	Yes	Yes	PTHR11540	PTHR11540
702	Q9NRA2	P38125	Yes	No	PTHR11662	PTHR23502
703	P26641	P36008	Yes	Yes	PTHR43986	PTHR43986
704	Q9NY33	Q08225	Yes	Yes	PTHR23422	PTHR23422
705	O43681	Q12154	Yes	Yes	PTHR10803	PTHR10803
706	O43148	P32783	Yes	No	PTHR12189	PTHR12189
707	Q8N543	P40032	Yes	No	PTHR12117	PTHR12117
708	Q969S3	P38344	Yes	No	PTHR13182	PTHR13182
709	Q8IY37	Q04217	Yes	No	PTHR18934	PTHR18934
710	P40937	P38629	Yes	Yes	PTHR11669	PTHR11669
711	Q9HCE5	P25583	Yes	No	PTHR13107	PTHR13107
712	Q9Y646	P37302	Yes	No	PTHR12053	PTHR12147
713	Q86U38	P47077	Yes	Yes	PTHR13102	PTHR13102
714	Q9Y617	P33330	Yes	Yes	PTHR43247	PTHR43247
715	Q8N1B4	P39904	Yes	No	PTHR14190	PTHR14190
716	Q96EY1	P35191	Yes	No	PTHR44145	PTHR43096
717	Q9P003	P53173	Yes	Yes	PTHR12290	PTHR12290
718	P08240	P32916	Yes	No	PTHR43134	PTHR43134
719	Q96GD4	P38991	Yes	No	PTHR24350	PTHR24350
720	P61966	P35181	Yes	No	PTHR11753	PTHR11753
721	Q8N8R3	P32331	Yes	No	PTHR45624	PTHR45624
722	P62314	Q02260	Yes	No	PTHR23338	PTHR23338
723	Q7Z4G4	Q12463	Yes	Yes	PTHR13370	PTHR13370
724	P56937	Q12452	Yes	Yes	PTHR44442	PTHR43647
725	Q9H9T3	Q02908	Yes	Yes	PTHR11135	PTHR11135
726	Q969X6	Q06679	Yes	Yes	PTHR44163	PTHR44163
727	Q9UDY4	P25294	Yes	Yes	PTHR24078	PTHR24078
728	O94808	P14742	Yes	Yes	PTHR10937	PTHR10937
729	O43592	P33418	Yes	Yes	PTHR15952	PTHR15952
730	Q9BWT6	P53102	Yes	Yes	PTHR31398	PTHR15938
731	Q9UHE5	P46956	Yes	No	PTHR13947	
732	Q9NRU3	Q12296	Yes	No	PTHR12064	PTHR12064
733	P35557	P04806	Yes	No	PTHR19443	PTHR19443
734	Q9NP81	P38705	Yes	Yes	PTHR11778	PTHR11778
735	Q8NI27	P53552	Yes	No	PTHR21597	PTHR21597
736	O75794	Q05791	Yes	Yes	PTHR15323	PTHR15323
737	Q9P2D3	P39526	Yes	No	PTHR21663	PTHR21663
738	P46777	P26321	Yes	Yes	PTHR23410	PTHR23410
739	Q96C86	Q12123	Yes	Yes	PTHR12978	PTHR12978
740	O14777	P40460	Yes	No	PTHR10643	PTHR10643
741	O75191	P42826	Yes	Yes	PTHR10196	PTHR10196
742	Q9GZN7	Q03956	Yes	No	PTHR13618	PTHR13618
743	Q92544	P32802	Yes	Yes	PTHR10766	PTHR10766
744	P19440	Q05902	Yes	Yes	PTHR11686	PTHR11686
745	Q96KP4	P43616	Yes	Yes	PTHR43270	PTHR43270
746	Q15061	Q04177	Yes	No	PTHR44267	PTHR44267
747	Q969K4	P40560	Yes	Yes	PTHR46231	PTHR46231
748	Q96DP5	P32785	Yes	No	PTHR11138	PTHR11138
749	Q6ZS30	P25356	Yes	No	PTHR13743	PTHR13743
750	P35998	P33299	Yes	Yes	PTHR23073	PTHR23073
751	Q96GQ7	P32892	Yes	No	PTHR24031	PTHR24031
752	Q15005	Q04969	Yes	No	PTHR13085	PTHR13085
753	P22102	P07244	Yes	Yes	PTHR10520	PTHR10520
754	P49281	P38925	Yes	No	PTHR11706	PTHR11706
755	Q7Z7B1	P47026	Yes	Yes	PTHR20661	PTHR20661
756	Q9NV92	P38356	Yes	No	PTHR13396	PTHR13396
757	P35249	P40348	Yes	Yes	PTHR11669	PTHR11669
758	Q9Y259	P20485	Yes	No	PTHR22603	PTHR22603
759	Q96PZ0	Q08647	Yes	Yes	PTHR13326	PTHR13326
760	Q13685	P35184	Yes	No	PTHR19857	PTHR19857
761	P42677	P38711	Yes	Yes	PTHR11594	PTHR11594
762	Q9BQ70	Q05468	Yes	No	PTHR22684	PTHR22684
763	P82251	P50276	Yes	Yes	PTHR11785	PTHR11785
764	Q9BYD3	P51998	Yes	No	PTHR10746	PTHR10746
765	Q9NVX2	P25382	Yes	Yes	PTHR19848	PTHR19848
766	Q9Y5M8	P36057	Yes	No	PTHR11485	PTHR11485
767	Q92887	P39109	Yes	Yes	PTHR24223	PTHR24223
768	P53041	P53043	Yes	Yes	PTHR45668	PTHR45668
769	O75351	P52917	Yes	Yes	PTHR23074	PTHR23074
770	Q15382	P25378	Yes	Yes	PTHR24070	PTHR24070
771	Q8N7H5	P38351	Yes	Yes	PTHR23188	PTHR23188
772	Q9H2P9	P32469	Yes	Yes	PTHR10882	PTHR10882
773	Q8TAD4	Q03455	Yes	No	PTHR45755	PTHR45755
774	Q9NTI2	P39524	Yes	Yes	PTHR24092	PTHR24092
775	O94886	Q06538	Yes	No	PTHR13018	PTHR13018
776	Q9BV20	Q06489	Yes	Yes	PTHR43475	PTHR43475
777	Q8N3Z3	Q05473	Yes	Yes	PTHR46498	PTHR46498
778	P00441	P00445	Yes	Yes	PTHR10003	PTHR10003
779	P15880	P25443	Yes	No	PTHR13718	PTHR13718
780	Q8N442	P46943	Yes	Yes	PTHR43512	PTHR43512
781	P47755	P28495	Yes	Yes	PTHR10653	PTHR10653
782	P55010	P38431	Yes	Yes	PTHR23001	PTHR23001
783	Q15365	P38151	Yes	No	PTHR10288	PTHR10288
784	Q9NW64	P38241	Yes	No	PTHR14089	PTHR14089
785	Q6IA86	P42935	Yes	Yes	PTHR44111	PTHR44111
786	Q9Y4X5	P36113	Yes	Yes	PTHR11685	PTHR11685
787	P61204	P11076	Yes	No	PTHR11711	PTHR11711
788	P0C0S8	P04911	Yes	No	PTHR23430	PTHR23430
789	P0C0S8	P04912	Yes	No	PTHR23430	PTHR23430
790	Q13610	P21304	Yes	Yes	PTHR14091	PTHR14091
791	Q6P2Q9	P33334	Yes	Yes	PTHR11140	PTHR11140
792	Q9H3J6	Q05863	Yes	No	PTHR46203	PTHR46203
793	Q9NPF5	P53201	Yes	No	PTHR12855	PTHR12855
794	Q9BW27	P46673	Yes	No	PTHR13373	PTHR13373
795	P36871	P37012	Yes	Yes	PTHR22573	PTHR22573
796	P35558	P10963	Yes	No	PTHR11561	PTHR30031
797	O43929	P54791	Yes	No	PTHR12087	PTHR12087
798	Q9Y2C4	P08466	Yes	No	PTHR13966	PTHR13966
799	P32119	P34760	Yes	Yes	PTHR10681	PTHR10681
800	Q9HD34	Q6Q560	Yes	Yes	PTHR13166	PTHR13166
801	O43242	P40016	Yes	Yes	PTHR10758	PTHR10758
802	Q92878	P12753	Yes	No	PTHR18867	PTHR18867
803	Q8WUM9	P38361	Yes	No	PTHR11101	PTHR11101
804	Q9Y530	P38218	Yes	No	PTHR12521	PTHR12521
805	Q86U28	Q12425	Yes	No	PTHR43011	PTHR43011
806	Q9H1K1	Q12056	Yes	Yes	PTHR10093	PTHR10093
807	Q71DI3	P61830	Yes	No	PTHR11426	PTHR11426
808	Q9UNI6	Q02256	Yes	Yes	PTHR45848	PTHR45848
809	O14980	P30822	Yes	Yes	PTHR11223	PTHR11223
810	Q9NWU1	P39525	Yes	Yes	PTHR11712	PTHR11712
811	O94903	P38197	Yes	Yes	PTHR10146	PTHR10146
812	Q9BVI4	Q06512	Yes	Yes	PTHR12455	PTHR12455
813	O43818	Q06506	Yes	Yes	PTHR19865	PTHR19865
814	Q8TAD8	P53924	Yes	No	PTHR23308	PTHR15067
815	Q2VIR3	P32481	Yes	Yes	PTHR42854	PTHR42854
816	O00763	Q00955	Yes	Yes	PTHR45728	PTHR45728
817	O00763	P32874	Yes	Yes	PTHR45728	PTHR45728
818	Q9HAV4	P52918	Yes	No	PTHR11223	PTHR11223
819	Q86YN1	P53223	Yes	No	PTHR11247	PTHR14969
820	Q9Y296	Q03784	Yes	Yes	PTHR23249	PTHR23249
821	Q6P1N9	P34220	Yes	Yes	PTHR10060	PTHR10060
822	Q9UNQ2	P41819	Yes	Yes	PTHR11727	PTHR11727
823	A0PJX2	Q08952	Yes	No	PTHR23354	PTHR23354
824	Q96NS1	P38191	Yes	No	PTHR13848	PTHR13848
825	Q9BRP4	P53196	Yes	No	PTHR19879	PTHR19857
826	O15229	P38169	Yes	Yes	PTHR46028	PTHR46028
827	Q07864	P21951	Yes	Yes	PTHR10670	PTHR10670
828	Q9P1W3	Q12252	Yes	No	PTHR13018	PTHR13018
829	P19387	P16370	Yes	Yes	PTHR11800	PTHR11800
830	P38919	Q12099	Yes	Yes	PTHR47958	PTHR47958
831	P08183	P12866	Yes	Yes	PTHR24221	PTHR43394
832	Q9BZF2	P38713	Yes	No	PTHR10972	PTHR10972
833	P00480	P05150	Yes	Yes	PTHR45753	PTHR45753
834	Q9HD23	Q02783	Yes	No	PTHR13890	PTHR13890
835	Q92903	P38221	Yes	Yes	PTHR13773	PTHR13773
836	Q9NZM5	Q12080	Yes	No	PTHR14211	PTHR14211
837	Q8WU67	Q03649	Yes	No	PTHR10794	PTHR10794
838	P98194	P13586	Yes	Yes	PTHR42861	PTHR42861
