	prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
1424	O75204	Q22506	Yes	No	PTHR28358	
1425	P06493	P34556	Yes	Yes	PTHR24056	PTHR24056
1426	Q86VD7	Q93717	Yes	Yes	PTHR24089	PTHR24089
1427	Q7Z695	Q9N534	Yes	Yes	PTHR45890	PTHR45890
1428	Q9H3S4	P30636	Yes	Yes	PTHR13622	PTHR13622
1429	O43818	A9D0C6	Yes	No	PTHR19865	PTHR19865
1430	Q92968	Q19951	Yes	No	PTHR19332	PTHR19332
1431	Q13136	Q21049	Yes	No	PTHR12587	PTHR12587
1432	Q16775	Q9XXJ1	Yes	Yes	PTHR11935	PTHR11935
1433	Q9H3F6	Q18986	Yes	No	PTHR11145	PTHR11145
1434	Q9UBE8	Q9U9Y8	Yes	No	PTHR24055	PTHR24055
1435	P08473	O44857	Yes	No	PTHR11733	PTHR11733
1436	Q9H3K6	Q69ZI6	Yes	No	PTHR12735	PTHR12735
1437	Q8NCN5	Q9U300	Yes	Yes	PTHR13847	PTHR13847
1438	Q15155	H2KYE0	Yes	No	PTHR23303	PTHR23303
1439	Q9NYU1	Q9GPA0	Yes	Yes	PTHR11226	PTHR11226
1440	Q9NYU1	G5EF14	Yes	Yes	PTHR11226	PTHR11226
1441	Q9NV06	Q23494	Yes	Yes	PTHR22851	PTHR22851
1442	Q92572	Q8T874	Yes	No	PTHR11753	PTHR11753
1443	Q9UBE0	Q17820	Yes	Yes	PTHR10953	PTHR10953
1444	Q8N4P2	Q8I7G4	Yes	Yes	PTHR20931	PTHR20931
1445	Q8N1G2	Q9NAA5	Yes	No	PTHR16121	PTHR16121
1446	Q9NX18	Q9NA72	Yes	No	PTHR12469	PTHR12469
1447	P06280	Q21801	Yes	No	PTHR11452	PTHR11452
1448	Q9NYA1	Q18425	Yes	Yes	PTHR12358	PTHR12358
1449	Q9P2R7	P53588	Yes	Yes	PTHR11815	PTHR11815
1450	O60931	Q09500	Yes	No	PTHR13131	PTHR13131
1451	Q8TDM6	Q20398	Yes	No	PTHR46360	PTHR46360
1452	Q13825	O45106	Yes	No	PTHR11941	PTHR11941
1453	Q9NVE7	Q18580	Yes	Yes	PTHR12280	PTHR12280
1454	O60733	G5EGD6	Yes	Yes	PTHR24139	PTHR24153
1455	Q96GD4	O01427	Yes	No	PTHR24350	PTHR24350
1456	Q96RQ3	O45430	Yes	Yes	PTHR18866	PTHR18866
1457	P50552	G5EG53	Yes	No	PTHR11202	PTHR11202
1458	Q9Y6V7	Q2WF63	Yes	Yes	PTHR24031	PTHR24031
1459	Q9NRA2	Q03567	Yes	Yes	PTHR11662	PTHR11662
1460	Q8N3P4	A3QMB3	Yes	Yes	PTHR12616	PTHR12616
1461	Q9Y4D7	U4PRY7	Yes	Yes	PTHR22625	PTHR22625
1462	Q13393	G5EDU3	Yes	No	PTHR18896	PTHR18896
1463	O60232	G5EEN7	Yes	Yes	PTHR16537	PTHR16537
1464	Q16602	Q09460	Yes	No	PTHR45620	PTHR45620
1465	Q9UGL1	Q23541	Yes	Yes	PTHR10694	PTHR10694
1466	P53621	Q9N4H7	Yes	Yes	PTHR19876	PTHR19876
1467	P62891	P52814	Yes	Yes	PTHR19970	PTHR19970
1468	O75452	O01758	Yes	Yes	PTHR43313	PTHR43313
1469	P00492	Q9NF11	Yes	Yes	PTHR43340	PTHR43340
1470	Q9UBS8	Q20871	Yes	Yes	PTHR11685	PTHR11685
1471	Q3SYC2	Q23067	Yes	Yes	PTHR12317	PTHR12317
1472	P53701	P53703	Yes	No	PTHR12743	PTHR12743
1473	Q92615	O44760	Yes	No	PTHR22792	PTHR22792
1474	Q96NY9	P91153	Yes	No	PTHR13451	PTHR13451
1475	Q7L2H7	Q94261	Yes	Yes	PTHR15350	PTHR15350
1476	P61106	Q93874	Yes	Yes	PTHR24073	PTHR24073
1477	O75110	A0A7I9BBC6	Yes	Yes	PTHR24092	PTHR24092
1478	O75110	G5EBH1	Yes	Yes	PTHR24092	PTHR24092
1479	O75110	P91203	Yes	Yes	PTHR24092	PTHR24092
1480	Q9H6L2	Q22804	Yes	Yes	PTHR14605	PTHR14605
1481	Q2NKX9	O45690	Yes	No	PTHR34256	PTHR34256
1482	Q9NUW8	Q9TXV7	Yes	No	PTHR12415	PTHR12415
1483	O75165	G5ED36	Yes	Yes	PTHR36983	PTHR36983
1484	O75352	Q20157	Yes	Yes	PTHR12226	PTHR12226
1485	O00410	Q9N5V3	Yes	Yes	PTHR10527	PTHR10527
1486	Q96QG7	Q965W9	Yes	Yes	PTHR10807	PTHR10807
1487	Q8NHP8	Q9XWV2	Yes	Yes	PTHR12370	PTHR12370
1488	A6NKP2	Q9XWF0	Yes	No	PTHR10366	PTHR10366
1489	Q9UBV4	G5EG05	Yes	Yes	PTHR12027	PTHR12027
1490	Q9BV44	Q21503	Yes	Yes	PTHR14911	PTHR14911
1491	Q9Y5S2	O01583	Yes	Yes	PTHR22988	PTHR22988
1492	Q14137	Q9U2A9	Yes	Yes	PTHR17605	PTHR17605
1493	P35611	Q9U9K0	Yes	Yes	PTHR10672	PTHR10672
1494	Q86TU7	Q9BL48	Yes	No	PTHR13271	PTHR13271
1495	Q96G03	O45934	Yes	Yes	PTHR45745	PTHR45745
1496	O94979	G5EFY6	Yes	No	PTHR13923	PTHR13923
1497	Q92900	O76512	Yes	Yes	PTHR10887	PTHR10887
1498	Q9H0A8	A0A0K3AQR5	Yes	No	PTHR16231	PTHR16231
1499	P54136	Q19825	Yes	Yes	PTHR11956	PTHR11956
1500	Q02978	P90992	Yes	Yes	PTHR45618	PTHR45618
1501	Q6NYC1	Q9GYI4	Yes	Yes	PTHR12480	PTHR12480
1502	Q8IVJ1	O45182	Yes	Yes	PTHR16228	PTHR16228
1503	Q8WTR2	Q95XK5	Yes	No	PTHR46377	PTHR46377
1504	O95631	P34710	Yes	Yes	PTHR11636	PTHR10574
1505	Q92562	P90770	Yes	No	PTHR45738	PTHR45738
1506	Q86WR0	Q9XW03	Yes	Yes	PTHR13049	PTHR13049
1507	O95685	Q966L7	Yes	No	PTHR12307	PTHR12307
1508	P84090	Q22640	Yes	Yes	PTHR12373	PTHR12373
1509	O00519	Q17449	Yes	Yes	PTHR45847	PTHR45847
1510	P61604	Q965Q1	Yes	Yes	PTHR10772	PTHR10772
1511	P67870	P28548	Yes	Yes	PTHR11740	PTHR11740
1512	Q9BYT1	O45678	Yes	Yes	PTHR11662	PTHR11662
1513	P22102	Q20143	Yes	Yes	PTHR10520	PTHR10520
1514	O43617	P34605	Yes	Yes	PTHR13048	PTHR13048
1515	P04920	A0A3B1E616	Yes	No	PTHR11453	PTHR11453
1516	P15121	Q9NAI5	Yes	No	PTHR11732	PTHR11732
1517	Q13574	Q10024	Yes	No	PTHR11255	PTHR11255
1518	Q4ZIN3	Q9TZC7	Yes	No	PTHR21650	
1519	P17858	Q9TZL8	Yes	Yes	PTHR13697	PTHR13697
1520	Q9UGC7	O44568	Yes	Yes	PTHR43804	PTHR43804
1521	O00167	O17670	Yes	No	PTHR10190	PTHR10190
1522	Q8WYN0	K8ESC5	Yes	Yes	PTHR22624	PTHR22624
1523	Q9BU89	Q17949	Yes	Yes	PTHR12697	PTHR12697
1524	Q9P021	Q3S1J0	Yes	Yes	PTHR11805	PTHR11805
1525	Q9UI32	Q19013	Yes	Yes	PTHR12544	PTHR12544
1526	Q9BRK5	Q18887	Yes	Yes	PTHR10827	PTHR10827
1527	Q9BUE0	Q966M5	Yes	Yes	PTHR13321	PTHR13321
1528	Q9H974	Q9NEU3	Yes	Yes	PTHR46064	PTHR46064
1529	P48059	P50464	Yes	No	PTHR24210	PTHR24210
1530	Q9GZM7	P90850	Yes	Yes	PTHR12411	PTHR12411
1531	O15162	G5EEQ3	Yes	Yes	PTHR23248	PTHR23248
1532	P18074	Q9N3L2	Yes	Yes	PTHR11472	PTHR11472
1533	Q7Z2W9	Q6A575	Yes	No	PTHR21349	PTHR21349
1534	O75153	P34466	Yes	Yes	PTHR12601	PTHR12601
1535	Q9NUM3	Q9XVJ5	Yes	Yes	PTHR16133	PTHR16133
1536	Q8N0W3	Q18214	Yes	No	PTHR32463	PTHR32463
1537	P49748	Q19057	Yes	Yes	PTHR43884	PTHR43884
1538	P05198	Q9BKU3	Yes	Yes	PTHR10602	PTHR10602
1539	Q9Y2R4	Q21736	Yes	Yes	PTHR24031	PTHR24031
1540	O75143	P34379	Yes	No	PTHR13430	PTHR13430
1541	Q96L92	Q93566	Yes	Yes	PTHR12431	PTHR12431
1542	Q9Y3E7	Q9GYK4	Yes	Yes	PTHR10476	PTHR10476
1543	Q13535	Q22258	Yes	No	PTHR11139	PTHR11139
1544	Q9H4B6	P91441	Yes	No	PTHR47522	PTHR47522
1545	P22061	Q27873	Yes	Yes	PTHR11579	PTHR11579
1546	P49116	Q9N4B8	Yes	No	PTHR24083	PTHR24083
1547	O95619	Q21501	Yes	Yes	PTHR23195	PTHR23195
1548	Q14677	Q18453	Yes	No	PTHR12276	PTHR12276
1549	Q96TC7	Q8MQB5	Yes	No	PTHR16056	PTHR16056
1550	P50213	Q93714	Yes	Yes	PTHR11835	PTHR11835
1551	Q14457	Q22592	Yes	No	PTHR12768	PTHR12768
1552	Q9NQ03	G5ECN8	Yes	No	PTHR24388	PTHR24409
1553	P10606	P90849	Yes	Yes	PTHR10122	PTHR10122
1554	Q8TD86	Q09665	Yes	No	PTHR23050	PTHR23050
1555	P09874	Q9N4H4	Yes	Yes	PTHR10459	PTHR10459
1556	Q08945	P41848	Yes	No	PTHR45849	PTHR45849
1557	Q9GZT4	Q93968	Yes	Yes	PTHR43050	PTHR43050
1558	Q9Y2B2	D4YWC2	Yes	Yes	PTHR12993	PTHR12993
1559	Q99436	O62102	Yes	Yes	PTHR11599	PTHR11599
1560	P83111	O62481	Yes	Yes	PTHR46520	PTHR46520
1561	Q9BRG1	Q9U354	Yes	Yes	PTHR13149	PTHR13149
1562	O43567	Q9XX98	Yes	No	PTHR22765	PTHR22765
1563	Q96PC2	Q93644	Yes	Yes	PTHR12400	PTHR12400
1564	Q9H2H8	P52017	Yes	Yes	PTHR45625	PTHR45625
1565	Q9NV64	O01870	Yes	Yes	PTHR12995	PTHR12995
1566	P49917	Q95YE6	Yes	Yes	PTHR45997	PTHR45997
1567	Q9NVV5	Q93354	Yes	No	PTHR10989	PTHR10989
1568	Q16401	Q20058	Yes	No	PTHR13554	PTHR13554
1569	Q96DV4	Q9BL86	Yes	No	PTHR11362	PTHR11362
1570	O94903	P52057	Yes	Yes	PTHR10146	PTHR10146
1571	P0C091	Q8IG72	Yes	No	PTHR45739	PTHR45739
1572	P12270	A0A486WX27	Yes	No	PTHR18898	PTHR18898
1573	Q8NEJ9	Q8IG68	Yes	No	PTHR13237	PTHR13237
1574	P62136	P48727	Yes	Yes	PTHR11668	PTHR11668
1575	Q01469	O02323	Yes	No	PTHR11955	PTHR11955
1576	Q9H6U8	P54002	Yes	Yes	PTHR22760	PTHR22760
1577	P05556	Q27874	Yes	Yes	PTHR10082	PTHR10082
1578	O00399	Q9N3F1	Yes	Yes	PTHR13072	PTHR13072
1579	Q13188	Q9NB31	Yes	Yes	PTHR48015	PTHR48015
1580	Q8N5A5	Q18418	Yes	No	PTHR46297	PTHR46297
1581	Q6UVM3	H9G2R4	Yes	Yes	PTHR10027	PTHR10027
1582	P48444	Q09236	Yes	Yes	PTHR10121	PTHR10121
1583	Q2M389	Q9NA99	Yes	Yes	PTHR31409	PTHR31409
1584	P21217	G5EEE1	Yes	No	PTHR11929	PTHR11929
1585	Q9Y399	O17004	Yes	No	PTHR12534	PTHR12534
1586	Q96IZ2	Q93355	Yes	No	PTHR10989	PTHR10989
1587	Q9NZI5	G5EDF0	Yes	No	PTHR11037	PTHR11037
1588	Q9HD33	Q2L6V2	Yes	No	PTHR21183	PTHR21183
1589	Q9HA47	Q17413	Yes	No	PTHR10285	PTHR10285
1590	Q9BVC4	P91040	Yes	Yes	PTHR19842	PTHR19842
1591	Q9H8Y8	Q9N3Y1	Yes	No	PTHR12893	PTHR12893
1592	P28329	P32756	Yes	No	PTHR22589	PTHR22589
1593	Q9UQE7	B2FDA8	Yes	Yes	PTHR43977	PTHR43977
1594	P61513	Q9U2A8	Yes	Yes	PTHR48160	PTHR48160
1595	P52565	Q20496	Yes	No	PTHR10980	PTHR10980
1596	Q6ZMI0	O61853	Yes	No	PTHR21448	PTHR21448
1597	Q16864	Q23680	Yes	Yes	PTHR13861	PTHR13861
1598	Q8IXQ9	O01503	Yes	Yes	PTHR43648	PTHR43648
1599	Q9BPX6	Q95PZ2	Yes	No	PTHR12294	PTHR12294
1600	P22059	A7DTF2	Yes	Yes	PTHR10972	PTHR10972
1601	Q9UHY1	G5ED17	Yes	No	PTHR24361	PTHR13902
1602	Q01082	E0AHA7	Yes	Yes	PTHR11915	PTHR11915
1603	Q99757	Q17424	Yes	Yes	PTHR43601	PTHR43601
1604	O15270	Q20375	Yes	Yes	PTHR13693	PTHR13693
1605	Q96AG3	Q9U2J0	Yes	No	PTHR21252	PTHR21252
1606	P03886	P24887	Yes	Yes	PTHR11432	PTHR11432
1607	Q9BYG3	Q22135	Yes	No	PTHR46754	PTHR46754
1608	P08708	O01692	Yes	Yes	PTHR10732	PTHR10732
1609	O94829	Q22529	Yes	No	PTHR12363	PTHR15952
1610	Q6U841	B3WFV9	Yes	Yes	PTHR11453	PTHR11453
1611	Q9UKZ1	Q9NA34	Yes	No	PTHR15975	PTHR15975
1612	Q15021	Q9U2M1	Yes	No	PTHR14222	PTHR14222
1613	Q13510	O45686	Yes	Yes	PTHR28583	PTHR28583
1614	P62899	Q9U332	Yes	Yes	PTHR10956	PTHR10956
1615	Q96RR4	Q3Y416	Yes	No	PTHR43895	PTHR43895
1616	P46783	O01869	Yes	Yes	PTHR12146	PTHR12146
1617	P78346	V6CJB4	Yes	No	PTHR13031	PTHR13031
1618	Q86SR1	O45947	Yes	Yes	PTHR11675	PTHR11675
1619	P30050	P61866	Yes	Yes	PTHR11661	PTHR11661
1620	P51812	Q21734	Yes	Yes	PTHR24351	PTHR24351
1621	O75940	Q95Y51	Yes	Yes	PTHR13681	PTHR46297
1622	Q9NPB8	Q10003	Yes	Yes	PTHR22958	PTHR22958
1623	Q7RTM1	A0A131MCH9	Yes	No	PTHR21522	PTHR21522
1624	P05166	Q20676	Yes	Yes	PTHR43842	PTHR43842
1625	Q8N8A6	P34668	Yes	No	PTHR24031	PTHR24031
1626	Q7Z5M5	D3KZG3	Yes	No	PTHR23302	PTHR23302
1627	Q8IWU5	Q21376	Yes	No	PTHR43108	PTHR43108
1628	P31321	P30625	Yes	No	PTHR11635	PTHR11635
1629	Q8N3I7	Q21626	Yes	Yes	PTHR21351	PTHR21351
1630	Q96AJ9	O18230	Yes	Yes	PTHR21230	PTHR21230
1631	Q99487	Q22943	Yes	Yes	PTHR10272	PTHR10272
1632	Q9H583	Q23495	Yes	No	PTHR13457	PTHR13457
1633	Q9BYN8	Q95QS3	Yes	No	PTHR21035	PTHR21035
1634	Q9HCH3	Q22422	Yes	No	PTHR10857	PTHR10857
1635	Q68CZ2	H2L045	Yes	No	PTHR45734	PTHR45734
1636	Q9UL33	G4SNB8	Yes	Yes	PTHR12403	PTHR12403
1637	P49407	P51485	Yes	Yes	PTHR11792	PTHR11792
1638	Q92896	Q19459	Yes	Yes	PTHR11884	PTHR11884
1639	Q9P0Z9	Q18006	Yes	Yes	PTHR10961	PTHR10961
1640	O15160	Q9UAY9	Yes	Yes	PTHR11800	PTHR11800
1641	Q9BUX1	Q9GZE8	Yes	No	PTHR12192	PTHR12192
1642	P54578	Q17361	Yes	Yes	PTHR43982	PTHR43982
1643	B7ZC32	G5EFQ4	Yes	Yes	PTHR24115	PTHR24115
1644	Q92485	Q23640	Yes	Yes	PTHR10340	PTHR10340
1645	Q86SQ9	Q5FC21	Yes	Yes	PTHR10291	PTHR10291
1646	Q92903	P53439	Yes	Yes	PTHR13773	PTHR13773
1647	Q12852	O01700	Yes	No	PTHR44329	PTHR23257
1648	O43670	Q9U3S8	Yes	No	PTHR23215	PTHR23215
1649	Q96BZ8	A0A3P6MY32	Yes	Yes	PTHR22093	PTHR22093
1650	P20794	B3WFY8	Yes	No	PTHR24055	PTHR24055
1651	Q8NCW6	Q7K755	Yes	Yes	PTHR11675	PTHR11675
1652	Q13371	Q9U1X7	Yes	Yes	PTHR46052	PTHR46052
1653	Q05932	Q09509	Yes	Yes	PTHR11136	PTHR11136
1654	Q9BSU1	P34692	Yes	Yes	PTHR13465	PTHR13465
1655	Q10981	O61739	Yes	Yes	PTHR11927	PTHR11927
1656	Q12931	Q2L6Y6	Yes	Yes	PTHR11528	PTHR11528
1657	Q8IWW8	Q9U2M4	Yes	Yes	PTHR11496	PTHR11496
1658	Q9NW82	O16519	Yes	No	PTHR16017	PTHR16017
1659	Q9NZJ9	Q95XC4	Yes	No	PTHR12629	PTHR12629
1660	O00422	Q09250	Yes	Yes	PTHR13082	PTHR13082
1661	Q9BTE0	Q9BKR0	Yes	Yes	PTHR13256	PTHR13256
1662	Q9HCC0	P34385	Yes	Yes	PTHR22855	PTHR22855
1663	Q969G3	Q9BL39	Yes	No	PTHR46232	PTHR46232
1664	Q86XK7	A8WFH3	Yes	No	PTHR44974	PTHR23279
1665	O94760	Q20180	Yes	No	PTHR12737	
1666	P07858	Q20950	Yes	No	PTHR12411	PTHR12411
1667	O00194	G5EBS5	Yes	No	PTHR47977	PTHR47977
1668	P07902	Q27536	Yes	Yes	PTHR11943	PTHR11943
1669	Q9HB07	O17606	Yes	Yes	PTHR11215	PTHR11215
1670	Q2TAA5	P53993	Yes	Yes	PTHR45919	PTHR45919
1671	Q13042	G5EG38	Yes	No	PTHR12558	PTHR12558
1672	Q9BX10	Q22174	Yes	Yes	PTHR43721	PTHR43721
1673	P50238	Q17522	Yes	Yes	PTHR46074	PTHR24215
1674	Q6ZSS7	Q95Y88	Yes	No	PTHR16172	PTHR16172
1675	Q16795	Q9N3H3	Yes	No	PTHR12126	PTHR12126
1676	P39687	O62220	Yes	No	PTHR11375	PTHR11375
1677	Q53HC9	Q9U1Q0	Yes	Yes	PTHR14205	PTHR14205
1678	Q8NHU3	Q9U3D4	Yes	No	PTHR21290	PTHR21290
1679	Q86VW0	Q20833	Yes	Yes	PTHR46607	PTHR46607
1680	O43933	G5ED99	Yes	No	PTHR23077	PTHR23077
1681	P57772	O62108	Yes	Yes	PTHR43721	PTHR43721
1682	P0CG08	Q9U1S3	Yes	Yes	PTHR15948	PTHR15948
1683	Q6UX65	Q93319	Yes	Yes	PTHR21324	PTHR21324
1684	Q9NQE7	P34528	Yes	Yes	PTHR11010	PTHR11010
1685	Q86U28	Q9XVZ9	Yes	Yes	PTHR43011	PTHR43011
1686	Q8WV93	Q95YE1	Yes	Yes	PTHR12169	PTHR12169
1687	O94923	P46555	Yes	Yes	PTHR13174	PTHR13174
1688	Q9NXJ0	Q95PZ5	Yes	No	PTHR23320	PTHR23320
1689	O00555	Q8MQA1	Yes	No	PTHR45628	PTHR45628
1690	P61371	G5EC36	Yes	No	PTHR24204	PTHR24204
1691	A5PLN9	Q95QQ2	Yes	Yes	PTHR13134	PTHR13134
1692	Q9H161	Q9U2Z0	Yes	No	PTHR24329	PTHR45793
1693	P16519	G5ECN9	Yes	Yes	PTHR42884	PTHR42884
1694	Q6ZWT7	G5EC53	Yes	No	PTHR13906	PTHR13906
1695	Q96IZ6	Q2MDF2	Yes	Yes	PTHR22809	PTHR22809
1696	O94889	Q8WQC4	Yes	Yes	PTHR24412	PTHR24412
1697	Q15084	Q11067	Yes	Yes	PTHR45815	PTHR45815
1698	O43761	O76735	Yes	No	PTHR10838	PTHR10838
1699	Q2NL82	Q19329	Yes	Yes	PTHR12858	PTHR12858
1700	Q9NVZ3	Q9N489	Yes	No	PTHR12847	PTHR12847
1701	P61353	P91914	Yes	Yes	PTHR10497	PTHR10497
1702	Q02218	O61199	Yes	Yes	PTHR23152	PTHR23152
1703	Q8WTW3	G5EE66	Yes	No	PTHR31658	PTHR31658
1704	Q9Y6D6	G5EFH7	Yes	Yes	PTHR10663	PTHR10663
1705	Q8N6N7	O01805	Yes	No	PTHR23310	PTHR23310
1706	Q9UDX5	Q8T3C8	Yes	Yes	PTHR11001	PTHR11001
1707	Q15562	Q19849	Yes	No	PTHR11834	PTHR11834
1708	Q15750	G5EEM6	Yes	Yes	PTHR13832	PTHR47992
1709	Q9H9E3	Q95XZ0	Yes	Yes	PTHR24016	PTHR24016
1710	P20265	P20268	Yes	No	PTHR11636	PTHR11636
1711	P28062	Q9XUV0	Yes	Yes	PTHR11599	PTHR11599
1712	Q6P1K8	P34567	Yes	No	PTHR12695	PTHR12695
1713	Q9BV19	Q09227	Yes	No	PTHR14553	PTHR14553
1714	Q9NSD9	Q19713	Yes	Yes	PTHR10947	PTHR10947
1715	Q9HBL7	Q9U3J3	Yes	No	PTHR13411	PTHR13411
1716	Q9Y5K5	Q09444	Yes	Yes	PTHR10589	PTHR10589
1717	P24468	G5ECR9	Yes	No	PTHR24083	PTHR24082
1718	Q86WA8	Q9XW87	Yes	Yes	PTHR10046	PTHR10046
1719	Q9NPJ3	Q18187	Yes	Yes	PTHR21660	PTHR21660
1720	P27037	P50488	Yes	No	PTHR23255	PTHR23255
1721	Q9NX24	Q9XXD4	Yes	Yes	PTHR23105	PTHR23105
1722	P61764	P34815	Yes	Yes	PTHR11679	PTHR11679
1723	O60869	Q9XTV4	Yes	Yes	PTHR10245	PTHR10245
1724	P84243	Q10453	Yes	Yes	PTHR11426	PTHR11426
1725	P84243	Q9U281	Yes	No	PTHR11426	PTHR11426
1726	Q969S3	Q18037	Yes	Yes	PTHR13182	PTHR13182
1727	Q969M3	Q7YTG8	Yes	No	PTHR21236	PTHR21236
1728	P38606	Q9XW92	Yes	Yes	PTHR43607	PTHR43607
1729	O15118	Q19127	Yes	Yes	PTHR45727	PTHR45727
1730	Q15771	Q9XWZ3	Yes	Yes	PTHR47977	PTHR47977
1731	Q9UNH7	D9PTP5	Yes	Yes	PTHR45850	PTHR45850
1732	P06737	Q9N5U1	Yes	Yes	PTHR11468	PTHR11468
1733	P18428	Q18869	Yes	No	PTHR10504	PTHR10504
1734	Q12824	Q21831	Yes	Yes	PTHR10019	PTHR10019
1735	Q6DKI2	P36573	Yes	No	PTHR11346	PTHR11346
1736	Q96CT7	Q9GUM1	Yes	Yes	PTHR21680	PTHR21680
1737	O95185	Q26261	Yes	No	PTHR12582	PTHR12582
1738	Q96D46	Q22792	Yes	Yes	PTHR12746	PTHR12746
1739	Q14697	Q20239	Yes	Yes	PTHR22762	PTHR22762
1740	Q14697	O17352	Yes	Yes	PTHR22762	PTHR22762
1741	Q9HCU5	Q21115	Yes	Yes	PTHR23284	PTHR23284
1742	Q9HC07	H2KZK9	Yes	Yes	PTHR12608	PTHR12608
1743	Q8WZA0	Q7JPD8	Yes	No	PTHR16505	PTHR16505
1744	Q9BRT9	Q9U2W9	Yes	Yes	PTHR21206	PTHR21206
1745	Q9NQ40	Q3LFN0	Yes	Yes	PTHR12929	PTHR12929
1746	Q5VIR6	P34561	Yes	Yes	PTHR12820	PTHR12820
1747	Q9BX40	Q9XW17	Yes	No	PTHR13586	PTHR13586
1748	Q9NY12	Q9TYK1	Yes	No	PTHR23237	PTHR23237
1749	P82675	Q93425	Yes	No	PTHR13718	PTHR13718
1750	Q96FC7	O17963	Yes	No	PTHR15698	PTHR15698
1751	P48047	Q7JNG1	Yes	Yes	PTHR11910	PTHR11910
1752	Q01415	O01969	Yes	Yes	PTHR10457	PTHR10457
1753	Q9NP81	G5EF77	Yes	No	PTHR11778	PTHR11778
1754	O14730	P34649	Yes	Yes	PTHR45723	PTHR45723
1755	O60264	P41877	Yes	Yes	PTHR10799	PTHR10799
1756	P42766	P34662	Yes	Yes	PTHR45722	PTHR45722
1757	P0DN76	Q9U2U0	Yes	No	PTHR12620	PTHR12620
1758	Q9BSH5	Q9BI82	Yes	Yes	PTHR46191	PTHR46191
1759	P52735	Q45FX5	Yes	Yes	PTHR45818	PTHR45818
1760	Q9UJK0	Q95X18	Yes	No	PTHR20426	PTHR20426
1761	O60427	G5EG11	Yes	No	PTHR19353	PTHR19353
1762	P45984	Q8WQG9	Yes	Yes	PTHR24055	PTHR24055
1763	O15438	G5EFP3	Yes	Yes	PTHR24223	PTHR24223
1764	O15438	Q20943	Yes	Yes	PTHR24223	PTHR24223
1765	O15438	Q3S1M2	Yes	Yes	PTHR24223	PTHR24223
1766	O15438	Q9U2G5	Yes	Yes	PTHR24223	PTHR24223
1767	O15438	Q19048	Yes	Yes	PTHR24223	PTHR24223
1768	O15438	Q9XW61	Yes	Yes	PTHR24223	PTHR24223
1769	Q96JP0	P17221	Yes	No	PTHR24173	PTHR24173
1770	Q53GD3	Q20026	Yes	No	PTHR12385	PTHR12385
1771	Q13637	G5EBF0	Yes	Yes	PTHR24073	PTHR24073
1772	O76038	O76670	Yes	No	PTHR19972	PTHR23064
1773	Q15393	O44985	Yes	Yes	PTHR10644	PTHR10644
1774	Q99643	P41956	Yes	Yes	PTHR10978	PTHR10978
1775	Q9C0B0	L8E6Y3	Yes	No	PTHR14493	PTHR14493
1776	Q9BRU9	Q95QS4	Yes	Yes	PTHR12416	PTHR12416
1777	P33993	O16297	Yes	Yes	PTHR11630	PTHR11630
1778	Q13724	Q19426	Yes	Yes	PTHR10412	PTHR10412
1779	Q8TD22	Q5FC79	Yes	Yes	PTHR11153	PTHR11153
1780	Q96RU2	Q09931	Yes	No	PTHR24006	PTHR24006
1781	Q99583	H9G2U2	Yes	No	PTHR11969	PTHR47372
1782	Q8WUR7	Q09EE9	Yes	No	PTHR13420	PTHR13420
1783	O14681	Q20123	Yes	No	PTHR21389	PTHR21389
1784	Q9Y5W7	G5EF63	Yes	Yes	PTHR22775	PTHR22775
1785	Q92830	Q9N3S7	Yes	No	PTHR45750	PTHR45750
1786	P18089	Q7JP61	Yes	No	PTHR24248	PTHR24247
1787	Q969X6	Q9XUU8	Yes	No	PTHR44163	PTHR44163
1788	Q9BV10	Q23361	Yes	Yes	PTHR22760	PTHR22760
1789	Q9NRK6	O17895	Yes	Yes		PTHR24221
1790	Q96TA2	P54813	Yes	No	PTHR23076	PTHR43655
1791	Q9BXW9	Q9U2H4	Yes	No	PTHR32086	PTHR32086
1792	Q7Z6J6	H2KYZ7	Yes	No	PTHR23280	PTHR23280
1793	Q05519	O61711	Yes	No	PTHR32343	PTHR13798
1794	O95149	O17066	Yes	Yes	PTHR13403	PTHR13403
1795	P27635	Q09533	Yes	Yes	PTHR11726	PTHR11726
1796	P29144	Q09541	Yes	Yes	PTHR43806	PTHR43806
1797	Q9H9P8	Q9N4Z0	Yes	Yes	PTHR43104	PTHR43104
1798	O00160	Q19901	Yes	Yes	PTHR13140	PTHR13140
1799	Q9HC21	A3QMB9	Yes	Yes	PTHR24089	PTHR24089
1800	Q7Z6J8	Q2AAC0	Yes	No	PTHR31531	PTHR31531
1801	Q15013	O01975	Yes	No	PTHR15681	
1802	Q9BQ70	P90919	Yes	No	PTHR22684	PTHR22684
1803	Q9BRP8	Q22615	Yes	No	PTHR22959	PTHR22959
1804	Q9H0A0	O01757	Yes	Yes	PTHR10925	PTHR10925
1805	P51687	Q9XTQ8	Yes	Yes	PTHR19372	PTHR19372
1806	Q68CQ4	Q9U2I4	Yes	Yes	PTHR12933	PTHR12933
1807	P17900	O02106	Yes	No	PTHR17357	PTHR17357
1808	Q9Y450	P90922	Yes	No	PTHR23115	PTHR23115
1809	A6NE02	A0A2C9C3D9	Yes	No	PTHR24410	PTHR24410
1810	P21695	P34517	Yes	Yes	PTHR11728	PTHR11728
