prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
P36578	P09180	Yes	Yes	PTHR19431	PTHR19431
Q2TAY7	Q9VE18	Yes	Yes	PTHR22848	PTHR22848
Q9GZN7	Q9VVE2	Yes	Yes	PTHR13618	PTHR13618
Q8WVM8	Q24179	Yes	Yes	PTHR11679	PTHR11679
O95864	Q9VJI1	Yes	Yes	PTHR19353	PTHR16740
O43242	P25161	Yes	Yes	PTHR10758	PTHR10758
Q9BSY9	Q7K2B1	Yes	Yes	PTHR12378	PTHR12378
Q9BY32	Q9VMW7	Yes	Yes	PTHR11067	PTHR11067
Q9UG63	Q9VXR5	Yes	Yes	PTHR19211	PTHR19211
Q96KG7	Q9W0A0	Yes	Yes	PTHR24035	PTHR24035
P07237	P54399	Yes	Yes	PTHR18929	PTHR18929
P48739	A0A0B4KGG5	Yes	Yes	PTHR10658	PTHR10658
Q9Y496	Q9VRK9	Yes	Yes	PTHR24115	PTHR24115
P42285	Q9Y134	Yes	Yes	PTHR12131	PTHR12131
Q8IY84	Q9VPW3	Yes	No	PTHR24343	PTHR24343
P08246	Q9VEM5	Yes	No	PTHR24257	PTHR24260
Q9BTE3	Q9VM60	Yes	Yes	PTHR13489	PTHR13489
Q8TCJ2	Q9XZ53	Yes	Yes	PTHR13872	PTHR13872
Q9NVS9	Q9VHZ5	Yes	Yes	PTHR10851	PTHR10851
Q5VZY2	Q8IGV3	Yes	No	PTHR10165	PTHR10165
Q13630	Q9W1X8	Yes	Yes	PTHR43238	PTHR43238
Q9P0J0	Q9W402	Yes	Yes	PTHR12966	PTHR12966
Q9HB71	Q9W3Y3	Yes	Yes	PTHR13164	PTHR13164
P61201	Q94899	Yes	Yes	PTHR10678	PTHR10678
Q9UI26	Q7K0Q2	Yes	Yes	PTHR10997	PTHR10997
P14618	O62619	Yes	Yes	PTHR11817	PTHR11817
O15379	Q7KTS4	Yes	Yes	PTHR48252	PTHR48252
O00258	Q8T481	Yes	Yes	PTHR42650	
P14868	Q7K0E6	Yes	Yes	PTHR43450	PTHR43450
P49756	Q9V3Y5	Yes	No	PTHR18806	PTHR18806
Q6NVV7	Q9VHN3	Yes	No	PTHR31849	PTHR31849
Q9Y2R9	Q9VKX4	Yes	No	PTHR11205	PTHR11205
O60508	Q9VD52	Yes	Yes	PTHR43979	PTHR43979
Q96P47	Q9NGC3	Yes	Yes	PTHR45819	PTHR45819
P35249	Q9VX15	Yes	Yes	PTHR11669	PTHR11669
Q6IAN0	Q9Y140	Yes	Yes	PTHR44196	PTHR44196
Q9NYU2	Q09332	Yes	Yes	PTHR11226	PTHR11226
P55210	O01382	Yes	Yes	PTHR10454	PTHR10454
P48380	A0A0B4K653	Yes	No	PTHR12619	PTHR12619
O00203	Q9W4K1	Yes	No	PTHR11134	PTHR11134
P11766	P46415	Yes	Yes	PTHR43880	PTHR43880
Q53H82	Q9VLS9	Yes	Yes	PTHR23131	PTHR23131
Q9Y5Z9	Q9V3R8	Yes	Yes	PTHR13929	PTHR13929
Q9BY77	Q9VWQ6	Yes	No	PTHR19965	PTHR19965
Q13561	Q7K2D2	Yes	Yes	PTHR15346	PTHR15346
Q9UPX0	Q967D7	Yes	No	PTHR12231	PTHR10075
P21589	Q8SZY4	Yes	Yes	PTHR11575	PTHR11575
Q06330	P28159	Yes	Yes	PTHR10665	PTHR10665
Q68CQ4	Q9W1G1	Yes	No	PTHR12933	PTHR12933
P62191	P48601	Yes	Yes	PTHR23073	PTHR23073
Q8NEW0	Q9VGS1	Yes	Yes	PTHR45755	PTHR45755
Q9Y5W5	Q9W3W5	Yes	No	PTHR14949	PTHR14949
Q9UKE5	Q9W002	Yes	No	PTHR48015	PTHR48015
Q9NPF4	Q9VV41	Yes	Yes	PTHR11735	PTHR11735
Q9UKM7	Q9VAP8	Yes	No	PTHR11742	PTHR11742
P38919	Q9VHS8	Yes	Yes	PTHR47958	PTHR47958
Q96D46	O46050	Yes	Yes	PTHR12746	PTHR12746
Q8IY18	Q8IPT2	Yes	Yes	PTHR45916	PTHR45916
Q5T653	Q9VTF8	Yes	No	PTHR13691	PTHR13691
Q9NPD3	Q9VK19	Yes	Yes	PTHR11953	PTHR11953
Q9BYC9	Q9VU36	Yes	Yes	PTHR10986	PTHR10986
Q96MW5	Q9VKH0	Yes	Yes	PTHR21311	PTHR21311
Q9Y3C1	Q9V9U9	Yes	Yes	PTHR13243	PTHR13243
Q8WV74	Q9VY79	Yes	No	PTHR12992	PTHR12992
Q9UQ80	Q9VRP2	Yes	Yes	PTHR10804	PTHR10804
A6NK89	Q9W0U4	Yes	No	PTHR15286	PTHR15286
Q9Y2L1	Q9VC93	Yes	Yes	PTHR23355	PTHR23355
O95571	Q86PD3	Yes	Yes	PTHR43084	PTHR43084
P23434	Q9U616	Yes	Yes	PTHR11715	PTHR11715
P46782	Q24186	Yes	Yes	PTHR11205	PTHR11205
Q92664	Q9VXB4	Yes	No	PTHR46179	PTHR24409
P12004	P17917	Yes	Yes	PTHR11352	PTHR11352
P51659	Q9VXJ0	Yes	Yes	PTHR13078	PTHR13078
Q8N465	Q7K511	Yes	Yes	PTHR43716	PTHR43716
Q9UBX3	Q9VDM3	Yes	No	PTHR45618	PTHR45618
P22676	P41044	Yes	Yes	PTHR19972	PTHR19972
Q13485	O62609	Yes	No	PTHR13703	PTHR13703
Q9BYT1	Q9VQZ7	Yes	Yes	PTHR11662	PTHR11662
Q9UH36	Q9VEB5	Yes	No	PTHR28626	PTHR28626
P48637	Q86B44	Yes	No	PTHR11130	PTHR11130
Q13526	P54353	Yes	Yes	PTHR10657	PTHR10657
P30519	Q9VGJ9	Yes	No	PTHR10720	PTHR10720
P49888	Q9VHH0	Yes	No	PTHR11783	PTHR11783
Q53GS7	Q9V4W1	Yes	No	PTHR12960	PTHR12960
Q9UHF3	Q9I7K4	Yes	No	PTHR13947	PTHR13947
P40926	Q9VEB1	Yes	Yes	PTHR11540	PTHR11540
Q8N336	Q9VI65	Yes	No	PTHR12771	PTHR12771
Q96DM3	Q9VRX1	Yes	Yes	PTHR12897	PTHR12897
Q13217	Q9VHA8	Yes	Yes	PTHR44140	PTHR44140
Q969G6	O76206	Yes	Yes	PTHR22749	PTHR22749
Q9UJX2	Q9I7L8	Yes	Yes	PTHR12558	PTHR12558
Q14554	Q9VJZ1	Yes	Yes	PTHR45672	PTHR45672
P07942	P11046	Yes	Yes	PTHR24035	PTHR10574
Q71DI3	P02299	Yes	Yes	PTHR11426	PTHR11426
O60308	Q9VIU5	Yes	Yes	PTHR13371	PTHR13371
Q9Y305	Q9V9W5	Yes	No	PTHR12655	PTHR12655
P16298	Q27889	Yes	No	PTHR45673	PTHR45673
P53990	Q9VRY6	Yes	No	PTHR12161	PTHR12161
P23921	P48591	Yes	Yes	PTHR11573	PTHR11573
P51948	Q7KPG8	Yes	Yes	PTHR12683	PTHR12683
P82979	Q9VHC8	Yes	Yes	PTHR46551	PTHR46551
Q00403	P29052	Yes	Yes	PTHR11618	PTHR11618
Q9UJQ1	Q8IQV4	Yes	No	PTHR11506	PTHR11506
Q9H9Y6	P20028	Yes	Yes	PTHR20856	PTHR20856
P61088	P35128	Yes	Yes	PTHR24068	PTHR24068
Q330K2	Q9VYS5	Yes	Yes	PTHR21181	PTHR21181
Q7Z4I7	Q8INQ9	Yes	No	PTHR24210	PTHR24210
Q8WXX5	Q9VGR7	Yes	Yes	PTHR44144	PTHR44144
P32969	P50882	Yes	Yes	PTHR11655	PTHR11655
O00754	Q8IPB7	Yes	Yes	PTHR11607	PTHR11607
Q56UN5	B7Z126	Yes	No	PTHR48016	PTHR22974
Q96C36	Q9V3F8	Yes	No	PTHR11645	PTHR11645
P51946	O76513	Yes	Yes	PTHR10026	PTHR10026
P78346	Q9VPM0	Yes	Yes	PTHR13031	PTHR13031
Q01101	Q9V3B8	Yes	No	PTHR15065	PTHR15065
Q9HCL2	Q9Y137	Yes	No	PTHR12563	PTHR12563
A6NM10	Q7KY01	Yes	No	PTHR21191	PTHR21191
Q99807	Q9W3W4	Yes	Yes	PTHR11237	PTHR11237
Q9Y2L5	Q9VW22	Yes	Yes	PTHR12975	PTHR12975
O75312	Q9W379	Yes	Yes	PTHR10876	PTHR10876
P49406	Q9VHN6	Yes	No	PTHR15680	PTHR15680
Q13017	Q9VX32	Yes	No	PTHR46005	PTHR46005
Q15036	Q9VL28	Yes	Yes	PTHR12431	PTHR12431
Q8N3Y7	Q9VR28	Yes	Yes	PTHR24322	PTHR24322
Q96AG3	Q9VXK8	Yes	No	PTHR21252	PTHR21252
P07098	Q9VPE9	Yes	No	PTHR11005	PTHR11005
Q13686	Q7KUZ2	Yes	Yes	PTHR16557	PTHR16557
P14314	Q9VJD1	Yes	Yes	PTHR12630	PTHR12630
P47813	Q9VEA1	Yes	Yes	PTHR21668	PTHR21668
Q02790	Q9VL78	Yes	Yes	PTHR10516	PTHR10516
Q9UKT7	A1ZBR6	Yes	No	PTHR16134	PTHR20872
Q9NUM3	Q9V4C6	Yes	Yes	PTHR16133	PTHR16133
Q9Y295	P32234	Yes	Yes	PTHR43127	PTHR43127
Q658L1	Q9VE97	Yes	No	PTHR31516	PTHR31516
Q96L50	Q9VKU0	Yes	Yes	PTHR45752	PTHR45752
Q9UPN6	A8DYK5	Yes	No	PTHR15921	PTHR23140
P38405	P20354	Yes	No	PTHR10218	PTHR10218
Q12765	Q9VI64	Yes	No	PTHR12994	PTHR12994
Q16891	P91928	Yes	No	PTHR15415	PTHR15415
P37837	Q9W1G0	Yes	Yes	PTHR10683	PTHR10683
P35443	Q9VM97	Yes	No	PTHR10199	PTHR10199
Q96SU4	A1Z814	Yes	Yes	PTHR10972	PTHR10972
Q9H814	A1Z7P3	Yes	Yes	PTHR13135	PTHR13135
Q8WYA6	Q9VHJ7	Yes	Yes	PTHR14978	PTHR14978
P49354	Q9VR31	Yes	Yes	PTHR11129	PTHR11129
Q8N1B4	Q9VMQ8	Yes	Yes	PTHR14190	PTHR14190
P12081	Q8IQX8	Yes	Yes	PTHR11476	PTHR11476
Q5TBB1	Q9VYA4	Yes	Yes	PTHR13383	PTHR13383
Q9HAF1	Q9VRN3	Yes	No	PTHR13476	PTHR13476
P62487	Q9VFB5	Yes	Yes	PTHR12709	PTHR12709
Q16825	Q9V3V3	Yes	No	PTHR45706	PTHR45706
Q96KQ4	Q86BG1	Yes	No	PTHR24131	PTHR24131
Q96GA3	Q7KN79	Yes	Yes	PTHR21531	PTHR21531
O75110	Q9VK06	Yes	No	PTHR24092	PTHR24092
Q9Y2Q0	B7YZF8	Yes	Yes	PTHR24092	PTHR24092
Q5VV42	Q7K4W1	Yes	Yes	PTHR11918	PTHR11918
Q2Y0W8	Q8IPI3	Yes	Yes	PTHR11453	PTHR11453
Q9BXJ7	Q9VPN2	Yes	No	PTHR14995	PTHR14995
O43542	O77135	Yes	No	PTHR46487	PTHR46487
Q5T5Y3	A1ZAU8	Yes	No	PTHR34491	PTHR21595
P50616	Q9VXJ9	Yes	No	PTHR17537	PTHR17537
P61764	Q07327	Yes	Yes	PTHR11679	PTHR11679
Q9H3F6	Q7JZ62	Yes	Yes	PTHR11145	PTHR11145
Q9NZC7	Q9VLU5	Yes	Yes	PTHR24320	PTHR24320
P10109	Q8SZA8	Yes	No	PTHR23426	PTHR23426
Q63HM1	Q9VMC9	Yes	Yes	PTHR23024	PTHR48081
Q9H329	Q9VFU8	Yes	No	PTHR23280	PTHR23280
O75122	Q9NBD7	Yes	No	PTHR21567	PTHR21567
Q8NHS3	Q9VS51	Yes	Yes	PTHR23510	PTHR23510
Q96BW1	M9PHI7	Yes	No	PTHR10285	
O00584	Q9VSC3	Yes	No	PTHR11240	PTHR11240
Q15650	Q9VRA1	Yes	No	PTHR12963	PTHR12963
Q92560	Q7K5N4	Yes	No	PTHR10589	PTHR10589
Q14671	P25822	Yes	No	PTHR12537	PTHR12537
Q16864	Q24583	Yes	Yes	PTHR13861	PTHR13861
P18031	Q9W0G1	Yes	No	PTHR46047	PTHR46047
Q9HD33	Q8T3V6	Yes	Yes	PTHR21183	PTHR21183
Q99567	Q9GYU8	Yes	Yes	PTHR13257	PTHR13257
O43583	Q9VX98	Yes	Yes	PTHR12789	PTHR12789
P06576	Q05825	Yes	Yes	PTHR15184	PTHR15184
P28331	Q94511	Yes	Yes	PTHR11615	PTHR11615
Q9HAT8	O77237	Yes	Yes	PTHR12098	PTHR12098
Q9NRZ7	D5AEK7	Yes	Yes	PTHR10983	PTHR10983
Q9ULZ9	Q8MPP3	Yes	No	PTHR10201	PTHR10201
Q8N6L1	Q8INQ7	Yes	Yes	PTHR32001	PTHR32001
P62166	Q9VWX8	Yes	No	PTHR23055	PTHR23055
P78356	Q8SXX1	Yes	Yes	PTHR23086	PTHR23086
Q9Y6Z7	Q8IRH8	Yes	No	PTHR24024	PTHR22802
Q9Y5J1	Q9V7P1	Yes	Yes	PTHR18359	PTHR18359
Q92538	A1Z8W8	Yes	Yes	PTHR10663	PTHR10663
O00410	Q9VN44	Yes	Yes	PTHR10527	PTHR10527
A6NFT4	Q9VIY1	Yes	No	PTHR21683	PTHR21683
Q8IWX7	Q9VHW4	Yes	Yes	PTHR45994	PTHR45994
Q13796	A1Z9P3	Yes	No	PTHR15012	PTHR15012
Q13885	Q24560	Yes	No	PTHR11588	PTHR11588
Q17RM4	Q9VCV8	Yes	No	PTHR21436	PTHR21436
Q9BQ67	Q8SYL1	Yes	Yes	PTHR45903	PTHR45903
Q92990	Q7JRC9	Yes	Yes	PTHR15430	PTHR15430
Q9Y6R4	Q8MSQ4	Yes	Yes	PTHR48016	PTHR48016
O75525	Q9W255	Yes	No	PTHR11208	PTHR11208
P37059	Q7K3N4	Yes	Yes	PTHR43313	PTHR43313
P83731	Q9VJY6	Yes	Yes	PTHR10792	PTHR10792
O75319	Q8SX38	Yes	No	PTHR10367	PTHR10367
Q96K49	Q9VQ34	Yes	Yes	PTHR21229	PTHR21229
Q96KN8	A8JUW4	Yes	No	PTHR13943	
P07711	Q95029	Yes	Yes	PTHR12411	PTHR12411
Q13011	Q9W5W8	Yes	Yes	PTHR43149	PTHR43149
Q5SYB0	Q07436	Yes	No	PTHR46221	PTHR13429
P31937	Q9V8M5	Yes	Yes	PTHR22981	PTHR22981
Q0VGL1	Q9VZL6	Yes	No	PTHR33967	PTHR33967
Q9H490	Q9VLK0	Yes	Yes	PTHR13121	PTHR13121
Q15269	Q5U0X8	Yes	Yes	PTHR19858	PTHR19858
Q5VZK9	A0A0B4KEE7	Yes	No	PTHR24112	PTHR24112
Q9UQ90	Q9W4W8	Yes	No	PTHR43655	PTHR43655
P11310	Q9VSA3	Yes	Yes	PTHR48083	PTHR48083
Q0VG06	Q95RQ7	Yes	No	PTHR14890	
Q9NQ66	P25455	Yes	No	PTHR10336	PTHR10336
Q9BRX9	Q9VJL9	Yes	Yes	PTHR22842	PTHR22842
Q9NZE8	Q8MS27	Yes	No	PTHR15909	PTHR15909
Q9UHB9	Q9VSS2	Yes	Yes	PTHR12860	PTHR12860
Q15061	A1Z7K2	Yes	Yes	PTHR44267	PTHR44267
O14647	Q7KU24	Yes	No	PTHR45623	PTHR45623
P05452	Q9VM16	Yes	No	PTHR22799	PTHR22802
Q99570	Q9VHH2	Yes	Yes	PTHR17583	PTHR17583
Q6L8Q7	Q8IP91	Yes	Yes	PTHR12121	PTHR12121
Q9BUE6	Q8T3X9	Yes	Yes	PTHR10072	PTHR10072
Q7Z7H3	Q9V3B1	Yes	No	PTHR15505	
Q96C23	Q9VRU1	Yes	Yes	PTHR10091	PTHR10091
Q8IY95	Q9VEH2	Yes	No	PTHR31592	PTHR31592
Q96LT9	A0A0B4LGA2	Yes	No	PTHR16105	PTHR16105
P30041	Q9VQI7	Yes	Yes	PTHR43503	PTHR43503
Q7L523	Q9VHJ4	Yes	Yes	PTHR11259	PTHR11259
Q13356	Q7K231	Yes	Yes	PTHR45625	PTHR45625
Q96NR3	Q86P36	Yes	No	PTHR10796	PTHR10796
Q8WW35	Q9VH45	Yes	Yes	PTHR21255	PTHR21255
P10586	P16621	Yes	No	PTHR19134	PTHR19134
O75347	Q9V9U7	Yes	Yes	PTHR21500	PTHR21500
P61244	P91664	Yes	No	PTHR10328	PTHR10328
Q0VAM2	Q7KTU3	Yes	No	PTHR23113	PTHR23113
Q86YJ7	Q7K4M9	Yes	Yes	PTHR12447	PTHR12447
P00966	O97069	Yes	Yes	PTHR11587	PTHR11587
P24539	Q94516	Yes	Yes	PTHR12733	PTHR12733
P53611	Q9XZ68	Yes	Yes	PTHR11774	PTHR11774
Q5T3U5	Q9VLP5	Yes	Yes	PTHR24223	PTHR24223
Q9UBE0	Q7KSM5	Yes	Yes	PTHR10953	PTHR10953
P33681	Q9W1H6	Yes	No	PTHR25466	PTHR21261
Q5JPI3	Q9W0T9	Yes	Yes	PTHR21084	PTHR21084
P63279	Q7KNM2	Yes	Yes	PTHR24067	PTHR24067
Q9H330	A0A0B4K6B9	Yes	Yes	PTHR21716	PTHR21716
Q9UPQ8	A1ZAI1	Yes	No	PTHR13205	PTHR13205
O60749	Q9VQQ6	Yes	No	PTHR10555	PTHR10555
P53582	Q9VC48	Yes	Yes	PTHR43330	PTHR43330
Q96CB9	Q9VPX3	Yes	Yes	PTHR22808	PTHR22808
Q9H0H5	A1Z9I5	Yes	Yes	PTHR46199	PTHR46199
Q86SR1	Q6WV16	Yes	Yes	PTHR11675	PTHR11675
Q9UID3	Q8MSY4	Yes	Yes	PTHR15954	PTHR15954
P63096	P20353	Yes	Yes	PTHR10218	PTHR10218
Q9BX73	Q9VY86	Yes	No	PTHR21016	PTHR21016
Q9Y5X5	Q9VNM1	Yes	No	PTHR24241	PTHR24235
Q9NRP4	Q8SZ16	Yes	Yes	PTHR13137	PTHR13137
Q12981	Q9VNI9	Yes	Yes	PTHR12825	PTHR12825
Q15024	Q29QQ9	Yes	Yes	PTHR11097	PTHR11097
Q9NZJ9	Q7JVG2	Yes	No	PTHR12629	PTHR12629
Q9Y244	Q9VIJ5	Yes	No	PTHR12828	PTHR12828
Q8IZP0	A0A0B4K774	Yes	No	PTHR10460	PTHR10460
Q9NRA2	Q9VYG7	Yes	No	PTHR11662	PTHR11662
Q75T13	Q9W495	Yes	Yes	PTHR15495	PTHR15495
P13994	Q7K0F0	Yes	Yes	PTHR12111	PTHR12111
Q8WVC6	Q9VI57	Yes	Yes	PTHR10695	PTHR10695
O75306	Q9V4E0	Yes	Yes	PTHR11993	PTHR11993
Q9H1B5	Q7KVA1	Yes	No	PTHR46025	PTHR46025
Q92521	Q9VZM5	Yes	Yes	PTHR22760	PTHR22760
Q8NHV5	Q9VW61	Yes	Yes	PTHR31186	PTHR31186
Q9BZE7	Q9VSS7	Yes	No	PTHR28348	PTHR28348
Q6J4K2	A1Z8H3	Yes	Yes	PTHR12266	PTHR12266
Q92903	P56079	Yes	No	PTHR13773	PTHR13773
Q96C01	Q7JVK8	Yes	Yes	PTHR21096	PTHR21096
Q96I59	Q7JZR5	Yes	Yes	PTHR22594	PTHR22594
O95249	Q9VE50	Yes	Yes	PTHR21094	PTHR21094
Q16795	Q9VPE2	Yes	Yes	PTHR12126	PTHR12126
Q6ZXV5	Q7K4B6	Yes	Yes	PTHR44395	PTHR44395
Q8TAG9	Q9VDE6	Yes	No	PTHR12702	PTHR12702
P63098	P48451	Yes	No	PTHR45942	PTHR45942
Q96P65	Q9VDC4	Yes	No	PTHR24241	PTHR24243
Q13029	Q9VPQ6	Yes	No	PTHR16515	PTHR12958
Q969Z0	Q9VD14	Yes	No	PTHR21228	PTHR21228
Q8NFI3	Q9VX51	Yes	No	PTHR13246	PTHR13246
Q5BJD5	Q9VX39	Yes	Yes	PTHR43220	PTHR43220
P49023	Q2PDT4	Yes	Yes	PTHR24216	PTHR24216
O75821	Q9W4X7	Yes	No	PTHR10352	PTHR10352
Q9H981	Q9VX09	Yes	Yes	PTHR11937	PTHR11937
P31153	P40320	Yes	Yes	PTHR11964	PTHR11964
Q6P5X5	Q4QPU3	Yes	No	PTHR28052	PTHR28052
Q7Z6E9	Q9XZ21	Yes	No	PTHR15439	PTHR15439
P18615	P92204	Yes	No	PTHR17250	PTHR17250
Q6PF18	Q8MLN3	Yes	No	PTHR46511	PTHR23084
Q8N6N6	Q8IQP3	Yes	No	PTHR31435	PTHR31435
Q9C0B5	Q9VPM2	Yes	No	PTHR12349	PTHR22883
Q9Y243	Q8INB9	Yes	Yes	PTHR24356	PTHR24356
Q9Y6M5	Q9VPE3	Yes	Yes	PTHR45820	PTHR45820
O75398	Q24180	Yes	No	PTHR10237	PTHR10237
Q15691	A1Z6P3	Yes	Yes	PTHR10623	PTHR10623
O60879	P48608	Yes	No	PTHR45691	PTHR45691
Q6ZMH5	A4IJ72	Yes	No	PTHR12191	PTHR12191
Q9NU23	Q6IGM9	Yes	Yes	PTHR13675	PTHR13675
Q9UBQ0	Q9VPX5	Yes	Yes	PTHR11124	PTHR11124
Q9Y4E6	Q9W543	Yes	Yes	PTHR44099	PTHR44099
Q13043	Q8T0S6	Yes	No	PTHR48015	PTHR48015
Q6UWP2	Q9VMH9	Yes	Yes	PTHR43115	PTHR43115
Q96H35	X2JBU2	Yes	No	PTHR21245	PTHR21245
Q96GM5	Q9VYG2	Yes	No	PTHR13844	PTHR13844
Q9Y6V7	Q07886	Yes	Yes	PTHR24031	PTHR24031
Q9NVA1	Q9VRZ7	Yes	No	PTHR12184	PTHR12184
Q9Y672	Q9VKX7	Yes	Yes	PTHR12413	PTHR12413
Q8TBB5	Q9VTZ7	Yes	Yes	PTHR46063	PTHR46063
Q09327	Q95RF3	Yes	No	PTHR12224	PTHR12224
H3BPM6	Q9VQA8	Yes	Yes	PTHR33963	PTHR33963
P49366	Q9VSF4	Yes	Yes	PTHR11703	PTHR11703
P17050	Q9VL27	Yes	Yes	PTHR11452	PTHR11452
Q8TDD1	Q8SY39	Yes	Yes	PTHR24031	PTHR24031
Q92547	Q9VY97	Yes	No	PTHR13561	PTHR13561
P35712	Q59DN5	Yes	No	PTHR45789	PTHR45789
Q9H6F2	Q9VXG9	Yes	Yes	PTHR12454	PTHR12454
Q9BXT6	Q6J5K9	Yes	No	PTHR10887	PTHR10887
Q96K17	Q7KM15	Yes	Yes	PTHR10351	PTHR10351
A6NMX2	Q9VRY0	Yes	No	PTHR11960	PTHR11960
Q8WVQ1	Q9VGN8	Yes	Yes	PTHR13023	PTHR13023
P33121	Q9VVT8	Yes	No	PTHR43272	PTHR43272
Q7Z3Q1	Q9VY22	Yes	No	PTHR23507	PTHR23507
O00566	Q9VLK1	Yes	No	PTHR17039	PTHR17039
O95562	Q9VPD4	Yes	No	PTHR23137	PTHR23137
P78536	Q9VAC5	Yes	Yes	PTHR45702	PTHR45702
P20265	P16241	Yes	No	PTHR11636	PTHR11636
Q93099	Q9VKJ0	Yes	Yes	PTHR11056	PTHR11056
Q8NBA8	Q9VI85	Yes	Yes	PTHR21392	PTHR21392
Q9Y4P9	Q9VXK2	Yes	No	PTHR12509	PTHR12509
P34947	P32866	Yes	Yes	PTHR24355	PTHR24355
Q8TEA7	Q9W4F8	Yes	Yes	PTHR22957	PTHR22957
O43776	Q9V434	Yes	Yes	PTHR22594	PTHR22594
Q16822	P20007	Yes	Yes	PTHR11561	PTHR11561
Q9BT30	Q9VTP1	Yes	Yes	PTHR21052	PTHR21052
Q9NQA5	M9PI57	Yes	No	PTHR10582	PTHR10582
P22735	Q9VLU2	Yes	Yes	PTHR11590	PTHR11590
Q9NNW5	Q86B53	Yes	Yes	PTHR14344	PTHR14344
Q9H074	Q7K581	Yes	No	PTHR23254	PTHR23254
O95159	Q9VD26	Yes	Yes	PTHR12981	PTHR12981
P25705	P35381	Yes	Yes	PTHR48082	PTHR48082
Q00059	Q86BR8	Yes	No	PTHR48112	PTHR48112
Q8NE86	Q8IQ70	Yes	Yes	PTHR13462	PTHR13462
Q8N5M9	Q7K1V5	Yes	Yes	PTHR20955	PTHR20955
P0CG13	Q2PDX2	Yes	Yes	PTHR28605	PTHR28605
O15541	Q9VDP8	Yes	Yes	PTHR12930	PTHR12930
Q495M9	Q7JQL2	Yes	Yes	PTHR24161	PTHR24161
Q567U6	A1ZAC7	Yes	Yes	PTHR16441	PTHR16441
Q9BZV2	Q9VGV5	Yes	No	PTHR10686	PTHR10686
Q969M3	Q9VK46	Yes	Yes	PTHR21236	PTHR21236
Q9H792	Q9VE02	Yes	No	PTHR22972	PTHR37970
Q16644	P49071	Yes	No	PTHR24349	PTHR24349
Q9UNY4	P34739	Yes	No	PTHR45626	PTHR45626
P08962	A1Z8K7	Yes	No	PTHR19282	PTHR19282
Q8N6M0	Q9VUN9	Yes	Yes	PTHR12419	PTHR12419
Q14749	Q9VG42	Yes	Yes	PTHR16458	PTHR16458
Q5PT55	Q9VXV4	Yes	Yes	PTHR10361	PTHR10361
Q9UNS1	Q8INH7	Yes	Yes	PTHR22940	PTHR22940
Q9Y255	Q9V579	Yes	No	PTHR11158	PTHR11158
Q6YP21	Q8SXC2	Yes	Yes	PTHR43807	PTHR43807
O77932	Q9VXA8	Yes	Yes	PTHR12395	PTHR12395
P0DPD8	Q9W5Y0	Yes	No	PTHR11733	PTHR11733
Q96JG6	A1ZAY8	Yes	Yes	PTHR13258	PTHR13258
Q4VC31	Q9VW41	Yes	Yes	PTHR31905	PTHR31905
Q9BQ95	Q9U6M0	Yes	Yes	PTHR13113	PTHR13113
Q15382	Q9VND8	Yes	Yes	PTHR24070	PTHR24070
Q9H7Z7	Q9V420	Yes	No	PTHR12782	PTHR12782
Q9HCB6	Q7K3Y9	Yes	No	PTHR11311	PTHR11311
Q14147	Q9VWI5	Yes	Yes	PTHR18934	PTHR18934
P62330	P40946	Yes	Yes	PTHR11711	PTHR11711
Q13951	Q24040	Yes	No	PTHR10276	PTHR10276
Q5VT66	A1Z803	Yes	Yes	PTHR14237	PTHR14237
Q63HM9	Q9VIP3	Yes	Yes	PTHR13593	PTHR13593
Q6ZYL4	B7Z018	Yes	Yes	PTHR28580	PTHR28580
Q8TAF3	Q1LZ08	Yes	Yes	PTHR19862	PTHR19862
Q4G176	Q7KVU5	Yes	Yes	PTHR24096	PTHR24096
Q86X10	X2JEC6	Yes	Yes	PTHR21344	PTHR21344
Q01543	P29774	Yes	No	PTHR11849	PTHR11849
Q9GZT8	Q9NK57	Yes	Yes	PTHR13799	PTHR13799
Q8N4J0	Q9I7X6	Yes	Yes	PTHR12303	PTHR12303
Q9Y5J7	Q9VYD7	Yes	Yes	PTHR13172	PTHR13172
Q9Y5K1	Q7KPA5	Yes	No	PTHR10848	PTHR10848
Q14C86	Q9VZ08	Yes	No	PTHR23101	PTHR23101
Q5HYI8	Q9VXA9	Yes	Yes	PTHR24073	PTHR24073
Q9NRN9	Q8MSW4	Yes	Yes	PTHR23290	PTHR23290
P55061	Q9VSH3	Yes	Yes	PTHR23291	PTHR23291
Q15293	Q9W0H8	Yes	No	PTHR10827	PTHR10827
Q92805	Q7K4K7	Yes	Yes	PTHR23157	PTHR23157
Q32P41	Q8IRE4	Yes	Yes	PTHR23245	PTHR23245
Q6P4F1	Q9VLC1	Yes	Yes	PTHR11929	PTHR11929
O95619	Q9VM63	Yes	Yes	PTHR23195	PTHR23195
P55263	Q9VU38	Yes	Yes	PTHR45769	PTHR45769
Q9NP66	Q9W2K8	Yes	No	PTHR46040	PTHR46040
Q9NX40	Q9W1X9	Yes	Yes	PTHR13336	PTHR13336
Q9NYG2	Q7K3T4	Yes	Yes	PTHR22883	PTHR22883
P40692	A1Z7C1	Yes	Yes	PTHR10073	PTHR10073
Q9BUU2	Q9VP86	Yes	No	PTHR23108	PTHR23108
