prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
O95347	P38989	Yes	Yes	PTHR43941	PTHR43941
P49770	P32502	Yes	Yes	PTHR45859	PTHR45859
P49643	P20457	Yes	Yes	PTHR10537	PTHR10537
Q9UQ80	Q03862	Yes	No	PTHR10804	PTHR10804
Q92994	P29056	Yes	No	PTHR11618	PTHR11618
Q01581	P54839	Yes	Yes	PTHR43323	PTHR43323
Q53GS7	Q12315	Yes	No	PTHR12960	PTHR12960
Q8WUX2	P32656	Yes	Yes	PTHR12192	PTHR12192
Q96G46	Q06053	Yes	Yes	PTHR45846	PTHR45846
Q7L211	P42840	Yes	Yes	PTHR12277	PTHR12277
Q7L5A8	Q03529	Yes	Yes	PTHR12863	PTHR12863
Q8TDD1	Q12389	Yes	Yes	PTHR24031	PTHR24031
Q8TCG2	P42951	Yes	No	PTHR12865	PTHR12865
O00231	Q12377	Yes	Yes	PTHR10678	PTHR10678
Q96BZ9	P43570	Yes	No	PTHR20913	PTHR20913
P30837	P46367	Yes	Yes	PTHR11699	PTHR11699
Q13946	P06776	Yes	No	PTHR11347	PTHR11347
P60510	P32345	Yes	No	PTHR45619	PTHR45619
Q9UBV2	Q05787	Yes	No	PTHR11102	PTHR11102
P27694	P22336	Yes	Yes	PTHR23273	PTHR23273
O43583	P47089	Yes	No	PTHR12789	PTHR12789
Q92485	Q04119	Yes	No	PTHR10340	PTHR10340
P41214	Q04600	Yes	Yes	PTHR12217	PTHR12217
Q8IWX7	P51534	Yes	No	PTHR45994	PTHR45994
O00232	Q12250	Yes	Yes	PTHR10855	PTHR10855
Q2TAA2	P41734	Yes	Yes	PTHR14209	PTHR14209
Q92546	P16664	Yes	No	PTHR12507	PTHR12507
P16435	P16603	Yes	Yes	PTHR19384	PTHR19384
O95249	P38736	Yes	No	PTHR21094	PTHR21094
Q9UKD2	P33201	Yes	Yes	PTHR45841	PTHR45841
O75439	P10507	Yes	Yes	PTHR11851	PTHR11851
Q6IA69	P38795	Yes	Yes	PTHR23090	PTHR23090
O14874	P40530	Yes	No	PTHR11947	PTHR11947
P11940	P04147	Yes	No	PTHR24012	PTHR24012
Q6YI46	P36164	Yes	No	PTHR46593	PTHR47549
Q8N7R7	P40186	Yes	No	PTHR14248	PTHR15615
Q6Y1H2	P40857	Yes	Yes	PTHR11035	PTHR11035
Q8WTS1	Q12385	Yes	No	PTHR42886	PTHR42886
O95336	P37262	Yes	No	PTHR11054	PTHR11054
Q96G03	Q03262	Yes	Yes	PTHR45745	PTHR45745
P54278	P14242	Yes	No	PTHR10073	PTHR10073
Q5VTY9	P53154	Yes	No	PTHR13285	PTHR13285
P83876	Q06819	Yes	Yes	PTHR12052	PTHR12052
Q2M3R5	Q04835	Yes	No	PTHR22911	PTHR22911
Q8NI36	Q06078	Yes	Yes	PTHR22840	PTHR22840
P23786	P80235	Yes	Yes	PTHR22589	PTHR22589
Q9BV86	P38340	Yes	Yes	PTHR12753	PTHR12753
Q00403	P29055	Yes	Yes	PTHR11618	PTHR11618
Q96EK9	P34253	Yes	No	PTHR12435	PTHR12435
O15160	P07703	Yes	Yes	PTHR11800	PTHR11800
O00410	P32337	Yes	Yes	PTHR10527	PTHR10527
O43615	Q01852	Yes	Yes	PTHR10721	PTHR10721
Q9ULX3	Q08444	Yes	Yes	PTHR12814	PTHR12814
Q8IWW8	P10127	Yes	No	PTHR11496	PTHR11496
Q07020	P0CX49	Yes	Yes	PTHR10934	PTHR10934
Q92979	Q06287	Yes	Yes	PTHR12636	PTHR12636
Q9UBQ0	P38759	Yes	No	PTHR11124	PTHR11124
Q8N5M1	P22135	Yes	Yes	PTHR21013	PTHR21013
Q9UMY4	Q08826	Yes	No	PTHR45963	PTHR45963
Q9NRX5	Q12116	Yes	No	PTHR10383	PTHR10383
Q9Y5Q8	P32367	Yes	No	PTHR13230	PTHR13230
P06493	P00546	Yes	No	PTHR24056	PTHR24056
A6NK06	Q12428	Yes	No	PTHR16943	PTHR16943
Q9BRX2	P33309	Yes	Yes	PTHR10853	PTHR10853
Q9Y2T3	Q07729	Yes	Yes	PTHR11271	PTHR11271
P49720	P25451	Yes	Yes	PTHR11599	PTHR11599
Q9Y2Q5	P38247	Yes	No	PTHR13323	
P48735	P41939	Yes	Yes	PTHR11822	PTHR11822
Q3KQV9	P43123	Yes	No	PTHR11952	PTHR11952
O94973	P38065	Yes	Yes	PTHR22780	PTHR22780
Q96EC8	P53093	Yes	No	PTHR21236	PTHR21236
Q96DT6	P53867	Yes	No	PTHR22624	PTHR22624
P15374	P35127	Yes	Yes	PTHR10589	PTHR10589
P04181	P07991	Yes	Yes	PTHR11986	PTHR11986
Q9ULC5	P39518	Yes	No	PTHR43272	PTHR43272
Q9BV79	P38071	Yes	Yes	PTHR43981	PTHR43981
P30154	P31383	Yes	No	PTHR10648	PTHR10648
P51398	Q01163	Yes	No	PTHR12810	PTHR12810
Q9BZE9	P54730	Yes	No	PTHR46467	PTHR46467
P63167	Q02647	Yes	Yes	PTHR11886	PTHR11886
P51148	P36017	Yes	No	PTHR24073	PTHR24073
Q9H7H0	P36056	Yes	No	PTHR21320	PTHR13184
Q9Y2D4	P22224	Yes	Yes	PTHR12702	PTHR12702
Q5VUY0	P53324	Yes	No	PTHR23024	
P10768	P40363	Yes	Yes	PTHR10061	PTHR10061
O95602	P10964	Yes	Yes	PTHR19376	PTHR19376
Q8N1S5	P34240	Yes	No	PTHR11040	PTHR11040
P16260	P38702	Yes	Yes	PTHR24089	PTHR24089
O75792	P53942	Yes	Yes	PTHR10954	PTHR10954
Q15031	P11325	Yes	Yes	PTHR43740	PTHR43740
Q9BY44	P53235	Yes	Yes	PTHR13227	PTHR13227
Q9UHQ9	P38626	Yes	No	PTHR19370	PTHR19370
P23919	P00572	Yes	Yes	PTHR10344	PTHR10344
Q9Y697	P25374	Yes	Yes	PTHR11601	PTHR11601
Q6PI48	P15179	Yes	Yes	PTHR22594	PTHR22594
Q9Y570	P38796	Yes	Yes	PTHR14189	PTHR14189
O60287	P34241	Yes	No	PTHR13500	PTHR13500
P42658	P33894	Yes	No	PTHR11731	PTHR11731
Q9BV87	Q12477	Yes	No	PTHR15615	PTHR15615
Q15435	P36047	Yes	Yes	PTHR45973	PTHR45973
P40938	P38251	Yes	Yes	PTHR11669	PTHR11669
Q8WUY1	P38256	Yes	No	PTHR12475	PTHR12475
Q9BSV6	P39707	Yes	Yes	PTHR13070	PTHR13070
Q9UI14	P53633	Yes	Yes	PTHR19317	PTHR19317
Q9UJS0	Q12482	Yes	No	PTHR45678	PTHR45678
Q9Y5Y2	P40558	Yes	Yes	PTHR23264	PTHR23264
Q8WVE0	P53200	Yes	Yes	PTHR13200	PTHR13200
Q92616	P33892	Yes	No	PTHR23346	PTHR23346
Q01415	P04385	Yes	Yes	PTHR10457	PTHR10457
P62258	P34730	Yes	Yes	PTHR18860	PTHR18860
Q16181	P32457	Yes	Yes	PTHR18884	PTHR18884
Q6PCB7	P38225	Yes	No	PTHR43107	PTHR43107
Q9H790	P38289	Yes	No	PTHR14464	PTHR14464
Q9NWT1	P20484	Yes	No	PTHR44675	PTHR44675
Q9NZL4	P38260	Yes	No	PTHR19316	PTHR19316
O43504	Q3E830	Yes	No	PTHR13342	
Q969M1	P23644	Yes	Yes	PTHR10802	PTHR10802
Q86YJ6	P16120	Yes	Yes	PTHR42690	PTHR42690
Q9Y4R8	P53038	Yes	No	PTHR15830	PTHR15830
P05089	P00812	Yes	Yes	PTHR43782	PTHR43782
P22059	P35845	Yes	No	PTHR10972	PTHR10972
P19388	P20434	Yes	Yes	PTHR10535	PTHR10535
P18669	P00950	Yes	No	PTHR11931	PTHR11931
Q9BT81	P25042	Yes	No	PTHR10270	PTHR10270
Q96ES7	P25554	Yes	No	PTHR21539	PTHR21539
Q13601	P25586	Yes	Yes	PTHR12581	PTHR12581
P78549	P31378	Yes	No	PTHR43286	PTHR43286
P14868	P04802	Yes	Yes	PTHR43450	PTHR43450
Q9BTY7	P48362	Yes	No	PTHR13387	PTHR13387
O95620	Q06063	Yes	Yes	PTHR11082	PTHR11082
Q99567	P40368	Yes	No	PTHR13257	PTHR13257
P61009	Q12133	Yes	No	PTHR12804	PTHR12804
P62263	P06367	Yes	Yes	PTHR11759	PTHR11759
P62263	P39516	Yes	No	PTHR11759	PTHR11759
Q9BYD1	Q12487	Yes	Yes	PTHR11545	PTHR11545
O60907	P38262	Yes	No	PTHR22846	PTHR22846
Q6UWH6	P38869	Yes	Yes	PTHR13144	PTHR13144
P37837	P15019	Yes	No	PTHR10683	PTHR10683
P55060	P33307	Yes	Yes	PTHR10997	PTHR10997
Q6ZP29	Q12010	Yes	Yes	PTHR16201	PTHR16201
P60891	P38063	Yes	No	PTHR10210	PTHR10210
Q8IWX5	P23501	Yes	No	PTHR14969	PTHR14969
P24534	P32471	Yes	Yes	PTHR11595	PTHR11595
Q7Z6J9	Q02825	Yes	No	PTHR21027	PTHR21027
P61081	P52491	Yes	Yes	PTHR24068	PTHR24068
Q12893	Q12239	Yes	No	PTHR13377	PTHR13377
O15162	P47140	Yes	No	PTHR23248	PTHR23248
Q96H96	P32378	Yes	No	PTHR11048	PTHR11048
Q86W74	P25631	Yes	No	PTHR24166	PTHR24180
Q9NWZ5	P27515	Yes	Yes	PTHR10285	PTHR10285
P00167	P40312	Yes	No	PTHR19359	PTHR19359
Q4G176	P38137	Yes	Yes	PTHR24096	PTHR43201
Q8N468	Q08280	Yes	No	PTHR23121	PTHR23514
Q7Z2W9	P40858	Yes	No	PTHR21349	PTHR21349
P62277	P05756	Yes	Yes	PTHR11885	PTHR11885
P04040	P15202	Yes	Yes	PTHR11465	PTHR11465
P43246	P25847	Yes	Yes	PTHR11361	PTHR11361
P63146	P06104	Yes	No	PTHR24067	PTHR24067
Q9H871	Q12508	Yes	Yes	PTHR12170	PTHR12170
Q9P2X3	P25637	Yes	No	PTHR16301	PTHR16301
P28340	P15436	Yes	Yes	PTHR10322	PTHR10322
P53992	P38810	Yes	No	PTHR13803	PTHR13803
Q9NQZ7	P40009	Yes	No	PTHR11782	PTHR11782
Q7Z7A3	P53088	Yes	Yes	PTHR11807	PTHR11807
P62191	P40327	Yes	Yes	PTHR23073	PTHR23073
Q8WV22	Q07913	Yes	No	PTHR20973	PTHR20973
Q9BSH5	Q04223	Yes	No	PTHR46191	PTHR46191
Q9P1U1	P47117	Yes	Yes	PTHR11937	PTHR11937
Q96DG6	P39721	Yes	Yes	PTHR46812	PTHR17630
P38646	P0CS90	Yes	Yes	PTHR19375	PTHR19375
O95619	P53930	Yes	Yes	PTHR23195	PTHR23195
P37268	P29704	Yes	Yes	PTHR11626	PTHR11626
Q6UW68	Q06089	Yes	Yes	PTHR46916	PTHR23241
O75688	P34221	Yes	No	PTHR47992	PTHR13832
P39019	P07280	Yes	Yes	PTHR11710	PTHR11710
P20839	P38697	Yes	No	PTHR11911	PTHR11911
P62249	P0CX51	Yes	Yes	PTHR21569	PTHR21569
Q6ZNW5	P16550	Yes	No	PTHR20884	PTHR42746
O15118	Q12200	Yes	Yes	PTHR45727	PTHR45727
Q9NWV4	P25654	Yes	Yes	PTHR12857	PTHR12857
P11142	P10592	Yes	No	PTHR19375	PTHR19375
Q9BXY0	P10962	Yes	No	PTHR23405	PTHR23405
P30039	P38765	Yes	Yes	PTHR13774	PTHR13774
P68366	P09733	Yes	Yes	PTHR11588	PTHR11588
Q9BW85	P28320	Yes	No	PTHR12111	PTHR12111
Q92674	Q12748	Yes	No	PTHR48208	
Q9P2W1	P53187	Yes	Yes	PTHR15938	PTHR15938
Q9NX20	P38064	Yes	No	PTHR12220	PTHR12220
P17858	P16862	Yes	Yes	PTHR13697	PTHR13697
P61421	P32366	Yes	Yes	PTHR11028	PTHR11028
P15313	P16140	Yes	No	PTHR43389	PTHR43389
Q15397	Q04373	Yes	No	PTHR13389	PTHR13389
Q9UBQ7	P53839	Yes	Yes	PTHR10996	PTHR10996
Q01813	P16861	Yes	No	PTHR13697	PTHR13697
Q96EB1	Q02884	Yes	Yes	PTHR12896	PTHR12896
Q13547	P32561	Yes	Yes	PTHR48252	PTHR48252
Q14410	P32190	Yes	No	PTHR10196	PTHR10196
P61011	P20424	Yes	Yes	PTHR11564	PTHR11564
P10644	P07278	Yes	No	PTHR11635	PTHR11635
O95273	Q05881	Yes	No	PTHR15492	PTHR15492
O15498	P36015	Yes	Yes	PTHR45806	PTHR45806
O95067	P24869	Yes	No	PTHR10177	PTHR10177
Q96AJ9	Q04338	Yes	Yes	PTHR21230	PTHR21230
Q14206	P36054	Yes	No	PTHR10300	PTHR10300
Q8TBQ9	Q8TGJ3	Yes	Yes	PTHR13229	PTHR13229
Q9BZJ0	Q12309	Yes	Yes	PTHR11246	PTHR11246
Q9Y3A6	Q12450	Yes	No	PTHR22811	PTHR22811
Q8IZD9	Q06409	Yes	No	PTHR45653	PTHR45653
Q9Y230	Q12464	Yes	Yes	PTHR11093	PTHR11093
P53007	P38152	Yes	Yes	PTHR45788	PTHR45788
Q3SYC2	Q08650	Yes	Yes	PTHR12317	PTHR12317
P41223	P25337	Yes	Yes	PTHR19411	PTHR19411
Q92989	Q08685	Yes	Yes	PTHR12755	PTHR12755
Q9ULW3	P53743	Yes	No	PTHR12311	PTHR12311
P63208	P52286	Yes	Yes	PTHR11165	PTHR11165
Q14692	Q08965	Yes	No	PTHR12858	PTHR12858
P15170	P05453	Yes	No	PTHR23115	PTHR23115
Q9H3S4	P35202	Yes	Yes	PTHR13622	PTHR13622
P49411	P02992	Yes	Yes	PTHR43721	PTHR43721
Q9NXB9	P25358	Yes	No	PTHR11157	PTHR11157
Q9UBM1	P05375	Yes	Yes	PTHR15458	PTHR15458
P41250	Q06817	Yes	No	PTHR10745	PTHR10745
A5YKK6	P25655	Yes	No	PTHR13162	PTHR13162
Q9H944	P34162	Yes	No	PTHR12465	PTHR12465
Q9Y584	Q12328	Yes	No	PTHR14110	PTHR14110
Q9Y4W6	P39925	Yes	No	PTHR43655	PTHR43655
O15269	P25045	Yes	Yes	PTHR13693	PTHR13693
O00762	P52492	Yes	No	PTHR24068	PTHR24068
Q96MV8	P42836	Yes	No	PTHR22883	PTHR22883
Q9NPI6	Q12446	Yes	No	PTHR16290	PTHR23202
O60869	O14467	Yes	Yes	PTHR10245	PTHR10245
Q8N8A6	P53734	Yes	No	PTHR24031	PTHR24031
Q9BU89	P47120	Yes	Yes	PTHR12697	PTHR12697
O43172	P20053	Yes	Yes	PTHR19846	PTHR19846
P43034	P39946	Yes	Yes	PTHR44129	PTHR44129
P24863	P47821	Yes	Yes	PTHR10026	PTHR10026
O43156	P36097	Yes	No	PTHR18460	PTHR18460
Q9BXI2	Q12375	Yes	No	PTHR45624	PTHR45624
O14841	P28273	Yes	Yes	PTHR11365	PTHR11365
O15027	P48415	Yes	No	PTHR13402	PTHR13402
P62906	P0CX43	Yes	Yes	PTHR23105	PTHR23105
P62495	P12385	Yes	Yes	PTHR10113	PTHR10113
Q9HCS7	Q04048	Yes	No	PTHR11246	PTHR11246
Q9Y6M5	P20107	Yes	No	PTHR45820	PTHR45820
Q99518	P38866	Yes	No	PTHR23023	PTHR43539
P40926	P17505	Yes	Yes	PTHR11540	PTHR11540
Q9NRA2	P38125	Yes	No	PTHR11662	PTHR23502
P26641	P36008	Yes	Yes	PTHR43986	PTHR43986
Q9NY33	Q08225	Yes	Yes	PTHR23422	PTHR23422
O43681	Q12154	Yes	Yes	PTHR10803	PTHR10803
O43148	P32783	Yes	No	PTHR12189	PTHR12189
Q8N543	P40032	Yes	No	PTHR12117	PTHR12117
Q969S3	P38344	Yes	No	PTHR13182	PTHR13182
Q8IY37	Q04217	Yes	No	PTHR18934	PTHR18934
P40937	P38629	Yes	Yes	PTHR11669	PTHR11669
Q9HCE5	P25583	Yes	No	PTHR13107	PTHR13107
Q9Y646	P37302	Yes	No	PTHR12053	PTHR12147
Q86U38	P47077	Yes	Yes	PTHR13102	PTHR13102
Q9Y617	P33330	Yes	Yes	PTHR43247	PTHR43247
Q8N1B4	P39904	Yes	No	PTHR14190	PTHR14190
Q96EY1	P35191	Yes	No	PTHR44145	PTHR43096
Q9P003	P53173	Yes	Yes	PTHR12290	PTHR12290
P08240	P32916	Yes	No	PTHR43134	PTHR43134
Q96GD4	P38991	Yes	No	PTHR24350	PTHR24350
P61966	P35181	Yes	No	PTHR11753	PTHR11753
Q8N8R3	P32331	Yes	No	PTHR45624	PTHR45624
P62314	Q02260	Yes	No	PTHR23338	PTHR23338
Q7Z4G4	Q12463	Yes	Yes	PTHR13370	PTHR13370
P56937	Q12452	Yes	Yes	PTHR44442	PTHR43647
Q9H9T3	Q02908	Yes	Yes	PTHR11135	PTHR11135
Q969X6	Q06679	Yes	Yes	PTHR44163	PTHR44163
Q9UDY4	P25294	Yes	Yes	PTHR24078	PTHR24078
O94808	P14742	Yes	Yes	PTHR10937	PTHR10937
O43592	P33418	Yes	Yes	PTHR15952	PTHR15952
Q9BWT6	P53102	Yes	Yes	PTHR31398	PTHR15938
Q9UHE5	P46956	Yes	No	PTHR13947	
Q9NRU3	Q12296	Yes	No	PTHR12064	PTHR12064
P35557	P04806	Yes	No	PTHR19443	PTHR19443
Q9NP81	P38705	Yes	Yes	PTHR11778	PTHR11778
Q8NI27	P53552	Yes	No	PTHR21597	PTHR21597
O75794	Q05791	Yes	Yes	PTHR15323	PTHR15323
Q9P2D3	P39526	Yes	No	PTHR21663	PTHR21663
P46777	P26321	Yes	Yes	PTHR23410	PTHR23410
Q96C86	Q12123	Yes	Yes	PTHR12978	PTHR12978
O14777	P40460	Yes	No	PTHR10643	PTHR10643
O75191	P42826	Yes	Yes	PTHR10196	PTHR10196
Q9GZN7	Q03956	Yes	No	PTHR13618	PTHR13618
Q92544	P32802	Yes	Yes	PTHR10766	PTHR10766
P19440	Q05902	Yes	Yes	PTHR11686	PTHR11686
Q96KP4	P43616	Yes	Yes	PTHR43270	PTHR43270
Q15061	Q04177	Yes	No	PTHR44267	PTHR44267
Q969K4	P40560	Yes	Yes	PTHR46231	PTHR46231
Q96DP5	P32785	Yes	No	PTHR11138	PTHR11138
Q6ZS30	P25356	Yes	No	PTHR13743	PTHR13743
P35998	P33299	Yes	Yes	PTHR23073	PTHR23073
Q96GQ7	P32892	Yes	No	PTHR24031	PTHR24031
Q15005	Q04969	Yes	No	PTHR13085	PTHR13085
P22102	P07244	Yes	Yes	PTHR10520	PTHR10520
P49281	P38925	Yes	No	PTHR11706	PTHR11706
Q7Z7B1	P47026	Yes	Yes	PTHR20661	PTHR20661
Q9NV92	P38356	Yes	No	PTHR13396	PTHR13396
P35249	P40348	Yes	Yes	PTHR11669	PTHR11669
Q9Y259	P20485	Yes	No	PTHR22603	PTHR22603
Q96PZ0	Q08647	Yes	Yes	PTHR13326	PTHR13326
Q13685	P35184	Yes	No	PTHR19857	PTHR19857
P42677	P38711	Yes	Yes	PTHR11594	PTHR11594
Q9BQ70	Q05468	Yes	No	PTHR22684	PTHR22684
P82251	P50276	Yes	Yes	PTHR11785	PTHR11785
Q9BYD3	P51998	Yes	No	PTHR10746	PTHR10746
Q9NVX2	P25382	Yes	Yes	PTHR19848	PTHR19848
Q9Y5M8	P36057	Yes	No	PTHR11485	PTHR11485
P53041	P53043	Yes	Yes	PTHR45668	PTHR45668
O75351	P52917	Yes	Yes	PTHR23074	PTHR23074
Q15382	P25378	Yes	Yes	PTHR24070	PTHR24070
Q8N7H5	P38351	Yes	Yes	PTHR23188	PTHR23188
Q9H2P9	P32469	Yes	Yes	PTHR10882	PTHR10882
Q8TAD4	Q03455	Yes	No	PTHR45755	PTHR45755
Q9NTI2	P39524	Yes	No	PTHR24092	PTHR24092
O94886	Q06538	Yes	No	PTHR13018	PTHR13018
Q9BV20	Q06489	Yes	Yes	PTHR43475	PTHR43475
Q8N3Z3	Q05473	Yes	Yes	PTHR46498	PTHR46498
P00441	P00445	Yes	Yes	PTHR10003	PTHR10003
P15880	P25443	Yes	No	PTHR13718	PTHR13718
Q8N442	P46943	Yes	Yes	PTHR43512	PTHR43512
P47755	P28495	Yes	Yes	PTHR10653	PTHR10653
P55010	P38431	Yes	Yes	PTHR23001	PTHR23001
Q15365	P38151	Yes	No	PTHR10288	PTHR10288
Q9NW64	P38241	Yes	No	PTHR14089	PTHR14089
Q6IA86	P42935	Yes	Yes	PTHR44111	PTHR44111
Q9Y4X5	P36113	Yes	Yes	PTHR11685	PTHR11685
P61204	P11076	Yes	No	PTHR11711	PTHR11711
P0C0S8	P04911	Yes	No	PTHR23430	PTHR23430
P0C0S8	P04912	Yes	No	PTHR23430	PTHR23430
Q13610	P21304	Yes	Yes	PTHR14091	PTHR14091
Q6P2Q9	P33334	Yes	Yes	PTHR11140	PTHR11140
Q9H3J6	Q05863	Yes	No	PTHR46203	PTHR46203
Q9NPF5	P53201	Yes	No	PTHR12855	PTHR12855
Q9BW27	P46673	Yes	No	PTHR13373	PTHR13373
P36871	P37012	Yes	Yes	PTHR22573	PTHR22573
P35558	P10963	Yes	No	PTHR11561	PTHR30031
O43929	P54791	Yes	No	PTHR12087	PTHR12087
Q9Y2C4	P08466	Yes	No	PTHR13966	PTHR13966
P32119	P34760	Yes	Yes	PTHR10681	PTHR10681
Q9HD34	Q6Q560	Yes	Yes	PTHR13166	PTHR13166
O43242	P40016	Yes	Yes	PTHR10758	PTHR10758
Q92878	P12753	Yes	No	PTHR18867	PTHR18867
Q8WUM9	P38361	Yes	No	PTHR11101	PTHR11101
Q9Y530	P38218	Yes	No	PTHR12521	PTHR12521
Q86U28	Q12425	Yes	No	PTHR43011	PTHR43011
Q9H1K1	Q12056	Yes	Yes	PTHR10093	PTHR10093
Q71DI3	P61830	Yes	No	PTHR11426	PTHR11426
Q9UNI6	Q02256	Yes	Yes	PTHR45848	PTHR45848
O14980	P30822	Yes	Yes	PTHR11223	PTHR11223
Q9NWU1	P39525	Yes	Yes	PTHR11712	PTHR11712
O94903	P38197	Yes	Yes	PTHR10146	PTHR10146
Q9BVI4	Q06512	Yes	Yes	PTHR12455	PTHR12455
O43818	Q06506	Yes	Yes	PTHR19865	PTHR19865
Q8TAD8	P53924	Yes	No	PTHR23308	PTHR15067
Q2VIR3	P32481	Yes	No	PTHR42854	PTHR42854
O00763	Q00955	Yes	Yes	PTHR45728	PTHR45728
Q9HAV4	P52918	Yes	No	PTHR11223	PTHR11223
Q86YN1	P53223	Yes	No	PTHR11247	PTHR14969
Q9Y296	Q03784	Yes	Yes	PTHR23249	PTHR23249
Q6P1N9	P34220	Yes	Yes	PTHR10060	PTHR10060
Q9UNQ2	P41819	Yes	Yes	PTHR11727	PTHR11727
A0PJX2	Q08952	Yes	No	PTHR23354	PTHR23354
Q96NS1	P38191	Yes	No	PTHR13848	PTHR13848
Q9BRP4	P53196	Yes	No	PTHR19879	PTHR19857
O15229	P38169	Yes	Yes	PTHR46028	PTHR46028
Q07864	P21951	Yes	Yes	PTHR10670	PTHR10670
Q9P1W3	Q12252	Yes	No	PTHR13018	PTHR13018
P19387	P16370	Yes	Yes	PTHR11800	PTHR11800
P38919	Q12099	Yes	Yes	PTHR47958	PTHR47958
P08183	P12866	Yes	Yes	PTHR24221	PTHR43394
Q9BZF2	P38713	Yes	No	PTHR10972	PTHR10972
P00480	P05150	Yes	Yes	PTHR45753	PTHR45753
Q9HD23	Q02783	Yes	No	PTHR13890	PTHR13890
Q92903	P38221	Yes	Yes	PTHR13773	PTHR13773
Q9NZM5	Q12080	Yes	No	PTHR14211	PTHR14211
Q8WU67	Q03649	Yes	No	PTHR10794	PTHR10794
P98194	P13586	Yes	Yes	PTHR42861	PTHR42861
Q9Y5J1	P40362	Yes	No	PTHR18359	PTHR18359
P49005	P46957	Yes	Yes	PTHR10416	PTHR10416
Q9Y2B2	P23797	Yes	Yes	PTHR12993	PTHR12993
Q9H2M3	Q08985	Yes	Yes	PTHR46120	PTHR11103
O43196	Q12175	Yes	No	PTHR11361	PTHR11361
Q9NTJ5	P32368	Yes	Yes	PTHR45662	PTHR45662
Q8WZ82	Q99369	Yes	Yes	PTHR48070	PTHR48070
Q92541	P53064	Yes	No	PTHR46695	PTHR13115
Q96HR8	P53919	Yes	No	PTHR31633	PTHR31633
Q14565	P25453	Yes	Yes	PTHR22942	PTHR22942
P31350	P09938	Yes	Yes	PTHR23409	PTHR23409
P62857	P0C0X0	Yes	Yes	PTHR10769	PTHR10769
P56282	P24482	Yes	No	PTHR12708	PTHR12708
Q9H3H5	P07286	Yes	Yes	PTHR10571	PTHR10571
O00566	P47083	Yes	No	PTHR17039	PTHR17039
Q9UHY7	P32626	Yes	Yes	PTHR20371	PTHR20371
Q9NPD3	P46948	Yes	Yes	PTHR11953	PTHR11953
A8MPP1	P22516	Yes	Yes	PTHR11472	PTHR11472
Q9P2I0	Q12102	Yes	No	PTHR45922	PTHR45922
O75817	P38291	Yes	No	PTHR15314	PTHR28256
Q9NRX1	Q99216	Yes	No	PTHR12826	PTHR12826
Q99447	P33412	Yes	Yes	PTHR45780	PTHR45780
P49754	P38959	Yes	Yes	PTHR12616	PTHR12616
Q14974	Q06142	Yes	Yes	PTHR10527	PTHR10527
P51946	P37366	Yes	Yes	PTHR10026	PTHR10026
Q9Y3A2	P34247	Yes	Yes	PTHR12838	PTHR12838
Q9BTE6	P53960	Yes	Yes	PTHR43462	PTHR43462
Q8TBE9	Q12486	Yes	No	PTHR46470	PTHR43885
P62913	Q3E757	Yes	No	PTHR11994	PTHR11994
Q9BUK6	Q03652	Yes	No	PTHR13391	PTHR13391
Q9NPF4	P36132	Yes	Yes	PTHR11735	PTHR11735
Q3MHD2	P38828	Yes	Yes	PTHR13542	PTHR13542
Q9UBP6	Q12009	Yes	Yes	PTHR23417	PTHR23417
Q5TC63	Q12317	Yes	No	PTHR22957	PTHR22957
O43709	P25627	Yes	Yes	PTHR12734	PTHR12734
P18124	P05737	Yes	Yes	PTHR11524	PTHR11524
Q3LXA3	P43550	Yes	Yes	PTHR28629	PTHR28629
P84098	P0CX82	Yes	Yes	PTHR10722	PTHR10722
Q96EL3	P19956	Yes	No	PTHR33618	PTHR28236
P26373	Q12690	Yes	Yes	PTHR11722	PTHR11722
Q9Y3R5	Q03921	Yes	No	PTHR14042	PTHR14042
Q9NVD3	Q03942	Yes	No	PTHR13271	PTHR13271
P61457	P38744	Yes	No	PTHR12599	PTHR12599
Q9Y4I1	P19524	Yes	No	PTHR13140	PTHR13140
Q9BT22	P16661	Yes	Yes	PTHR13036	PTHR13036
Q15560	P07273	Yes	No	PTHR11477	PTHR11477
Q9Y512	P53969	Yes	No	PTHR12815	PTHR12815
Q8IUR0	Q03337	Yes	No	PTHR20902	PTHR20902
P62910	P38061	Yes	Yes	PTHR23413	PTHR23413
Q96GG9	Q12395	Yes	Yes	PTHR12281	PTHR12281
Q9P2W9	P41834	Yes	No	PTHR15959	PTHR15959
P47985	P08067	Yes	No	PTHR10134	PTHR10134
Q9BPX5	P40518	Yes	Yes	PTHR12644	PTHR12644
Q9H7B2	P36160	Yes	Yes	PTHR12728	PTHR12728
Q8TCT1	P53981	Yes	No	PTHR20889	PTHR43344
Q8N6M3	Q06676	Yes	No	PTHR23129	PTHR23129
Q8WWY3	P49704	Yes	No	PTHR13904	PTHR13904
Q9UI26	Q02932	Yes	Yes	PTHR10997	PTHR10997
P14735	Q06010	Yes	Yes	PTHR43690	PTHR43690
Q9NYH9	Q02354	Yes	No	PTHR23271	PTHR23271
P62917	P0CX45	Yes	Yes	PTHR13691	PTHR13691
Q9UBV8	P53238	Yes	No	PTHR46212	PTHR46212
P40616	P38116	Yes	Yes	PTHR11711	PTHR11711
P62310	P57743	Yes	Yes	PTHR13110	PTHR13110
