prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
P41814	Q9HGL4	Yes	Yes	PTHR12945	PTHR12945
P32904	Q09865	Yes	No	PTHR11655	PTHR11655
P14742	Q09740	Yes	Yes	PTHR10937	PTHR10937
P49367	Q9UT74	Yes	Yes	PTHR43822	PTHR43822
P38274	P78963	Yes	No	PTHR10738	PTHR10738
P47133	O60110	Yes	Yes	PTHR12760	PTHR12760
Q12009	Q96WV1	Yes	Yes	PTHR23417	PTHR23417
P38121	O74946	Yes	No	PTHR23061	PTHR23061
P0CX49	Q8TFH1	Yes	Yes	PTHR10934	PTHR10934
P53040	O74462	Yes	Yes	PTHR10221	PTHR10221
P25299	O43040	Yes	No	PTHR45735	PTHR45735
P36172	O42922	Yes	Yes	PTHR23501	PTHR23501
P21954	O14254	Yes	Yes	PTHR11822	PTHR11822
P43571	Q9UT41	Yes	Yes	PTHR15495	PTHR15495
P32774	O74948	Yes	Yes	PTHR10966	PTHR10966
Q04958	Q9USJ4	Yes	Yes	PTHR14226	PTHR14226
Q07896	O94288	Yes	Yes	PTHR14428	PTHR14428
P0CX37	P05752	Yes	No	PTHR11502	PTHR11502
Q12102	O74740	Yes	No	PTHR45922	PTHR45922
P00549	Q10208	Yes	Yes	PTHR11817	PTHR11817
P38068	Q9Y7N3	Yes	No	PTHR45694	PTHR45694
P40486	O43076	Yes	Yes	PTHR12967	PTHR12967
P38995	O59666	Yes	Yes	PTHR43520	PTHR43520
P25303	O94625	Yes	Yes	PTHR43888	PTHR43888
Q12000	Q9USV4	Yes	Yes	PTHR12681	PTHR12681
P20604	P36614	Yes	Yes	PTHR45619	PTHR45619
P52488	O42939	Yes	Yes	PTHR10953	PTHR10953
Q12532	Q9USN8	Yes	No	PTHR15239	PTHR15239
Q08204	O13710	Yes	No	PTHR45916	PTHR45916
P35728	O94264	Yes	Yes	PTHR15439	PTHR15439
P38860	Q9UT06	Yes	Yes	PTHR11702	PTHR11702
P53873	O59762	Yes	No	PTHR13211	PTHR13211
P53861	O59671	Yes	No	PTHR15141	PTHR15141
Q12204	P87109	Yes	No	PTHR23509	PTHR23509
P40215	O14121	Yes	Yes	PTHR43706	PTHR43706
Q03760	O94506	Yes	No		
Q07807	O94462	Yes	No	PTHR12537	PTHR12537
P52891	Q10331	Yes	Yes	PTHR13003	PTHR13003
Q06592	P79081	Yes	No	PTHR10545	PTHR10545
P38921	Q10442	Yes	No	PTHR45667	PTHR45667
P38615	Q10452	Yes	Yes	PTHR24057	PTHR24057
P20435	P36595	Yes	Yes	PTHR47227	PTHR47227
Q12518	O74423	Yes	No	PTHR12276	PTHR12276
P53961	Q9Y7L7	Yes	No	PTHR15231	PTHR15231
Q06346	O13994	Yes	No	PTHR28077	PTHR28077
Q12520	Q8WZJ9	Yes	Yes	PTHR10778	PTHR10778
Q01217	P31318	Yes	Yes	PTHR23342	PTHR23342
P32643	Q9UTA9	Yes	No	PTHR44942	PTHR42912
Q05568	Q9UUF0	Yes	No	PTHR23350	PTHR23350
Q99312	O14349	Yes	Yes	PTHR28213	PTHR28213
P0CX31	O13784	Yes	No	PTHR10496	PTHR10496
P40045	Q9UTS6	Yes	No		PTHR21255
P49687	Q9UTK4	Yes	Yes	PTHR23198	PTHR23198
P0CT04	O74989	Yes	No	PTHR28288	PTHR28288
P33313	O13754	Yes	Yes	PTHR46035	PTHR46035
P23542	O42652	Yes	Yes	PTHR11879	PTHR11879
Q12074	Q09741	Yes	Yes	PTHR11558	PTHR11558
P53832	P87179	Yes	No	PTHR15549	PTHR16861
Q00381	Q9Y7L6	Yes	Yes	PTHR11753	PTHR11753
Q12692	P48003	Yes	Yes	PTHR23430	PTHR23430
P07259	Q09794	Yes	Yes	PTHR11405	PTHR11405
P38211	Q09712	Yes	Yes	PTHR12468	PTHR12468
P47068	O42854	Yes	No	PTHR31802	PTHR15175
P38913	O74841	Yes	No	PTHR23293	PTHR23293
P39988	O74860	Yes	No	PTHR10534	PTHR10534
Q8J0M4	O14068	Yes	No	PTHR28023	PTHR28023
P06777	P36617	Yes	Yes	PTHR10150	PTHR10150
P39984	O94244	Yes	Yes	PTHR22850	PTHR22850
P25582	O42832	Yes	Yes	PTHR10920	PTHR10920
P25625	Q9P6N9	Yes	Yes	PTHR13148	PTHR13148
Q06686	Q9P7F9	Yes	No	PTHR12483	PTHR12483
Q12080	Q9UUI4	Yes	No	PTHR14211	PTHR14211
Q03940	Q9C0X6	Yes	Yes	PTHR11093	PTHR11093
Q99321	Q09790	Yes	Yes	PTHR12629	PTHR12629
P40350	O60061	Yes	Yes	PTHR10859	PTHR10859
P40161	Q92348	Yes	No	PTHR45849	PTHR45849
P01123	P11620	Yes	Yes	PTHR24073	PTHR24073
P39980	O74395	Yes	No	PTHR23501	PTHR23501
P21243	O94517	Yes	Yes	PTHR11599	PTHR11599
P36521	Q09724	Yes	No	PTHR11560	PTHR11560
P47130	O13873	Yes	No	PTHR12732	PTHR12732
P15565	Q9P804	Yes	Yes	PTHR10631	PTHR10631
P53934	Q9Y7J3	Yes	Yes	PTHR12303	PTHR12303
P39517	Q09181	Yes	Yes	PTHR47960	PTHR47960
Q03289	Q9C0W9	Yes	No	PTHR22883	PTHR22883
P31755	Q9UTR6	Yes	No	PTHR31834	PTHR31834
P53901	O94701	Yes	No	PTHR47052	PTHR32246
P25586	O74777	Yes	Yes	PTHR12581	PTHR12581
P48363	Q10143	Yes	Yes	PTHR12409	PTHR12409
Q03981	Q9UUJ7	Yes	No	PTHR15350	PTHR15350
P0CX41	P0CT60	Yes	Yes	PTHR11761	PTHR11761
P38985	Q9P372	Yes	No	PTHR12013	PTHR12013
P52893	Q10334	Yes	No	PTHR11751	PTHR11751
P40088	Q09919	Yes	Yes	PTHR31632	PTHR31632
Q3E840	Q9UT33	Yes	Yes	PTHR21454	PTHR21454
P38345	C6Y4C4	Yes	No	PTHR28524	PTHR28524
P38793	Q8TFG7	Yes	Yes	PTHR23245	PTHR23245
P38248	O74411	Yes	Yes	PTHR31018	PTHR31018
P32566	O14362	Yes	No	PTHR47432	PTHR47432
Q01855	Q9UTQ6	Yes	Yes	PTHR11880	PTHR11880
P09733	P04688	Yes	Yes	PTHR11588	PTHR11588
Q07534	Q9P6N6	Yes	Yes	PTHR46181	PTHR46181
P33339	O74458	Yes	Yes	PTHR23082	PTHR23082
P39078	P50999	Yes	Yes	PTHR11353	PTHR11353
P22579	Q09750	Yes	No	PTHR12346	PTHR12346
Q02784	Q9HDW8	Yes	Yes	PTHR10293	PTHR10293
Q02648	O74516	Yes	Yes	PTHR21210	PTHR21210
P32383	P40977	Yes	Yes	PTHR10336	PTHR10336
P32914	Q9P7K8	Yes	Yes	PTHR12882	PTHR12882
Q03761	O13722	Yes	No	PTHR12264	PTHR12264
P53010	Q09798	Yes	Yes	PTHR15728	PTHR15728
P07273	P49373	Yes	Yes	PTHR11477	PTHR11477
P38817	P87157	Yes	Yes	PTHR47180	PTHR47180
Q12697	O74431	Yes	Yes	PTHR45630	PTHR45630
Q05635	O94627	Yes	No		PTHR13383
P40107	Q9UTK8	Yes	Yes	PTHR11132	PTHR11132
P53904	Q10235	Yes	Yes		PTHR18916
P32178	O13739	Yes	Yes	PTHR21145	PTHR21145
P46996	O13714	Yes	No	PTHR23507	PTHR23507
P00812	Q10066	Yes	Yes	PTHR43782	PTHR43782
P32264	O13810	Yes	Yes	PTHR43654	PTHR43654
P47150	O13744	Yes	No	PTHR11205	PTHR11205
P40529	Q9UT34	Yes	No	PTHR45705	PTHR45705
Q03262	O74478	Yes	Yes	PTHR45745	PTHR45745
Q05521	Q9UUA6	Yes	Yes	PTHR10165	PTHR10165
P00560	O60101	Yes	Yes	PTHR11406	PTHR11406
P53937	O59772	Yes	Yes	PTHR10871	PTHR10871
P53916	O94526	Yes	No	PTHR12305	PTHR12305
P08425	O74952	Yes	Yes	PTHR11538	PTHR11538
P36039	Q9P787	Yes	Yes	PTHR13116	PTHR13116
P40557	P87178	Yes	No	PTHR45672	PTHR46426
Q12483	O94663	Yes	Yes	PTHR12806	PTHR12806
P25502	O14130	Yes	No	PTHR47424	PTHR46910
P36095	O14296	Yes	Yes	PTHR10476	PTHR10476
P40040	O74871	Yes	No	PTHR46551	PTHR46551
P54885	Q9UT44	Yes	Yes	PTHR11063	PTHR11063
P07277	Q09780	Yes	Yes	PTHR43290	PTHR43290
P04806	Q09756	Yes	No	PTHR19443	PTHR19443
Q02981	Q9P7M0	Yes	Yes	PTHR45890	PTHR45890
P09201	P09202	Yes	Yes	PTHR11556	PTHR11556
P41695	O94751	Yes	No	PTHR14030	PTHR14030
P28240	Q9P6J1	Yes	Yes	PTHR21631	PTHR21631
P38753	O74749	Yes	Yes	PTHR45929	PTHR45929
P30665	P29458	Yes	Yes	PTHR11630	PTHR11630
Q12488	Q9P7X6	Yes	Yes	PTHR12914	PTHR12914
P43588	P41878	Yes	Yes	PTHR10410	PTHR10410
Q04868	O74385	Yes	No	PTHR16184	PTHR16184
Q05791	Q9P7N5	Yes	Yes	PTHR15323	PTHR15323
P38170	Q9Y7R3	Yes	Yes	PTHR13108	PTHR13108
P47156	Q9US53	Yes	No	PTHR10694	PTHR10694
P39007	O94335	Yes	Yes	PTHR13872	PTHR13872
P15274	P50998	Yes	No	PTHR11359	PTHR11359
P07258	O60060	Yes	Yes	PTHR11405	PTHR11405
P32657	O14139	Yes	Yes	PTHR45623	PTHR45623
P40150	Q10284	Yes	Yes	PTHR19375	PTHR19375
P28005	Q9UU90	Yes	Yes	PTHR10993	PTHR15441
P38889	O14283	Yes	No	PTHR10015	PTHR10015
P23369	Q9UUJ5	Yes	Yes	PTHR28041	PTHR28041
P38861	Q09817	Yes	Yes	PTHR12746	PTHR12746
Q12109	Q09692	Yes	Yes	PTHR10055	PTHR10055
P31384	O74874	Yes	No	PTHR12121	PTHR12121
P09950	O14092	Yes	No	PTHR13693	PTHR13693
P40454	O36016	Yes	Yes	PTHR10012	PTHR10012
P12689	O94623	Yes	No	PTHR45990	PTHR45990
Q07951	Q9C0X2	Yes	No		PTHR31051
P09798	P41889	Yes	No	PTHR12558	PTHR12558
P47122	O42906	Yes	Yes	PTHR21231	PTHR21231
P40968	O43071	Yes	Yes	PTHR43979	PTHR43979
P41800	O74368	Yes	No	PTHR13466	PTHR13466
P38112	O74393	Yes	Yes	PTHR24031	PTHR24031
Q03976	Q09705	Yes	No	PTHR13490	PTHR13490
P04819	P12000	Yes	Yes	PTHR45674	PTHR45674
P33750	O74340	Yes	Yes	PTHR22851	PTHR22851
Q04418	O43088	Yes	No		
P29056	Q9P6R0	Yes	Yes	PTHR11618	PTHR11618
Q03088	Q09894	Yes	No	PTHR21708	PTHR21708
P07276	P28706	Yes	No	PTHR16171	PTHR16171
P53163	Q9USJ9	Yes	Yes	PTHR45987	PTHR45987
Q12003	Q10078	Yes	Yes	PTHR45998	PTHR45998
P38711	O74330	Yes	Yes	PTHR11594	PTHR11594
P53140	O94615	Yes	No		
P38264	O42940	Yes	Yes	PTHR28112	PTHR28112
Q06440	O13923	Yes	No	PTHR10856	PTHR10856
Q08685	Q10299	Yes	Yes	PTHR12755	PTHR12755
P38604	Q10231	Yes	Yes	PTHR11764	PTHR11764
P47141	O42919	Yes	Yes	PTHR43595	PTHR43595
Q12116	Q9HDY3	Yes	Yes	PTHR10383	PTHR10383
P12753	Q9UTJ8	Yes	No	PTHR18867	PTHR18867
P22213	O74534	Yes	Yes	PTHR11679	PTHR11679
P47110	P30261	Yes	No		PTHR17598
P32454	Q9USX1	Yes	Yes	PTHR11533	PTHR11533
P04801	P87144	Yes	Yes	PTHR11451	PTHR11451
Q08954	Q9UTP4	Yes	No	PTHR47417	PTHR47417
Q06090	Q9UUC8	Yes	Yes	PTHR21396	PTHR21396
Q08742	Q10215	Yes	Yes	PTHR44086	PTHR44086
P08678	P14605	Yes	No	PTHR48051	PTHR45752
P47045	O94624	Yes	No	PTHR12358	PTHR12358
P22936	P50525	Yes	Yes	PTHR21445	PTHR21445
Q04949	Q9P3W4	Yes	No		PTHR12688
P47013	Q9P6N5	Yes	No	PTHR14969	PTHR14969
P53101	O94350	Yes	Yes	PTHR11808	PTHR11808
Q12440	Q874R3	Yes	No	PTHR45957	PTHR45957
P33893	Q9UT77	Yes	Yes	PTHR11659	PTHR11659
Q08193	O13692	Yes	No	PTHR31468	PTHR31468
Q08601	O74477	Yes	Yes	PTHR48104	PTHR48104
P38315	Q76PC4	Yes	No	PTHR28020	PTHR15430
P36101	O13861	Yes	Yes	PTHR43267	PTHR43267
P35691	Q10344	Yes	Yes	PTHR11991	PTHR11991
P53859	O59821	Yes	No	PTHR12686	PTHR12686
P28584	P47946	Yes	No	PTHR31064	PTHR31064
Q12386	Q9US07	Yes	No	PTHR11937	PTHR11937
P53886	Q9URV2	Yes	No	PTHR12827	PTHR12827
P42945	O60179	Yes	No	PTHR13457	PTHR13457
P32361	O94537	Yes	No	PTHR13954	PTHR13954
P40483	Q9US12	Yes	Yes	PTHR21054	PTHR21054
P40312	Q9USM6	Yes	No	PTHR19359	PTHR19359
P31385	Q9P7M1	Yes	No	PTHR21964	PTHR21964
P38851	O13818	Yes	No	PTHR14248	PTHR14248
P22007	O13782	Yes	Yes	PTHR11774	PTHR11774
P39968	O43028	Yes	Yes	PTHR47249	PTHR47249
P27999	O74635	Yes	Yes	PTHR11239	PTHR11239
P28273	Q10094	Yes	Yes	PTHR11365	PTHR11365
P47134	O14064	Yes	No	PTHR46771	PTHR10044
P40471	Q09851	Yes	Yes	PTHR44169	PTHR44169
P16649	Q09715	Yes	No	PTHR44156	PTHR22847
P42943	P87153	Yes	Yes	PTHR11353	PTHR11353
P40467	O60130	Yes	No	PTHR47540	PTHR46910
P08456	O94584	Yes	Yes	PTHR14269	PTHR14269
P04050	P36594	Yes	Yes	PTHR19376	PTHR19376
P38624	O43063	Yes	Yes	PTHR11599	PTHR11599
P54781	O13820	Yes	Yes	PTHR24286	PTHR24286
P38075	Q9UTQ1	Yes	Yes	PTHR10851	PTHR10851
P80428	Q9P7X7	Yes	Yes	PTHR11937	PTHR11937
Q03956	O74387	Yes	No	PTHR13618	PTHR13618
P23797	Q9HDW9	Yes	Yes	PTHR12993	PTHR12993
P53303	O13724	Yes	Yes	PTHR10876	PTHR10876
P32452	O14361	Yes	Yes	PTHR21022	PTHR21022
Q01163	O59677	Yes	No	PTHR12810	PTHR12810
Q06058	O14119	Yes	No		PTHR21212
P33298	O74894	Yes	Yes	PTHR23073	PTHR23073
P47076	Q9C0Z9	Yes	Yes	PTHR15561	PTHR15561
P06105	O59810	Yes	Yes	PTHR10627	PTHR10627
P09938	P36603	Yes	Yes	PTHR23409	PTHR23409
Q12748	P87227	Yes	No		PTHR48208
Q05498	O13610	Yes	Yes	PTHR12416	PTHR12416
P32629	O74745	Yes	No	PTHR43083	PTHR43083
P32337	O74476	Yes	Yes	PTHR10527	PTHR10527
P14906	Q9HGN7	Yes	Yes	PTHR24075	PTHR24075
P40987	Q10197	Yes	No	PTHR12658	PTHR12658
Q12496	Q10068	Yes	Yes	PTHR43016	PTHR43016
P27515	O74427	Yes	Yes	PTHR10285	PTHR10285
P38713	O13944	Yes	No	PTHR10972	PTHR10972
P36534	O14178	Yes	No	PTHR12903	PTHR12903
Q02354	O60188	Yes	No	PTHR23271	PTHR23271
Q10740	O94544	Yes	Yes	PTHR45726	PTHR45726
Q12322	Q9HDZ3	Yes	No	PTHR11075	PTHR11075
P40970	Q09925	Yes	Yes	PTHR13693	PTHR13693
Q12177	Q9Y7K4	Yes	Yes	PTHR48079	PTHR48079
P04037	P79010	Yes	Yes	PTHR10122	PTHR10122
P54860	Q9HE05	Yes	Yes	PTHR13931	PTHR13931
P53091	P49731	Yes	Yes	PTHR11630	PTHR11630
P33333	Q9US20	Yes	Yes	PTHR10434	PTHR10434
P43553	O13657	Yes	No	PTHR21535	PTHR21535
Q04048	Q9P7R9	Yes	Yes	PTHR11246	PTHR11246
Q12424	P87122	Yes	No	PTHR12266	PTHR12266
P40395	O42656	Yes	No	PTHR22746	PTHR22746
P38318	Q9USW4	Yes	Yes	PTHR12778	PTHR12778
P24521	Q9UT88	Yes	Yes	PTHR31814	PTHR31814
P53153	O60168	Yes	Yes	PTHR12302	PTHR12302
Q06696	O43038	Yes	Yes	PTHR13128	PTHR13128
P32784	Q9P7P0	Yes	Yes	PTHR31605	PTHR31605
Q02892	O94659	Yes	Yes	PTHR45759	PTHR45759
P21592	Q9Y7Y4	Yes	No	PTHR43448	PTHR43448
Q04081	O94257	Yes	Yes	PTHR13600	PTHR13600
P05756	P28189	Yes	Yes	PTHR11885	PTHR11885
P53622	Q96WV5	Yes	Yes	PTHR19876	PTHR19876
P36048	O94316	Yes	Yes	PTHR42908	PTHR42908
P36008	P40921	Yes	No	PTHR43986	PTHR43986
P53925	O13912	Yes	No	PTHR43139	PTHR43139
P40472	Q9UR09	Yes	No	PTHR31316	PTHR31316
Q12358	B5BP48	Yes	Yes	PTHR30468	PTHR30468
P39079	O94515	Yes	Yes	PTHR11353	PTHR11353
Q07648	O14274	Yes	Yes	PTHR10472	PTHR10472
Q99207	O43051	Yes	Yes	PTHR23183	PTHR23183
P38247	Q9Y7J2	Yes	No		PTHR13323
P38805	O14180	Yes	Yes	PTHR22734	PTHR22734
Q06096	O74990	Yes	No	PTHR24016	PTHR24016
Q12461	Q9P7H4	Yes	Yes	PTHR10012	PTHR10012
P53331	O94443	Yes	Yes	PTHR12801	PTHR12801
P40087	Q10256	Yes	Yes	PTHR12917	PTHR12917
P36173	Q92341	Yes	No	PTHR23501	PTHR23501
P36146	O42936	Yes	No	PTHR15002	PTHR15002
P38523	O43047	Yes	Yes	PTHR21237	PTHR21237
P32466	O74849	Yes	No	PTHR48022	PTHR48022
Q08826	O94291	Yes	Yes	PTHR45963	PTHR45963
P38716	O42851	Yes	Yes	PTHR11808	PTHR11808
P54837	O13946	Yes	Yes	PTHR22811	PTHR22811
P33416	O74402	Yes	Yes	PTHR11638	PTHR11638
P43544	Q9UTE4	Yes	No	PTHR31559	PTHR31559
Q05788	Q9UTG1	Yes	Yes	PTHR11904	PTHR11904
P32899	O13835	Yes	Yes	PTHR11831	PTHR11831
P18410	Q9USQ0	Yes	No	PTHR28249	PTHR20996
P53953	Q9UUI5	Yes	No	PTHR13803	PTHR13803
P38922	Q9P3U1	Yes	No	PTHR23003	PTHR23003
Q06344	O74828	Yes	Yes	PTHR12202	PTHR12202
P33753	Q09833	Yes	Yes	PTHR11061	PTHR11061
P33297	O14126	Yes	Yes	PTHR23073	PTHR23073
P27466	Q9P7I2	Yes	No	PTHR24347	PTHR24347
P47069	Q09825	Yes	No	PTHR12911	PTHR12911
Q06436	O94271	Yes	No	PTHR12983	PTHR12983
P38968	O13637	Yes	Yes	PTHR13923	PTHR13923
P53261	O60164	Yes	Yes	PTHR12221	PTHR12221
P14540	P36580	Yes	Yes	PTHR30559	PTHR30559
P36078	O14033	Yes	Yes	PTHR28082	PTHR28082
P38127	Q9P6L7	Yes	Yes	PTHR45829	PTHR45829
Q07381	O13956	Yes	Yes	PTHR12858	PTHR12858
Q08220	P35669	Yes	Yes	PTHR11130	PTHR11130
P25568	Q09812	Yes	Yes	PTHR23519	PTHR23519
P39073	O13958	Yes	No	PTHR24056	PTHR24056
Q08930	Q09874	Yes	No	PTHR18063	PTHR18063
Q06819	P87215	Yes	Yes	PTHR12052	PTHR12052
P07991	Q9P7L5	Yes	Yes	PTHR11986	PTHR11986
P38120	O14006	Yes	Yes	PTHR21569	PTHR21569
Q12674	Q9UT43	Yes	No	PTHR24092	PTHR24092
P25491	O74752	Yes	Yes	PTHR43888	PTHR43888
P40958	O14417	Yes	Yes	PTHR11842	PTHR11842
P25574	O13981	Yes	No	PTHR21573	PTHR21573
P40012	Q10062	Yes	Yes	PTHR42923	PTHR42923
P34110	O74552	Yes	Yes	PTHR11099	PTHR11099
P38164	Q09866	Yes	No	PTHR16453	PTHR16453
P46944	O94731	Yes	No		PTHR12975
P40078	Q9UU79	Yes	Yes	PTHR12642	PTHR12642
P42826	Q9C0U6	Yes	Yes	PTHR10196	PTHR10196
Q12181	O94613	Yes	Yes	PTHR19384	PTHR19384
P53202	Q09760	Yes	Yes	PTHR11932	PTHR11932
P20606	Q01475	Yes	Yes	PTHR45684	PTHR45684
Q06892	Q9UT98	Yes	Yes	PTHR20275	PTHR20275
P07274	P39825	Yes	Yes	PTHR11604	PTHR11604
P15442	Q9HGN1	Yes	Yes	PTHR11042	PTHR11042
P32476	Q9C1W3	Yes	Yes	PTHR10835	PTHR10835
Q07979	Q10412	Yes	No	PTHR24341	PTHR24341
P47108	Q09804	Yes	No	PTHR15682	PTHR15682
P47158	Q09929	Yes	No	PTHR22602	PTHR22602
P38217	O14089	Yes	Yes	PTHR10527	PTHR10527
P15891	Q9P7E8	Yes	No	PTHR10829	PTHR10829
Q06106	O13620	Yes	No	PTHR23003	PTHR23147
Q08817	O94294	Yes	No		PTHR16083
Q04869	O13991	Yes	No	PTHR42840	PTHR43708
P12611	Q9P7D3	Yes	No	PTHR13384	PTHR13384
P40961	Q9P7H3	Yes	Yes	PTHR23222	PTHR23222
P32378	Q10252	Yes	Yes	PTHR11048	PTHR11048
P32861	P78811	Yes	Yes	PTHR43511	PTHR43511
P53540	Q9USQ2	Yes	No	PTHR19302	PTHR19302
P38765	Q8NIL3	Yes	Yes	PTHR13774	PTHR13774
P17255	P31406	Yes	No	PTHR43607	PTHR43607
P50112	Q10196	Yes	Yes	PTHR28154	PTHR28154
Q04511	Q9P7W4	Yes	No	PTHR14381	PTHR10223
Q08032	O74113	Yes	Yes	PTHR10507	PTHR10507
P32767	Q09796	Yes	No	PTHR12363	PTHR12363
P38111	Q02099	Yes	Yes	PTHR11139	PTHR11139
Q04370	Q8TFH8	Yes	Yes	PTHR12888	PTHR12888
Q08683	Q9P4W7	Yes	No	PTHR12830	PTHR12830
P22580	Q8TFF9	Yes	Yes	PTHR46072	PTHR46072
P40066	P41838	Yes	Yes	PTHR10971	PTHR10971
P38332	O74865	Yes	Yes	PTHR46042	PTHR46042
Q12220	P87177	Yes	Yes	PTHR19853	PTHR19853
P25355	Q09888	Yes	No	PTHR13255	PTHR13255
P32523	O14011	Yes	No	PTHR43995	PTHR43995
P38920	Q9P7W6	Yes	Yes	PTHR10073	PTHR10073
P31376	Q10210	Yes	No	PTHR28108	PTHR28108
P50111	O14100	Yes	No	PTHR28089	PTHR28089
P53968	Q09838	Yes	No		PTHR24393
P36120	O60173	Yes	Yes	PTHR24031	PTHR24031
P35210	O13987	Yes	No	PTHR24180	PTHR23335
P40581	O59858	Yes	Yes	PTHR11592	PTHR11592
Q02783	P87149	Yes	Yes	PTHR13890	PTHR13890
Q02206	Q09948	Yes	No	PTHR16062	PTHR16062
P17423	O43056	Yes	Yes	PTHR20861	PTHR20861
Q6Q547	Q9P7M5	Yes	Yes	PTHR13305	PTHR13305
P39013	Q9USZ7	Yes	Yes	PTHR11216	PTHR11216
Q06624	P79064	Yes	Yes	PTHR10953	PTHR10953
Q03786	Q10242	Yes	Yes	PTHR43442	PTHR43442
P40554	Q9P3U9	Yes	Yes	PTHR14986	PTHR14986
P39706	O42858	Yes	Yes	PTHR44040	PTHR44040
P37366	P36613	Yes	No	PTHR10026	PTHR10026
Q92331	Q9C0U7	Yes	No	PTHR10555	PTHR10555
P53919	O14360	Yes	No	PTHR31633	PTHR31633
P40962	Q9Y7X9	Yes	No		PTHR12805
P33442	O94438	Yes	Yes	PTHR11830	PTHR11830
Q12229	O74498	Yes	No	PTHR23322	PTHR23322
P32849	P36607	Yes	Yes	PTHR45626	PTHR45626
P06773	O43012	Yes	No	PTHR11086	PTHR11086
P32660	Q09891	Yes	Yes	PTHR24092	PTHR24092
P38630	O60182	Yes	Yes	PTHR23389	PTHR23389
P42900	Q9UT03	Yes	No		
Q03654	P39964	Yes	No	PTHR45885	PTHR45885
P22135	Q9UT16	Yes	Yes	PTHR21013	PTHR21013
P87108	Q9UTE9	Yes	Yes	PTHR11038	PTHR11038
Q02931	O13878	Yes	No	PTHR44215	PTHR44215
P36159	Q10155	Yes	Yes	PTHR12553	PTHR12553
P08465	O60062	Yes	Yes	PTHR32268	PTHR32268
P33299	O42931	Yes	Yes	PTHR23073	PTHR23073
P06787	P05933	Yes	Yes	PTHR23050	PTHR23050
P38991	O59790	Yes	Yes	PTHR24350	PTHR24350
Q12343	Q9Y821	Yes	No	PTHR13208	PTHR13208
P32769	O74774	Yes	No	PTHR23115	PTHR23115
P22516	O14147	Yes	Yes	PTHR11472	PTHR11472
Q07533	O14302	Yes	No	PTHR46333	PTHR46333
Q12749	P53692	Yes	Yes	PTHR19306	PTHR19306
P38705	Q9UTB2	Yes	Yes	PTHR11778	PTHR11778
P32589	O59838	Yes	Yes	PTHR45639	PTHR45639
Q12463	O94636	Yes	Yes	PTHR13370	PTHR13370
Q06698	O94536	Yes	Yes	PTHR18934	PTHR18934
Q04372	Q9Y7T1	Yes	Yes	PTHR10933	PTHR10933
P10363	O14215	Yes	Yes	PTHR10536	PTHR10536
P32915	P79088	Yes	Yes	PTHR10906	PTHR10906
Q12502	Q10347	Yes	No	PTHR11188	PTHR11188
P47075	P78810	Yes	Yes	PTHR46140	PTHR46140
P09368	O74524	Yes	No	PTHR13914	PTHR13914
Q12344	Q10496	Yes	No	PTHR22957	PTHR22957
P29496	P41389	Yes	Yes	PTHR11630	PTHR11630
P48236	O94673	Yes	No	PTHR31201	PTHR31201
P14736	Q10445	Yes	No	PTHR12135	PTHR12135
Q04636	O94529	Yes	Yes	PTHR45849	PTHR45849
P05317	O74864	Yes	Yes	PTHR45699	PTHR45699
Q6Q546	O94650	Yes	Yes	PTHR13042	PTHR13042
P26784	O42848	Yes	Yes	PTHR11545	PTHR11545
Q12672	Q9UUC1	Yes	No	PTHR20981	PTHR20981
P43616	Q9P6I2	Yes	Yes	PTHR43270	PTHR43270
P18562	O13867	Yes	Yes		
P25374	O74351	Yes	Yes	PTHR11601	PTHR11601
P08019	O60087	Yes	Yes	PTHR31616	PTHR31616
P54964	O94626	Yes	Yes	PTHR11046	PTHR11046
P29704	P36596	Yes	Yes	PTHR11626	PTHR11626
Q12389	Q09719	Yes	Yes	PTHR24031	PTHR24031
P20095	Q10752	Yes	No	PTHR18934	PTHR18934
P53120	Q10495	Yes	No	PTHR47804	PTHR47804
Q06541	Q9HDX5	Yes	Yes	PTHR14467	PTHR14467
P25566	Q9Y7K1	Yes	Yes	PTHR46081	PTHR46081
P38708	O60155	Yes	Yes	PTHR43382	PTHR43382
Q06679	O60161	Yes	Yes	PTHR44163	PTHR44163
P38961	Q10257	Yes	No	PTHR12787	PTHR12787
P38795	O74940	Yes	Yes	PTHR23090	PTHR23090
P04911	P04909	Yes	No	PTHR23430	PTHR23430
P06197	Q10153	Yes	Yes	PTHR15362	PTHR15362
P53743	O74362	Yes	No	PTHR12311	PTHR12311
P40013	Q10113	Yes	Yes	PTHR10623	PTHR10623
P07286	P42881	Yes	Yes	PTHR10571	PTHR10571
P38064	Q9Y822	Yes	No	PTHR12220	PTHR12220
P39682	O74970	Yes	No	PTHR17204	PTHR17204
P38812	Q9Y7U3	Yes	Yes	PTHR19288	PTHR19288
P53090	O14192	Yes	Yes	PTHR42790	PTHR42790
P48164	Q10101	Yes	Yes	PTHR11278	PTHR11278
P18962	O14073	Yes	Yes	PTHR11731	PTHR11731
P53107	O94589	Yes	No	PTHR31010	PTHR31010
Q03677	O94286	Yes	Yes	PTHR23418	PTHR23418
Q12108	O94644	Yes	No	PTHR23354	PTHR23354
P38174	O60085	Yes	Yes	PTHR45777	PTHR45777
P25618	Q9HDZ2	Yes	Yes	PTHR14859	PTHR14859
