prot1	prot2	RBSH	RBH	PANTHER_prot1	PANTHER_prot2
Q6ZYL4	Q9N390	Yes	Yes	PTHR28580	PTHR28580
P28066	Q95008	Yes	Yes	PTHR11599	PTHR11599
Q5VV63	Q19981	Yes	Yes	PTHR24044	PTHR10574
Q8N1F7	Q9BKT9	Yes	Yes	PTHR11225	PTHR11225
Q8WZA2	P34578	Yes	Yes	PTHR23113	PTHR23113
Q15375	O61460	Yes	No	PTHR46877	PTHR24416
Q9UNY4	P91494	Yes	No	PTHR45626	PTHR45626
P33992	Q21902	Yes	Yes	PTHR11630	PTHR11630
Q3SXM5	O17795	Yes	No	PTHR44889	PTHR43086
Q9H0H5	Q9XUS9	Yes	No	PTHR46199	PTHR46199
Q96I15	Q19434	Yes	Yes	PTHR11601	PTHR11601
O43683	Q21776	Yes	No	PTHR14030	PTHR14030
Q96T60	Q19683	Yes	No	PTHR12083	PTHR12083
Q9NVN8	Q21086	Yes	Yes	PTHR11089	PTHR11089
Q12905	O62349	Yes	Yes	PTHR46447	PTHR46447
Q9NUD9	O02164	Yes	No	PTHR12468	PTHR12468
Q5VYY2	Q94252	Yes	No	PTHR11005	PTHR11005
O75616	Q09523	Yes	No	PTHR42698	PTHR42698
O60243	G5EFN7	Yes	No	PTHR12812	PTHR12812
P38571	Q93789	Yes	No	PTHR11005	PTHR11005
P10768	G5EF86	Yes	Yes	PTHR10061	PTHR10061
P67812	Q9N3D0	Yes	No	PTHR10806	PTHR10806
Q9NV31	O01513	Yes	Yes	PTHR11831	PTHR11831
Q9UI30	O45241	Yes	Yes	PTHR12773	PTHR12773
Q9Y3C0	O01901	Yes	Yes	PTHR13015	PTHR13015
Q14849	Q19819	Yes	Yes	PTHR46121	PTHR46121
P13674	Q20065	Yes	Yes	PTHR10869	PTHR10869
Q8NHS0	Q9TY07	Yes	Yes	PTHR43948	PTHR43948
Q9H4B0	Q93170	Yes	Yes	PTHR11735	PTHR11735
P54852	G5EBZ7	Yes	No	PTHR10671	PTHR34151
P33260	O16482	Yes	No	PTHR24300	PTHR24300
Q8N3R3	Q7JPI4	Yes	Yes	PTHR31596	PTHR31596
P62256	Q9N2W9	Yes	Yes	PTHR24068	PTHR24068
Q5T8I9	P34283	Yes	No	PTHR21404	PTHR21404
P52655	O44625	Yes	No	PTHR12694	PTHR12694
P13807	Q9U2D9	Yes	Yes	PTHR10176	PTHR10176
Q13077	Q9N586	Yes	No	PTHR10131	PTHR10131
P20700	P90900	Yes	No	PTHR45721	PTHR45721
Q96LU5	Q9XVD2	Yes	Yes	PTHR12383	PTHR12383
Q9UNS1	G5EDN3	Yes	No	PTHR22940	PTHR22940
P63244	Q21215	Yes	Yes	PTHR19868	PTHR19868
H3BPM6	C0Z1Y1	Yes	Yes	PTHR33963	PTHR33963
O60547	Q18801	Yes	Yes	PTHR43715	PTHR43715
Q7L3T8	O45869	Yes	Yes	PTHR42753	PTHR42753
P78417	O45352	Yes	Yes	PTHR43968	PTHR43968
P24298	O01685	Yes	Yes	PTHR11751	PTHR11751
Q9NP92	O61818	Yes	No	PTHR13014	PTHR13014
Q9BXP5	Q966L5	Yes	No	PTHR13165	PTHR13165
Q8TAC2	Q8IAA2	Yes	Yes	PTHR13291	PTHR13291
P55735	Q9N4A7	Yes	Yes	PTHR11024	PTHR11024
Q8WUK0	I2HA91	Yes	Yes	PTHR46712	PTHR46274
Q9NZ43	Q9N598	Yes	Yes	PTHR13050	PTHR13050
Q96C12	A0A1T5HUH9	Yes	No	PTHR23312	PTHR23312
O43924	Q18268	Yes	Yes	PTHR12976	PTHR12976
P23142	O77469	Yes	Yes	PTHR24050	PTHR24039
Q8TEM1	P91495	Yes	Yes	PTHR23019	PTHR23019
Q9BV81	Q7KPW6	Yes	Yes	PTHR20994	PTHR20994
Q969M7	Q9XVK5	Yes	Yes	PTHR24068	PTHR24067
Q9BXS5	P35602	Yes	Yes	PTHR10529	PTHR10529
O75175	G5EFX8	Yes	No	PTHR23326	PTHR23326
O95340	A0A061AE05	Yes	Yes	PTHR11055	PTHR11055
Q9BTZ2	O16619	Yes	Yes	PTHR43943	PTHR43943
Q96T76	O76384	Yes	No	PTHR12891	PTHR12891
Q05586	G5EGQ9	Yes	Yes	PTHR18966	PTHR18966
Q13257	Q9NGT3	Yes	Yes	PTHR11842	PTHR11842
Q9HCS7	P91175	Yes	Yes	PTHR11246	PTHR11246
Q02742	G5EEZ8	Yes	No	PTHR19297	PTHR19297
P23786	G5ECS9	Yes	Yes	PTHR22589	PTHR22589
P11047	Q18823	Yes	Yes	PTHR24035	PTHR10574
Q9UET6	Q22031	Yes	Yes	PTHR10920	PTHR10920
P04183	G5EEZ5	Yes	No	PTHR11441	PTHR11441
P82650	Q9U3Q0	Yes	No	PTHR13071	PTHR13071
Q9HA64	Q9U2U7	Yes	Yes	PTHR12149	PTHR12149
Q9UKV5	P90859	Yes	Yes	PTHR15067	PTHR15067
Q14232	P34604	Yes	Yes	PTHR45860	PTHR45860
Q5TC63	Q09445	Yes	Yes	PTHR22957	PTHR22957
Q86XI6	H2KYT5	Yes	No	PTHR12307	PTHR12307
P42025	Q9NA98	Yes	No	PTHR11937	PTHR11937
Q06432	Q966P3	Yes	No	PTHR15025	PTHR10671
Q9Y3B4	Q8ITY4	Yes	Yes	PTHR12785	PTHR12785
O60704	O77081	Yes	No	PTHR12788	PTHR12788
Q9NVS9	Q20939	Yes	Yes	PTHR10851	PTHR10851
Q9UG56	Q10949	Yes	Yes	PTHR10067	PTHR10067
O15247	O45405	Yes	Yes	PTHR43920	PTHR43920
Q8N661	Q21552	Yes	No	PTHR31885	PTHR31885
O60313	Q18965	Yes	Yes	PTHR11566	PTHR11566
Q15819	O45495	Yes	No	PTHR24068	PTHR24068
Q92545	Q18264	Yes	No	PTHR22050	PTHR22050
Q7Z4S6	G5EGS3	Yes	No	PTHR24115	PTHR24115
Q15257	Q9BL35	Yes	Yes	PTHR10012	PTHR10012
Q8TBZ6	Q19789	Yes	No	PTHR13563	PTHR13563
P52888	O62512	Yes	No	PTHR11804	PTHR11804
O75489	Q86NC2	Yes	Yes	PTHR10884	PTHR10884
P14324	O62336	Yes	No	PTHR11525	PTHR11525
P11182	Q23571	Yes	Yes	PTHR43178	PTHR43178
O60476	P90787	Yes	No	PTHR11742	PTHR11742
P26583	Q09390	Yes	No	PTHR48112	PTHR48112
P51948	O17245	Yes	Yes	PTHR12683	PTHR12683
Q567V2	Q23508	Yes	Yes	PTHR11266	PTHR11266
P41223	P34313	Yes	Yes	PTHR19411	PTHR19411
Q9BRD0	P30640	Yes	No	PTHR31809	PTHR31809
Q9ULQ0	A0A1D3PCL0	Yes	Yes	PTHR13239	PTHR13239
Q9BYD6	Q7KPW7	Yes	No	PTHR36427	PTHR36427
Q7RTS9	Q18668	Yes	Yes	PTHR12895	PTHR12895
Q9BUL8	Q17958	Yes	Yes	PTHR13250	PTHR13250
Q9H4W6	Q93705	Yes	No	PTHR10747	PTHR10747
Q5QJ74	H2KYZ5	Yes	Yes	PTHR15140	PTHR15140
Q8NDZ6	Q9U1P9	Yes	Yes	PTHR13624	PTHR13624
P25787	Q27488	Yes	Yes	PTHR11599	PTHR11599
Q07021	Q21018	Yes	No	PTHR10826	PTHR10826
Q96G25	Q9U1W2	Yes	Yes	PTHR13074	PTHR13074
P26373	P91128	Yes	Yes	PTHR11722	PTHR11722
Q5JRX3	P48053	Yes	No	PTHR43016	PTHR43016
Q96DX4	P90839	Yes	No	PTHR13363	PTHR13363
Q8TDD5	Q8T666	Yes	Yes	PTHR12127	PTHR12127
Q5SZD4	Q22371	Yes	No	PTHR15298	PTHR15298
O95455	Q20697	Yes	Yes	PTHR43000	PTHR43000
P54802	Q9NAP6	Yes	Yes	PTHR12872	PTHR12872
Q9Y617	P91856	Yes	Yes	PTHR43247	PTHR43247
Q02790	O45418	Yes	Yes	PTHR10516	PTHR10516
P11387	O17966	Yes	No	PTHR10290	PTHR10290
Q8TAD2	G5EDD7	Yes	No		
Q13112	Q95XL8	Yes	No	PTHR15271	PTHR15271
Q9NP61	Q09531	Yes	Yes	PTHR45686	PTHR45686
P47224	Q7YWN1	Yes	Yes	PTHR13276	PTHR13276
P61011	G5EE80	Yes	Yes	PTHR11564	PTHR11564
Q14683	O01789	Yes	Yes	PTHR18937	PTHR18937
P48595	O17365	Yes	No	PTHR11461	PTHR11461
Q6GMR7	Q9NAB7	Yes	Yes	PTHR43372	PTHR43372
O95785	A0A0K3AUE4	Yes	No	PTHR24396	PTHR46007
Q8N3X6	G5EGQ5	Yes	No	PTHR21545	PTHR21545
Q9H875	P41880	Yes	No	PTHR13507	PTHR13507
Q15645	Q09535	Yes	No	PTHR45991	PTHR45991
Q12947	P91278	Yes	No	PTHR46262	PTHR11829
P10301	G5EBK8	Yes	No	PTHR24070	PTHR24070
P62269	O18240	Yes	Yes	PTHR10871	PTHR10871
P48378	Q09555	Yes	No	PTHR12619	PTHR12619
Q9BTW9	Q19493	Yes	Yes	PTHR12658	PTHR12658
P15104	Q9U307	Yes	Yes	PTHR20852	PTHR20852
Q6P1Q0	Q8I4K3	Yes	No	PTHR14009	PTHR14009
Q02083	Q9GUI1	Yes	Yes	PTHR28583	PTHR28583
Q9C026	Q9UAQ3	Yes	Yes	PTHR24099	PTHR24099
O95478	G5EFH0	Yes	Yes	PTHR12642	PTHR12642
Q9BYV1	O02158	Yes	Yes	PTHR45688	PTHR45688
Q9BRX5	Q9BL54	Yes	Yes	PTHR22768	PTHR22768
Q13356	P52012	Yes	Yes	PTHR45625	PTHR45625
Q8TBG4	P91408	Yes	Yes	PTHR45688	PTHR45688
P40937	P34429	Yes	Yes	PTHR11669	PTHR11669
A6NH52	Q18449	Yes	Yes	PTHR13019	PTHR13019
Q8IY81	Q9N5N9	Yes	No	PTHR10920	PTHR10920
P63208	G5ECU1	Yes	Yes	PTHR11165	PTHR11165
O43318	Q9NF64	Yes	No	PTHR46716	PTHR24348
P34949	P34650	Yes	Yes	PTHR10309	PTHR10309
Q8IZ52	P45895	Yes	Yes	PTHR12369	PTHR12369
Q9Y5P6	A3QMC8	Yes	Yes	PTHR22572	PTHR22572
O43684	Q9XWH0	Yes	Yes	PTHR10971	PTHR10971
Q5T6V5	O45069	Yes	Yes	PTHR21314	PTHR21314
Q8IWT0	Q9TZN1	Yes	Yes	PTHR12682	PTHR12682
P57081	Q23232	Yes	No	PTHR16288	PTHR16288
Q9UPW5	O76373	Yes	No	PTHR12756	PTHR12756
Q9NVQ4	O01908	Yes	Yes	PTHR13088	PTHR13088
O94967	H2KZG7	Yes	No	PTHR19863	PTHR19863
Q86YS7	O17398	Yes	No	PTHR37412	PTHR37412
Q06203	Q22134	Yes	Yes	PTHR11907	PTHR11907
Q9NUQ2	Q95R12	Yes	Yes	PTHR10983	PTHR10983
Q9Y217	G5ED68	Yes	Yes	PTHR10807	PTHR10807
Q32P44	O45487	Yes	No	PTHR13720	PTHR13720
P18405	Q20344	Yes	Yes	PTHR10556	PTHR10556
Q13190	Q20797	Yes	No	PTHR19957	PTHR19957
P52758	Q10121	Yes	No	PTHR11803	PTHR11803
Q86VS8	Q23529	Yes	Yes	PTHR18947	PTHR18947
Q9Y2U8	Q9XTB5	Yes	No	PTHR48036	PTHR13428
Q9Y5K8	P34462	Yes	Yes	PTHR11671	PTHR11671
Q7Z392	A0A131MD37	Yes	No	PTHR14374	PTHR14374
Q9H0Q0	Q09387	Yes	Yes	PTHR12422	PTHR12422
Q16832	Q95ZV7	Yes	Yes	PTHR24416	PTHR24416
P25705	Q9XXK1	Yes	Yes	PTHR48082	PTHR48082
Q6NUT3	Q19498	Yes	Yes	PTHR11328	PTHR11328
P53680	Q19123	Yes	Yes	PTHR11753	PTHR11753
Q9Y3E0	Q20263	Yes	Yes	PTHR21493	PTHR21493
P49321	O17687	Yes	No	PTHR15081	PTHR15081
P23352	G5EDX1	Yes	Yes	PTHR14131	PTHR14131
O95299	Q21233	Yes	No	PTHR10513	PTHR10513
P55786	Q4TT88	Yes	Yes	PTHR11533	PTHR11533
P23378	Q21962	Yes	Yes	PTHR11773	PTHR11773
O15442	Q22306	Yes	No	PTHR12905	PTHR12905
P54819	P34346	Yes	Yes	PTHR23359	PTHR23359
Q71DI3	P08898	Yes	No	PTHR11426	PTHR11426
Q9Y2R9	Q95Q11	Yes	Yes	PTHR11205	PTHR11205
P10619	Q09991	Yes	No	PTHR11802	PTHR11802
Q0P6D2	H2KZF0	Yes	No	PTHR21093	PTHR21093
Q9H902	Q10010	Yes	No	PTHR12300	PTHR12300
Q9UL25	Q22045	Yes	Yes	PTHR24073	PTHR24073
Q8N1A6	Q18357	Yes	Yes	PTHR31475	PTHR31475
A6NEE1	O45420	Yes	No	PTHR14383	PTHR14383
Q9NPL8	I2HAE1	Yes	No	PTHR13002	PTHR13002
O75312	O16999	Yes	Yes	PTHR10876	PTHR10876
Q53H54	Q20240	Yes	No	PTHR23245	PTHR23245
Q6ZN54	O01738	Yes	No	PTHR12326	PTHR12326
Q9H0H0	E5QCH1	Yes	No	PTHR28608	PTHR28608
O94973	Q22601	Yes	Yes	PTHR22780	PTHR22780
Q96C34	Q22585	Yes	Yes	PTHR47194	PTHR34491
Q8N357	Q18315	Yes	Yes	PTHR13146	PTHR13146
Q8N2H4	Q8I7G0	Yes	Yes	PTHR12952	PTHR12952
Q9Y294	Q17603	Yes	No	PTHR12040	PTHR12040
O43447	P52018	Yes	Yes	PTHR11071	PTHR11071
P06276	P38433	Yes	No	PTHR43918	PTHR43918
P54278	G5EFG5	Yes	No	PTHR10073	PTHR10073
Q9NXK6	Q94276	Yes	No	PTHR20855	PTHR20855
P82279	Q19350	Yes	Yes	PTHR24049	PTHR24049
Q9UHA3	Q17606	Yes	Yes	PTHR10792	PTHR10792
Q8WUF8	Q9XW78	Yes	Yes	PTHR21357	PTHR21357
Q14566	P34647	Yes	Yes	PTHR11630	PTHR11630
P56282	Q19196	Yes	Yes	PTHR12708	PTHR12708
Q13496	Q9N589	Yes	Yes	PTHR10807	PTHR10807
P39019	O18650	Yes	Yes	PTHR11710	PTHR11710
Q14940	P35449	Yes	No	PTHR10110	PTHR10110
Q15382	P34443	Yes	Yes	PTHR24070	PTHR24070
Q9UI12	Q22494	Yes	Yes	PTHR10698	PTHR10698
P25103	O44148	Yes	No	PTHR46925	PTHR24238
Q9NY33	G5ECW7	Yes	Yes	PTHR23422	PTHR23422
Q96GM8	Q9NA76	Yes	Yes	PTHR15092	PTHR15092
Q9HCM4	H2KZV9	Yes	No	PTHR23280	PTHR23280
O00232	Q19324	Yes	Yes	PTHR10855	PTHR10855
P08236	Q95Q32	Yes	Yes	PTHR10066	PTHR10066
Q99549	Q9N4L7	Yes	No	PTHR24166	PTHR43828
P56177	Q18273	Yes	No	PTHR24327	PTHR24327
O43572	Q10955	Yes	No	PTHR13155	PTHR13155
P35557	Q19440	Yes	No	PTHR19443	PTHR19443
Q86UY6	Q95X11	Yes	No	PTHR20531	PTHR20531
Q9UHY8	E0AHC6	Yes	No	PTHR12394	PTHR12394
Q93050	P30628	Yes	Yes	PTHR11629	PTHR11629
Q9P0U3	Q09353	Yes	No	PTHR12606	PTHR12606
P30566	Q21774	Yes	Yes	PTHR43172	PTHR43172
Q6QHC5	G5EC63	Yes	Yes	PTHR12879	PTHR12879
Q9UGV2	Q9U283	Yes	Yes	PTHR11034	PTHR11034
Q8NHS3	Q9N3G2	Yes	Yes	PTHR23510	PTHR23510
O95260	P90914	Yes	Yes	PTHR21367	PTHR21367
Q6ZRP7	H2KZY5	Yes	No	PTHR22897	PTHR22897
Q96BZ9	Q9XWI2	Yes	No	PTHR20913	PTHR20913
O75204	Q22506	Yes	No	PTHR28358	
P06493	P34556	Yes	Yes	PTHR24056	PTHR24056
Q86VD7	Q93717	Yes	Yes	PTHR24089	PTHR24089
Q7Z695	Q9N534	Yes	Yes	PTHR45890	PTHR45890
Q9H3S4	P30636	Yes	Yes	PTHR13622	PTHR13622
O43818	A9D0C6	Yes	No	PTHR19865	PTHR19865
Q92968	Q19951	Yes	No	PTHR19332	PTHR19332
Q13136	Q21049	Yes	No	PTHR12587	PTHR12587
Q16775	Q9XXJ1	Yes	Yes	PTHR11935	PTHR11935
Q9H3F6	Q18986	Yes	No	PTHR11145	PTHR11145
Q9UBE8	Q9U9Y8	Yes	No	PTHR24055	PTHR24055
P08473	O44857	Yes	No	PTHR11733	PTHR11733
Q9H3K6	Q69ZI6	Yes	No	PTHR12735	PTHR12735
Q8NCN5	Q9U300	Yes	Yes	PTHR13847	PTHR13847
Q15155	H2KYE0	Yes	No	PTHR23303	PTHR23303
Q9NV06	Q23494	Yes	Yes	PTHR22851	PTHR22851
Q92572	Q8T874	Yes	No	PTHR11753	PTHR11753
Q9UBE0	Q17820	Yes	Yes	PTHR10953	PTHR10953
Q8N4P2	Q8I7G4	Yes	Yes	PTHR20931	PTHR20931
Q8N1G2	Q9NAA5	Yes	No	PTHR16121	PTHR16121
Q9NX18	Q9NA72	Yes	No	PTHR12469	PTHR12469
P06280	Q21801	Yes	No	PTHR11452	PTHR11452
Q9NYA1	Q18425	Yes	Yes	PTHR12358	PTHR12358
Q9P2R7	P53588	Yes	Yes	PTHR11815	PTHR11815
O60931	Q09500	Yes	No	PTHR13131	PTHR13131
Q8TDM6	Q20398	Yes	No	PTHR46360	PTHR46360
Q13825	O45106	Yes	No	PTHR11941	PTHR11941
Q9NVE7	Q18580	Yes	Yes	PTHR12280	PTHR12280
O60733	G5EGD6	Yes	Yes	PTHR24139	PTHR24153
Q96GD4	O01427	Yes	No	PTHR24350	PTHR24350
Q96RQ3	O45430	Yes	Yes	PTHR18866	PTHR18866
P50552	G5EG53	Yes	No	PTHR11202	PTHR11202
Q9Y6V7	Q2WF63	Yes	Yes	PTHR24031	PTHR24031
Q9NRA2	Q03567	Yes	Yes	PTHR11662	PTHR11662
Q8N3P4	A3QMB3	Yes	Yes	PTHR12616	PTHR12616
Q13393	G5EDU3	Yes	No	PTHR18896	PTHR18896
O60232	G5EEN7	Yes	Yes	PTHR16537	PTHR16537
Q16602	Q09460	Yes	No	PTHR45620	PTHR45620
Q9UGL1	Q23541	Yes	Yes	PTHR10694	PTHR10694
P53621	Q9N4H7	Yes	Yes	PTHR19876	PTHR19876
P62891	P52814	Yes	Yes	PTHR19970	PTHR19970
O75452	O01758	Yes	Yes	PTHR43313	PTHR43313
P00492	Q9NF11	Yes	Yes	PTHR43340	PTHR43340
Q9UBS8	Q20871	Yes	Yes	PTHR11685	PTHR11685
Q3SYC2	Q23067	Yes	Yes	PTHR12317	PTHR12317
P53701	P53703	Yes	No	PTHR12743	PTHR12743
Q92615	O44760	Yes	No	PTHR22792	PTHR22792
Q96NY9	P91153	Yes	No	PTHR13451	PTHR13451
Q7L2H7	Q94261	Yes	Yes	PTHR15350	PTHR15350
P61106	Q93874	Yes	Yes	PTHR24073	PTHR24073
Q9H6L2	Q22804	Yes	Yes	PTHR14605	PTHR14605
Q2NKX9	O45690	Yes	No	PTHR34256	PTHR34256
Q9NUW8	Q9TXV7	Yes	No	PTHR12415	PTHR12415
O75165	G5ED36	Yes	Yes	PTHR36983	PTHR36983
O75352	Q20157	Yes	Yes	PTHR12226	PTHR12226
O00410	Q9N5V3	Yes	Yes	PTHR10527	PTHR10527
Q96QG7	Q965W9	Yes	Yes	PTHR10807	PTHR10807
Q8NHP8	Q9XWV2	Yes	Yes	PTHR12370	PTHR12370
A6NKP2	Q9XWF0	Yes	No	PTHR10366	PTHR10366
Q9UBV4	G5EG05	Yes	Yes	PTHR12027	PTHR12027
Q9BV44	Q21503	Yes	Yes	PTHR14911	PTHR14911
Q14137	Q9U2A9	Yes	Yes	PTHR17605	PTHR17605
P35611	Q9U9K0	Yes	Yes	PTHR10672	PTHR10672
Q86TU7	Q9BL48	Yes	No	PTHR13271	PTHR13271
Q96G03	O45934	Yes	Yes	PTHR45745	PTHR45745
O94979	G5EFY6	Yes	No	PTHR13923	PTHR13923
Q92900	O76512	Yes	Yes	PTHR10887	PTHR10887
Q9H0A8	A0A0K3AQR5	Yes	No	PTHR16231	PTHR16231
P54136	Q19825	Yes	Yes	PTHR11956	PTHR11956
Q02978	P90992	Yes	Yes	PTHR45618	PTHR45618
Q6NYC1	Q9GYI4	Yes	Yes	PTHR12480	PTHR12480
Q8IVJ1	O45182	Yes	Yes	PTHR16228	PTHR16228
Q8WTR2	Q95XK5	Yes	No	PTHR46377	PTHR46377
O95631	P34710	Yes	Yes	PTHR11636	PTHR10574
Q92562	P90770	Yes	No	PTHR45738	PTHR45738
Q86WR0	Q9XW03	Yes	Yes	PTHR13049	PTHR13049
O95685	Q966L7	Yes	No	PTHR12307	PTHR12307
P84090	Q22640	Yes	Yes	PTHR12373	PTHR12373
O00519	Q17449	Yes	Yes	PTHR45847	PTHR45847
P61604	Q965Q1	Yes	Yes	PTHR10772	PTHR10772
P67870	P28548	Yes	Yes	PTHR11740	PTHR11740
Q9BYT1	O45678	Yes	Yes	PTHR11662	PTHR11662
P22102	Q20143	Yes	Yes	PTHR10520	PTHR10520
O43617	P34605	Yes	Yes	PTHR13048	PTHR13048
P04920	A0A3B1E616	Yes	No	PTHR11453	PTHR11453
P15121	Q9NAI5	Yes	No	PTHR11732	PTHR11732
Q13574	Q10024	Yes	No	PTHR11255	PTHR11255
Q4ZIN3	Q9TZC7	Yes	No	PTHR21650	
P17858	Q9TZL8	Yes	No	PTHR13697	PTHR13697
Q9UGC7	O44568	Yes	Yes	PTHR43804	PTHR43804
O00167	O17670	Yes	No	PTHR10190	PTHR10190
Q8WYN0	K8ESC5	Yes	Yes	PTHR22624	PTHR22624
Q9BU89	Q17949	Yes	Yes	PTHR12697	PTHR12697
Q9P021	Q3S1J0	Yes	Yes	PTHR11805	PTHR11805
Q9UI32	Q19013	Yes	Yes	PTHR12544	PTHR12544
Q9BRK5	Q18887	Yes	Yes	PTHR10827	PTHR10827
Q9BUE0	Q966M5	Yes	Yes	PTHR13321	PTHR13321
Q9H974	Q9NEU3	Yes	Yes	PTHR46064	PTHR46064
P48059	P50464	Yes	No	PTHR24210	PTHR24210
Q9GZM7	P90850	Yes	Yes	PTHR12411	PTHR12411
O15162	G5EEQ3	Yes	Yes	PTHR23248	PTHR23248
P18074	Q9N3L2	Yes	Yes	PTHR11472	PTHR11472
Q7Z2W9	Q6A575	Yes	No	PTHR21349	PTHR21349
O75153	P34466	Yes	Yes	PTHR12601	PTHR12601
Q9NUM3	Q9XVJ5	Yes	Yes	PTHR16133	PTHR16133
Q8N0W3	Q18214	Yes	No	PTHR32463	PTHR32463
P49748	Q19057	Yes	Yes	PTHR43884	PTHR43884
P05198	Q9BKU3	Yes	Yes	PTHR10602	PTHR10602
Q9Y2R4	Q21736	Yes	Yes	PTHR24031	PTHR24031
O75143	P34379	Yes	No	PTHR13430	PTHR13430
Q96L92	Q93566	Yes	Yes	PTHR12431	PTHR12431
Q9Y3E7	Q9GYK4	Yes	Yes	PTHR10476	PTHR10476
Q13535	Q22258	Yes	No	PTHR11139	PTHR11139
Q9H4B6	P91441	Yes	No	PTHR47522	PTHR47522
P22061	Q27873	Yes	Yes	PTHR11579	PTHR11579
P49116	Q9N4B8	Yes	No	PTHR24083	PTHR24083
O95619	Q21501	Yes	Yes	PTHR23195	PTHR23195
Q14677	Q18453	Yes	No	PTHR12276	PTHR12276
Q96TC7	Q8MQB5	Yes	No	PTHR16056	PTHR16056
P50213	Q93714	Yes	Yes	PTHR11835	PTHR11835
Q14457	Q22592	Yes	No	PTHR12768	PTHR12768
Q9NQ03	G5ECN8	Yes	No	PTHR24388	PTHR24409
P10606	P90849	Yes	Yes	PTHR10122	PTHR10122
Q8TD86	Q09665	Yes	No	PTHR23050	PTHR23050
P09874	Q9N4H4	Yes	Yes	PTHR10459	PTHR10459
Q08945	P41848	Yes	No	PTHR45849	PTHR45849
Q9GZT4	Q93968	Yes	Yes	PTHR43050	PTHR43050
Q9Y2B2	D4YWC2	Yes	Yes	PTHR12993	PTHR12993
Q99436	O62102	Yes	Yes	PTHR11599	PTHR11599
P83111	O62481	Yes	Yes	PTHR46520	PTHR46520
Q9BRG1	Q9U354	Yes	Yes	PTHR13149	PTHR13149
O43567	Q9XX98	Yes	No	PTHR22765	PTHR22765
Q96PC2	Q93644	Yes	Yes	PTHR12400	PTHR12400
Q9H2H8	P52017	Yes	Yes	PTHR45625	PTHR45625
Q9NV64	O01870	Yes	Yes	PTHR12995	PTHR12995
P49917	Q95YE6	Yes	Yes	PTHR45997	PTHR45997
Q9NVV5	Q93354	Yes	No	PTHR10989	PTHR10989
Q16401	Q20058	Yes	No	PTHR13554	PTHR13554
Q96DV4	Q9BL86	Yes	No	PTHR11362	PTHR11362
O94903	P52057	Yes	Yes	PTHR10146	PTHR10146
P0C091	Q8IG72	Yes	No	PTHR45739	PTHR45739
P12270	A0A486WX27	Yes	No	PTHR18898	PTHR18898
Q8NEJ9	Q8IG68	Yes	No	PTHR13237	PTHR13237
P62136	P48727	Yes	Yes	PTHR11668	PTHR11668
Q01469	O02323	Yes	No	PTHR11955	PTHR11955
Q9H6U8	P54002	Yes	Yes	PTHR22760	PTHR22760
P05556	Q27874	Yes	Yes	PTHR10082	PTHR10082
O00399	Q9N3F1	Yes	Yes	PTHR13072	PTHR13072
Q13188	Q9NB31	Yes	Yes	PTHR48015	PTHR48015
Q8N5A5	Q18418	Yes	No	PTHR46297	PTHR46297
Q6UVM3	H9G2R4	Yes	Yes	PTHR10027	PTHR10027
P48444	Q09236	Yes	Yes	PTHR10121	PTHR10121
Q2M389	Q9NA99	Yes	Yes	PTHR31409	PTHR31409
P21217	G5EEE1	Yes	No	PTHR11929	PTHR11929
Q9Y399	O17004	Yes	No	PTHR12534	PTHR12534
Q96IZ2	Q93355	Yes	No	PTHR10989	PTHR10989
Q9NZI5	G5EDF0	Yes	No	PTHR11037	PTHR11037
Q9HD33	Q2L6V2	Yes	No	PTHR21183	PTHR21183
Q9HA47	Q17413	Yes	No	PTHR10285	PTHR10285
Q9BVC4	P91040	Yes	Yes	PTHR19842	PTHR19842
Q9H8Y8	Q9N3Y1	Yes	No	PTHR12893	PTHR12893
P28329	P32756	Yes	No	PTHR22589	PTHR22589
Q9UQE7	B2FDA8	Yes	Yes	PTHR43977	PTHR43977
P61513	Q9U2A8	Yes	Yes	PTHR48160	PTHR48160
P52565	Q20496	Yes	No	PTHR10980	PTHR10980
Q6ZMI0	O61853	Yes	No	PTHR21448	PTHR21448
Q16864	Q23680	Yes	Yes	PTHR13861	PTHR13861
Q8IXQ9	O01503	Yes	Yes	PTHR43648	PTHR43648
Q9BPX6	Q95PZ2	Yes	No	PTHR12294	PTHR12294
P22059	A7DTF2	Yes	Yes	PTHR10972	PTHR10972
Q9UHY1	G5ED17	Yes	No	PTHR24361	PTHR13902
Q01082	E0AHA7	Yes	Yes	PTHR11915	PTHR11915
Q99757	Q17424	Yes	Yes	PTHR43601	PTHR43601
O15270	Q20375	Yes	Yes	PTHR13693	PTHR13693
Q96AG3	Q9U2J0	Yes	No	PTHR21252	PTHR21252
P03886	P24887	Yes	Yes	PTHR11432	PTHR11432
Q9BYG3	Q22135	Yes	No	PTHR46754	PTHR46754
P08708	O01692	Yes	Yes	PTHR10732	PTHR10732
O94829	Q22529	Yes	No	PTHR12363	PTHR15952
Q6U841	B3WFV9	Yes	Yes	PTHR11453	PTHR11453
Q9UKZ1	Q9NA34	Yes	No	PTHR15975	PTHR15975
Q15021	Q9U2M1	Yes	No	PTHR14222	PTHR14222
Q13510	O45686	Yes	Yes	PTHR28583	PTHR28583
P62899	Q9U332	Yes	Yes	PTHR10956	PTHR10956
Q96RR4	Q3Y416	Yes	No	PTHR43895	PTHR43895
